k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
     147|[0.0387121463304272, 0.0690522644970684, 0.0180014927797954, -0.0335394952697176, -0.0020089798545346, 0.0209973558662788, -0.0501065152730568, 0.0138689476575132, 0.0036024310740687, -0.010401509744454, -0.0248259819530253, -0.0093414674014202, -0.0263471258846147, 0.0039695158379956, -0.0015041363353906, -0.0349327088461216, -0.0219711595116968, -0.0200463035229049, 0.0197242439047441, -0.0321168487612468, -0.0315143340513056, -0.0341260149159734, 0.0136309156208313, 0.0307414561809706, 0.0233128973824966, 0.0038324515569086, -0.0013713632776053, 0.0243389611271568, -0.0089869083719659, -0.0131523966584203, 0.0882271549400215, 0.0042552043464866, -0.071907097655682, -0.0086156491743652, 0.0800138638076852, 0.0073067814795349, 0.0018479980364546, -0.0209532863363138, 0.0143085471442379, 0.1078886558578011, 0.0331431460092671, -0.0617723358712672, 0.0115984855026217, 0.0866552436017335, 0.0183514066608334, -0.0144249950373606, 0.0127998312145209, 0.027557485693999, 0.146143864793963, 0.045976279773718, -0.0383424486108544, 0.0265955308580066, 0.1154583778967756, 0.0305393985329108, 1.62819627814e-05, 0.0295989329635715, 0.0076898343634108]|  0.0000000199882588|      0.00000012|[14259, 4704, 147, 441]                                                    |  | used linear model with 129 points | iterate success | actual_k=16
     148|[0.0387121463304272, 0.0690522644970684, 0.0180014927797954, -0.0335394952697176, -0.0020089798545346, 0.0209973558662788, -0.0501065152730568, 0.0138689476575132, 0.0036024310740687, -0.010401509744454, -0.0248259819530253, -0.0093414674014202, -0.0263471258846147, 0.0039695158379956, -0.0015041363353906, -0.0349327088461216, -0.0219711595116968, -0.0200463035229049, 0.0197242439047441, -0.0321168487612468, -0.0315143340513056, -0.0341260149159734, 0.0136309156208313, 0.0307414561809706, 0.0233128973824966, 0.0038324515569086, -0.0013713632776053, 0.0243389611271568, -0.0089869083719659, -0.0131523966584203, 0.0882271549400215, 0.0042552043464866, -0.071907097655682, -0.0086156491743652, 0.0800138638076852, 0.0073067814795349, 0.0018479980364546, -0.0209532863363138, 0.0143085471442379, 0.1078886558578011, 0.0331431460092671, -0.0617723358712672, 0.0115984855026217, 0.0866552436017335, 0.0183514066608334, -0.0144249950373606, 0.0127998312145209, 0.027557485693999, 0.146143864793963, 0.045976279773718, -0.0383424486108544, 0.0265955308580066, 0.1154583778967756, 0.0305393985329108, 1.62819627814e-05, 0.0295989329635715, 0.0076898343634108]|  0.0000000199882588|      0.00000006|[14356, 4736, 148, 444]                                                    |  | used linear model with 129 points | iterate failure | actual_k=16
     149|[0.0387121421664876, 0.0690522745609591, 0.0180014973262235, -0.0335394950678113, -0.0020089707863937, 0.0209973437611235, -0.0501065325215775, 0.013868947556241, 0.0036024341933102, -0.0104015030059005, -0.0248259799850318, -0.0093414629881637, -0.0263471345250401, 0.0039695128344909, -0.0015041386228017, -0.0349327066109665, -0.0219711694635669, -0.0200463090985539, 0.0197242470636874, -0.0321168457553627, -0.0315143380654955, -0.0341260153238354, 0.0136309240332938, 0.0307414567401563, 0.0233129014016345, 0.003832446416547, -0.0013713587835833, 0.0243389631424512, -0.0089869022029228, -0.0131523915477628, 0.0882271442779381, 0.0042552120662137, -0.0719070914258714, -0.008615640982782, 0.0800138630255528, 0.0073067845041011, 0.0018479872679997, -0.0209532820464365, 0.0143085355262772, 0.1078886507272067, 0.033143143755954, -0.0617723292294855, 0.0115984742558987, 0.0866552505664883, 0.0183514075637257, -0.0144250040853924, 0.0127998379927798, 0.0275574953705439, 0.1461438908957153, 0.0459762919870712, -0.0383424571763367, 0.026595539179885, 0.1154583870247486, 0.0305394085515605, 1.62800045199e-05, 0.0295989411223349, 0.007689843794517]|  0.0000000124935442|      0.00000012|[14453, 4768, 149, 447]                                                    |  | used linear model with 129 points | iterate success | actual_k=16
     150|[0.0387121421664876, 0.0690522745609591, 0.0180014973262235, -0.0335394950678113, -0.0020089707863937, 0.0209973437611235, -0.0501065325215775, 0.013868947556241, 0.0036024341933102, -0.0104015030059005, -0.0248259799850318, -0.0093414629881637, -0.0263471345250401, 0.0039695128344909, -0.0015041386228017, -0.0349327066109665, -0.0219711694635669, -0.0200463090985539, 0.0197242470636874, -0.0321168457553627, -0.0315143380654955, -0.0341260153238354, 0.0136309240332938, 0.0307414567401563, 0.0233129014016345, 0.003832446416547, -0.0013713587835833, 0.0243389631424512, -0.0089869022029228, -0.0131523915477628, 0.0882271442779381, 0.0042552120662137, -0.0719070914258714, -0.008615640982782, 0.0800138630255528, 0.0073067845041011, 0.0018479872679997, -0.0209532820464365, 0.0143085355262772, 0.1078886507272067, 0.033143143755954, -0.0617723292294855, 0.0115984742558987, 0.0866552505664883, 0.0183514075637257, -0.0144250040853924, 0.0127998379927798, 0.0275574953705439, 0.1461438908957153, 0.0459762919870712, -0.0383424571763367, 0.026595539179885, 0.1154583870247486, 0.0305394085515605, 1.62800045199e-05, 0.0295989411223349, 0.007689843794517]|  0.0000000124935442|      0.00000006|[14550, 4800, 150, 450]                                                    |  | used linear model with 129 points | iterate failure | actual_k=16
     151|[0.0387121421664876, 0.0690522745609591, 0.0180014973262235, -0.0335394950678113, -0.0020089707863937, 0.0209973437611235, -0.0501065325215775, 0.013868947556241, 0.0036024341933102, -0.0104015030059005, -0.0248259799850318, -0.0093414629881637, -0.0263471345250401, 0.0039695128344909, -0.0015041386228017, -0.0349327066109665, -0.0219711694635669, -0.0200463090985539, 0.0197242470636874, -0.0321168457553627, -0.0315143380654955, -0.0341260153238354, 0.0136309240332938, 0.0307414567401563, 0.0233129014016345, 0.003832446416547, -0.0013713587835833, 0.0243389631424512, -0.0089869022029228, -0.0131523915477628, 0.0882271442779381, 0.0042552120662137, -0.0719070914258714, -0.008615640982782, 0.0800138630255528, 0.0073067845041011, 0.0018479872679997, -0.0209532820464365, 0.0143085355262772, 0.1078886507272067, 0.033143143755954, -0.0617723292294855, 0.0115984742558987, 0.0866552505664883, 0.0183514075637257, -0.0144250040853924, 0.0127998379927798, 0.0275574953705439, 0.1461438908957153, 0.0459762919870712, -0.0383424571763367, 0.026595539179885, 0.1154583870247486, 0.0305394085515605, 1.62800045199e-05, 0.0295989411223349, 0.007689843794517]|  0.0000000124935442|      0.00000003|[14647, 4832, 151, 453]                                                    |  | used linear model with 129 points | iterate failure | actual_k=16
     152|[0.0387121482805113, 0.0690522777699689, 0.0180015006865749, -0.0335394933999319, -0.0020089759105757, 0.0209973458696791, -0.0501065247016956, 0.0138689470702447, 0.0036024319130506, -0.0104015047610423, -0.0248259759635811, -0.0093414608505139, -0.026347126035819, 0.0039695148655241, -0.001504138772852, -0.0349327080419571, -0.0219711719208216, -0.0200463168112056, 0.0197242533907146, -0.0321168483126054, -0.0315143357455281, -0.0341260204571825, 0.0136309222063261, 0.0307414490778677, 0.0233128966990065, 0.0038324483781214, -0.001371357142856, 0.0243389600979769, -0.0089869020320285, -0.0131523887524417, 0.0882271415105576, 0.0042552036300353, -0.0719070898986838, -0.0086156385111392, 0.0800138589652679, 0.0073067805935215, 0.0018479865864139, -0.020953285923058, 0.0143085291321029, 0.1078886454089708, 0.0331431412617146, -0.0617723306212958, 0.0115984719893936, 0.0866552471872056, 0.0183514097937611, -0.0144250054845751, 0.0127998394888547, 0.0275574946993407, 0.1461438952373971, 0.0459762913749068, -0.0383424612424931, 0.0265955465241179, 0.1154583893899615, 0.030539405313049, 1.62796916734e-05, 0.0295989426107935, 0.0076898492050535]|  0.0000000100833121|      0.00000006|[14744, 4864, 152, 456]                                                    |  | used linear model with 129 points | iterate success | actual_k=16
     153|[0.0387121482805113, 0.0690522777699689, 0.0180015006865749, -0.0335394933999319, -0.0020089759105757, 0.0209973458696791, -0.0501065247016956, 0.0138689470702447, 0.0036024319130506, -0.0104015047610423, -0.0248259759635811, -0.0093414608505139, -0.026347126035819, 0.0039695148655241, -0.001504138772852, -0.0349327080419571, -0.0219711719208216, -0.0200463168112056, 0.0197242533907146, -0.0321168483126054, -0.0315143357455281, -0.0341260204571825, 0.0136309222063261, 0.0307414490778677, 0.0233128966990065, 0.0038324483781214, -0.001371357142856, 0.0243389600979769, -0.0089869020320285, -0.0131523887524417, 0.0882271415105576, 0.0042552036300353, -0.0719070898986838, -0.0086156385111392, 0.0800138589652679, 0.0073067805935215, 0.0018479865864139, -0.020953285923058, 0.0143085291321029, 0.1078886454089708, 0.0331431412617146, -0.0617723306212958, 0.0115984719893936, 0.0866552471872056, 0.0183514097937611, -0.0144250054845751, 0.0127998394888547, 0.0275574946993407, 0.1461438952373971, 0.0459762913749068, -0.0383424612424931, 0.0265955465241179, 0.1154583893899615, 0.030539405313049, 1.62796916734e-05, 0.0295989426107935, 0.0076898492050535]|  0.0000000100833121|      0.00000003|[14841, 4896, 153, 459]                                                    |  | used linear model with 129 points | iterate failure | actual_k=16
     154|[0.0387121493793141, 0.0690522743138491, 0.0180015066960567, -0.0335394968150481, -0.0020089738448325, 0.0209973485882705, -0.0501065251236878, 0.0138689439359322, 0.0036024345359117, -0.0104015063427005, -0.0248259830319535, -0.0093414635526353, -0.02634712168019, 0.0039695170399595, -0.0015041430245393, -0.0349327033562477, -0.0219711688513006, -0.0200463155911806, 0.0197242502375185, -0.0321168470572254, -0.0315143313569493, -0.0341260258594572, 0.0136309183791109, 0.0307414457445812, 0.0233128974222247, 0.0038324451263312, -0.0013713623759504, 0.0243389542160753, -0.0089869052160361, -0.0131523857534028, 0.0882271347466244, 0.0042552008173697, -0.0719070881124719, -0.0086156398667466, 0.0800138551954679, 0.0073067777765677, 0.0018479890712792, -0.020953283298117, 0.0143085283103212, 0.1078886393952765, 0.0331431389338065, -0.0617723266468558, 0.0115984710589065, 0.0866552432363763, 0.0183514078858271, -0.0144250005662216, 0.0127998400678034, 0.0275574884845583, 0.1461438995947272, 0.0459762962070036, -0.0383424662326565, 0.0265955431597292, 0.1154584015171052, 0.0305394076098787, 1.627795854e-05, 0.0295989385368407, 0.007689848399665]|  0.0000000073256670|      0.00000006|[14938, 4928, 154, 462]                                                    |  | used linear model with 129 points | iterate success | actual_k=16
     155|[0.0387121493793141, 0.0690522743138491, 0.0180015066960567, -0.0335394968150481, -0.0020089738448325, 0.0209973485882705, -0.0501065251236878, 0.0138689439359322, 0.0036024345359117, -0.0104015063427005, -0.0248259830319535, -0.0093414635526353, -0.02634712168019, 0.0039695170399595, -0.0015041430245393, -0.0349327033562477, -0.0219711688513006, -0.0200463155911806, 0.0197242502375185, -0.0321168470572254, -0.0315143313569493, -0.0341260258594572, 0.0136309183791109, 0.0307414457445812, 0.0233128974222247, 0.0038324451263312, -0.0013713623759504, 0.0243389542160753, -0.0089869052160361, -0.0131523857534028, 0.0882271347466244, 0.0042552008173697, -0.0719070881124719, -0.0086156398667466, 0.0800138551954679, 0.0073067777765677, 0.0018479890712792, -0.020953283298117, 0.0143085283103212, 0.1078886393952765, 0.0331431389338065, -0.0617723266468558, 0.0115984710589065, 0.0866552432363763, 0.0183514078858271, -0.0144250005662216, 0.0127998400678034, 0.0275574884845583, 0.1461438995947272, 0.0459762962070036, -0.0383424662326565, 0.0265955431597292, 0.1154584015171052, 0.0305394076098787, 1.627795854e-05, 0.0295989385368407, 0.007689848399665]|  0.0000000073256670|      0.00000003|[15035, 4960, 155, 465]                                                    |  | used linear model with 129 points | iterate failure | actual_k=16
     156|[0.0387121521472435, 0.0690522793886251, 0.0180015099093771, -0.0335394992311928, -0.0020089699056646, 0.0209973494843848, -0.0501065270257988, 0.0138689438570004, 0.0036024321835521, -0.0104015052151916, -0.0248259809124214, -0.0093414663693225, -0.0263471245945434, 0.0039695106813126, -0.0015041458741472, -0.0349326993009625, -0.0219711675313783, -0.0200463157008412, 0.0197242521100854, -0.0321168503303847, -0.0315143335179914, -0.0341260177948691, 0.0136309207786234, 0.0307414447022247, 0.0233128977640049, 0.0038324473845199, -0.001371361014355, 0.0243389562251019, -0.0089869070139955, -0.0131523845976064, 0.0882271338452692, 0.0042552071989818, -0.0719070823887712, -0.0086156399118962, 0.0800138542385911, 0.0073067767751814, 0.0018479885316509, -0.0209532815243747, 0.0143085313626232, 0.1078886320296802, 0.0331431367436222, -0.0617723225767056, 0.0115984669761392, 0.0866552373435275, 0.0183514082412908, -0.0144249999611213, 0.012799840562424, 0.027557487978556, 0.1461439077513394, 0.0459762903427757, -0.038342474906017, 0.0265955498483387, 0.1154584127887695, 0.0305394104384715, 1.62840801099e-05, 0.029598939929738, 0.0076898507251639]|  0.0000000038404112|      0.00000006|[15132, 4992, 156, 468]                                                    |  | used linear model with 129 points | iterate success | actual_k=16
     157|[0.0387121521472435, 0.0690522793886251, 0.0180015099093771, -0.0335394992311928, -0.0020089699056646, 0.0209973494843848, -0.0501065270257988, 0.0138689438570004, 0.0036024321835521, -0.0104015052151916, -0.0248259809124214, -0.0093414663693225, -0.0263471245945434, 0.0039695106813126, -0.0015041458741472, -0.0349326993009625, -0.0219711675313783, -0.0200463157008412, 0.0197242521100854, -0.0321168503303847, -0.0315143335179914, -0.0341260177948691, 0.0136309207786234, 0.0307414447022247, 0.0233128977640049, 0.0038324473845199, -0.001371361014355, 0.0243389562251019, -0.0089869070139955, -0.0131523845976064, 0.0882271338452692, 0.0042552071989818, -0.0719070823887712, -0.0086156399118962, 0.0800138542385911, 0.0073067767751814, 0.0018479885316509, -0.0209532815243747, 0.0143085313626232, 0.1078886320296802, 0.0331431367436222, -0.0617723225767056, 0.0115984669761392, 0.0866552373435275, 0.0183514082412908, -0.0144249999611213, 0.012799840562424, 0.027557487978556, 0.1461439077513394, 0.0459762903427757, -0.038342474906017, 0.0265955498483387, 0.1154584127887695, 0.0305394104384715, 1.62840801099e-05, 0.029598939929738, 0.0076898507251639]|  0.0000000038404112|      0.00000003|[15229, 5024, 157, 471]                                                    |  | used linear model with 129 points | iterate failure | actual_k=16
     158|[0.0387121521472435, 0.0690522793886251, 0.0180015099093771, -0.0335394992311928, -0.0020089699056646, 0.0209973494843848, -0.0501065270257988, 0.0138689438570004, 0.0036024321835521, -0.0104015052151916, -0.0248259809124214, -0.0093414663693225, -0.0263471245945434, 0.0039695106813126, -0.0015041458741472, -0.0349326993009625, -0.0219711675313783, -0.0200463157008412, 0.0197242521100854, -0.0321168503303847, -0.0315143335179914, -0.0341260177948691, 0.0136309207786234, 0.0307414447022247, 0.0233128977640049, 0.0038324473845199, -0.001371361014355, 0.0243389562251019, -0.0089869070139955, -0.0131523845976064, 0.0882271338452692, 0.0042552071989818, -0.0719070823887712, -0.0086156399118962, 0.0800138542385911, 0.0073067767751814, 0.0018479885316509, -0.0209532815243747, 0.0143085313626232, 0.1078886320296802, 0.0331431367436222, -0.0617723225767056, 0.0115984669761392, 0.0866552373435275, 0.0183514082412908, -0.0144249999611213, 0.012799840562424, 0.027557487978556, 0.1461439077513394, 0.0459762903427757, -0.038342474906017, 0.0265955498483387, 0.1154584127887695, 0.0305394104384715, 1.62840801099e-05, 0.029598939929738, 0.0076898507251639]|  0.0000000038404112|      0.00000001|[15326, 5056, 158, 474]                                                    |  | used linear model with 129 points | iterate failure | actual_k=16
     159|[0.0387121522726761, 0.0690522770627867, 0.0180015099369186, -0.0335395002738087, -0.0020089698421018, 0.0209973478222007, -0.0501065276602734, 0.0138689454605674, 0.0036024312747873, -0.0104015057686363, -0.0248259825204147, -0.0093414661259277, -0.0263471248186563, 0.0039695112597186, -0.0015041474910154, -0.0349326995041017, -0.0219711688605224, -0.0200463154555897, 0.0197242532606537, -0.0321168490078702, -0.0315143331286392, -0.0341260196668099, 0.0136309182548672, 0.0307414459593227, 0.0233128967600284, 0.0038324456739644, -0.0013713621733955, 0.0243389572205175, -0.0089869091271542, -0.0131523845939007, 0.0882271350166224, 0.0042552091367824, -0.0719070816558612, -0.0086156404380361, 0.0800138539473819, 0.0073067755854527, 0.0018479860795898, -0.0209532822856887, 0.0143085302263842, 0.107888627338926, 0.0331431367909116, -0.0617723191095381, 0.011598466439389, 0.0866552323763945, 0.018351408647747, -0.0144250012901591, 0.0127998419170528, 0.0275574862788467, 0.1461439127463646, 0.0459762919204957, -0.0383424781642662, 0.0265955506024924, 0.1154584194667506, 0.030539410815468, 1.62856757915e-05, 0.029598939060771, 0.007689853571916]|  0.0000000024139378|      0.00000003|[15423, 5088, 159, 477]                                                    |  | used linear model with 129 points | iterate success | actual_k=16
     160|[0.0387121522726761, 0.0690522770627867, 0.0180015099369186, -0.0335395002738087, -0.0020089698421018, 0.0209973478222007, -0.0501065276602734, 0.0138689454605674, 0.0036024312747873, -0.0104015057686363, -0.0248259825204147, -0.0093414661259277, -0.0263471248186563, 0.0039695112597186, -0.0015041474910154, -0.0349326995041017, -0.0219711688605224, -0.0200463154555897, 0.0197242532606537, -0.0321168490078702, -0.0315143331286392, -0.0341260196668099, 0.0136309182548672, 0.0307414459593227, 0.0233128967600284, 0.0038324456739644, -0.0013713621733955, 0.0243389572205175, -0.0089869091271542, -0.0131523845939007, 0.0882271350166224, 0.0042552091367824, -0.0719070816558612, -0.0086156404380361, 0.0800138539473819, 0.0073067755854527, 0.0018479860795898, -0.0209532822856887, 0.0143085302263842, 0.107888627338926, 0.0331431367909116, -0.0617723191095381, 0.011598466439389, 0.0866552323763945, 0.018351408647747, -0.0144250012901591, 0.0127998419170528, 0.0275574862788467, 0.1461439127463646, 0.0459762919204957, -0.0383424781642662, 0.0265955506024924, 0.1154584194667506, 0.030539410815468, 1.62856757915e-05, 0.029598939060771, 0.007689853571916]|  0.0000000024139378|      0.00000001|[15520, 5120, 160, 480]                                                    |  | used linear model with 129 points | iterate failure | actual_k=16
     161|[0.0387121532584235, 0.0690522761263065, 0.0180015108003565, -0.0335394996111676, -0.0020089706731457, 0.0209973490164545, -0.0501065276525765, 0.0138689464848004, 0.0036024318586394, -0.0104015054799355, -0.0248259806817146, -0.0093414661258962, -0.0263471244385922, 0.0039695107632238, -0.001504147352326, -0.0349327003352981, -0.0219711705173072, -0.0200463162119807, 0.0197242530984386, -0.0321168502580524, -0.0315143336011335, -0.0341260195361146, 0.0136309160441363, 0.0307414464711756, 0.0233128964881532, 0.0038324457334255, -0.0013713615028566, 0.0243389565925949, -0.0089869093680599, -0.0131523842235625, 0.0882271350053876, 0.0042552097315234, -0.0719070830844899, -0.0086156405477405, 0.0800138526329956, 0.0073067736206168, 0.0018479873854507, -0.0209532825942297, 0.0143085274914713, 0.1078886218581665, 0.0331431365024686, -0.0617723163276452, 0.0115984649138882, 0.0866552272890203, 0.0183514067404058, -0.0144250023192587, 0.0127998382970884, 0.0275574862478393, 0.14614391830248, 0.04597629481181, -0.0383424809260015, 0.0265955521310678, 0.1154584256039394, 0.0305394118308465, 1.62874972956e-05, 0.029598940616722, 0.0076898557516203]|  0.0000000012832049|      0.00000003|[15617, 5152, 161, 483]                                                    |  | used linear model with 129 points | iterate success | actual_k=16
     162|[0.0387121532584235, 0.0690522761263065, 0.0180015108003565, -0.0335394996111676, -0.0020089706731457, 0.0209973490164545, -0.0501065276525765, 0.0138689464848004, 0.0036024318586394, -0.0104015054799355, -0.0248259806817146, -0.0093414661258962, -0.0263471244385922, 0.0039695107632238, -0.001504147352326, -0.0349327003352981, -0.0219711705173072, -0.0200463162119807, 0.0197242530984386, -0.0321168502580524, -0.0315143336011335, -0.0341260195361146, 0.0136309160441363, 0.0307414464711756, 0.0233128964881532, 0.0038324457334255, -0.0013713615028566, 0.0243389565925949, -0.0089869093680599, -0.0131523842235625, 0.0882271350053876, 0.0042552097315234, -0.0719070830844899, -0.0086156405477405, 0.0800138526329956, 0.0073067736206168, 0.0018479873854507, -0.0209532825942297, 0.0143085274914713, 0.1078886218581665, 0.0331431365024686, -0.0617723163276452, 0.0115984649138882, 0.0866552272890203, 0.0183514067404058, -0.0144250023192587, 0.0127998382970884, 0.0275574862478393, 0.14614391830248, 0.04597629481181, -0.0383424809260015, 0.0265955521310678, 0.1154584256039394, 0.0305394118308465, 1.62874972956e-05, 0.029598940616722, 0.0076898557516203]|  0.0000000012832049|      0.00000001|[15714, 5184, 162, 486]                                                    |  | used linear model with 129 points | iterate failure | actual_k=16
     163|[0.0387121528258956, 0.0690522788726843, 0.0180015128925092, -0.0335395004359192, -0.0020089724741221, 0.0209973480237513, -0.0501065270216891, 0.0138689463877511, 0.0036024314423465, -0.0104015069601963, -0.0248259815835196, -0.009341467951142, -0.0263471230505048, 0.0039695105775925, -0.0015041516260707, -0.0349326980905935, -0.0219711689179795, -0.0200463181716661, 0.0197242537670815, -0.0321168515781807, -0.0315143351473615, -0.0341260190957152, 0.0136309161522286, 0.0307414462721418, 0.0233128986151954, 0.0038324437980218, -0.0013713617450644, 0.0243389573594145, -0.0089869108833133, -0.0131523816837428, 0.0882271347955543, 0.0042552104642905, -0.0719070810779132, -0.0086156398814296, 0.0800138516579193, 0.0073067763406734, 0.0018479849966921, -0.0209532847078893, 0.014308526431757, 0.1078886205865324, 0.0331431356815482, -0.0617723128926801, 0.011598460896607, 0.0866552241668424, 0.0183514067114454, -0.014425003129506, 0.0127998384584866, 0.0275574858160149, 0.1461439250060592, 0.0459762947531701, -0.0383424819520764, 0.0265955517126999, 0.1154584300504795, 0.0305394124784534, 1.62909676147e-05, 0.0295989406086198, 0.0076898556414443]|  0.0000000007667312|      0.00000003|[15811, 5216, 163, 489]                                                    |  | used linear model with 129 points | iterate success | actual_k=16
     164|[0.0387121528258956, 0.0690522788726843, 0.0180015128925092, -0.0335395004359192, -0.0020089724741221, 0.0209973480237513, -0.0501065270216891, 0.0138689463877511, 0.0036024314423465, -0.0104015069601963, -0.0248259815835196, -0.009341467951142, -0.0263471230505048, 0.0039695105775925, -0.0015041516260707, -0.0349326980905935, -0.0219711689179795, -0.0200463181716661, 0.0197242537670815, -0.0321168515781807, -0.0315143351473615, -0.0341260190957152, 0.0136309161522286, 0.0307414462721418, 0.0233128986151954, 0.0038324437980218, -0.0013713617450644, 0.0243389573594145, -0.0089869108833133, -0.0131523816837428, 0.0882271347955543, 0.0042552104642905, -0.0719070810779132, -0.0086156398814296, 0.0800138516579193, 0.0073067763406734, 0.0018479849966921, -0.0209532847078893, 0.014308526431757, 0.1078886205865324, 0.0331431356815482, -0.0617723128926801, 0.011598460896607, 0.0866552241668424, 0.0183514067114454, -0.014425003129506, 0.0127998384584866, 0.0275574858160149, 0.1461439250060592, 0.0459762947531701, -0.0383424819520764, 0.0265955517126999, 0.1154584300504795, 0.0305394124784534, 1.62909676147e-05, 0.0295989406086198, 0.0076898556414443]|  0.0000000007667312|      0.00000001|[15908, 5248, 164, 492]                                                    |  | used linear model with 129 points | iterate failure | actual_k=16
     165|[0.0387121528258956, 0.0690522788726843, 0.0180015128925092, -0.0335395004359192, -0.0020089724741221, 0.0209973480237513, -0.0501065270216891, 0.0138689463877511, 0.0036024314423465, -0.0104015069601963, -0.0248259815835196, -0.009341467951142, -0.0263471230505048, 0.0039695105775925, -0.0015041516260707, -0.0349326980905935, -0.0219711689179795, -0.0200463181716661, 0.0197242537670815, -0.0321168515781807, -0.0315143351473615, -0.0341260190957152, 0.0136309161522286, 0.0307414462721418, 0.0233128986151954, 0.0038324437980218, -0.0013713617450644, 0.0243389573594145, -0.0089869108833133, -0.0131523816837428, 0.0882271347955543, 0.0042552104642905, -0.0719070810779132, -0.0086156398814296, 0.0800138516579193, 0.0073067763406734, 0.0018479849966921, -0.0209532847078893, 0.014308526431757, 0.1078886205865324, 0.0331431356815482, -0.0617723128926801, 0.011598460896607, 0.0866552241668424, 0.0183514067114454, -0.014425003129506, 0.0127998384584866, 0.0275574858160149, 0.1461439250060592, 0.0459762947531701, -0.0383424819520764, 0.0265955517126999, 0.1154584300504795, 0.0305394124784534, 1.62909676147e-05, 0.0295989406086198, 0.0076898556414443]|  0.0000000007667312|      0.00000001|[16005, 5280, 165, 495]                                                    |  | used linear model with 129 points | iterate failure | actual_k=16
     166|[0.0387121528193673, 0.0690522787087639, 0.0180015126615095, -0.0335395013812024, -0.0020089721655095, 0.0209973490072928, -0.0501065269127468, 0.0138689473281127, 0.0036024323007313, -0.0104015077435342, -0.0248259820629872, -0.0093414674620092, -0.0263471237408132, 0.0039695111270696, -0.0015041505912695, -0.0349326985460772, -0.021971169941389, -0.0200463172910741, 0.0197242531203593, -0.0321168516038105, -0.0315143354304328, -0.0341260190105986, 0.0136309166801735, 0.0307414464579327, 0.023312898048368, 0.0038324452756125, -0.0013713622689644, 0.0243389568679339, -0.008986912626675, -0.013152382528519, 0.0882271345171539, 0.00425521074188, -0.0719070811774738, -0.0086156389732741, 0.0800138521918884, 0.0073067757565866, 0.001847983724438, -0.0209532850219393, 0.0143085265888195, 0.1078886185132581, 0.0331431349626245, -0.061772311057859, 0.0115984594799192, 0.0866552235103257, 0.0183514061378029, -0.0144250038866282, 0.012799837356828, 0.0275574835260772, 0.1461439284752451, 0.0459762935227936, -0.0383424820606262, 0.0265955521611472, 0.1154584317875502, 0.0305394119404377, 1.62918996063e-05, 0.0295989406641432, 0.0076898557349728]|  0.0000000005220611|      0.00000001|[16102, 5312, 166, 498]                                                    |  | used linear model with 129 points | iterate success | actual_k=16
     167|[0.038712155476496, 0.069052278866995, 0.0180015139717991, -0.0335395005703929, -0.0020089683355327, 0.0209973489490002, -0.0501065254921704, 0.0138689477144432, 0.003602434169038, -0.0104015088013418, -0.0248259813526088, -0.0093414682547787, -0.0263471270749492, 0.0039695092987773, -0.0015041512442079, -0.0349326996579605, -0.0219711723655168, -0.0200463167772763, 0.0197242551396704, -0.0321168486885471, -0.0315143345208266, -0.0341260184134466, 0.0136309164710107, 0.030741446079487, 0.0233129009984275, 0.0038324452726184, -0.0013713627998464, 0.0243389581296967, -0.0089869156028301, -0.013152382083965, 0.0882271352497111, 0.004255209664143, -0.0719070826375153, -0.0086156385860231, 0.0800138534696634, 0.0073067763599879, 0.0018479841760149, -0.0209532867048094, 0.0143085263847884, 0.1078886148680951, 0.0331431343001348, -0.0617723096511561, 0.01159846192985, 0.086655217721422, 0.0183514054951684, -0.0144250035078876, 0.0127998355140859, 0.0275574846812785, 0.1461439319256061, 0.0459762965370543, -0.0383424851018334, 0.0265955541672494, 0.1154584366228447, 0.0305394132369242, 1.62921949904e-05, 0.029598942891895, 0.0076898562114548]|  0.0000000002228558|      0.00000003|[16199, 5344, 167, 501]                                                    |  | used linear model with 129 points | iterate success | actual_k=16
     168|[0.038712155476496, 0.069052278866995, 0.0180015139717991, -0.0335395005703929, -0.0020089683355327, 0.0209973489490002, -0.0501065254921704, 0.0138689477144432, 0.003602434169038, -0.0104015088013418, -0.0248259813526088, -0.0093414682547787, -0.0263471270749492, 0.0039695092987773, -0.0015041512442079, -0.0349326996579605, -0.0219711723655168, -0.0200463167772763, 0.0197242551396704, -0.0321168486885471, -0.0315143345208266, -0.0341260184134466, 0.0136309164710107, 0.030741446079487, 0.0233129009984275, 0.0038324452726184, -0.0013713627998464, 0.0243389581296967, -0.0089869156028301, -0.013152382083965, 0.0882271352497111, 0.004255209664143, -0.0719070826375153, -0.0086156385860231, 0.0800138534696634, 0.0073067763599879, 0.0018479841760149, -0.0209532867048094, 0.0143085263847884, 0.1078886148680951, 0.0331431343001348, -0.0617723096511561, 0.01159846192985, 0.086655217721422, 0.0183514054951684, -0.0144250035078876, 0.0127998355140859, 0.0275574846812785, 0.1461439319256061, 0.0459762965370543, -0.0383424851018334, 0.0265955541672494, 0.1154584366228447, 0.0305394132369242, 1.62921949904e-05, 0.029598942891895, 0.0076898562114548]|  0.0000000002228558|      0.00000001|[16296, 5376, 168, 504]                                                    |  | used linear model with 129 points | iterate failure | actual_k=16
