k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
      52|[-0.5020942902192473, 1.9458836307749152, 2.0959673321340233, -0.0411922348630469, 2.909932635957375, 0.0065362078603357, 3.310600890836213, 2.191498275846243, -2.0166914833243936, 0.0523615290876478, 1.0147593934088945, 3.1011598859913647, 0.6213982577319257, 2.2871524578076787, 0.0741426855674945, 1.4558680999325588, 0.1657193547580391, -0.5086398515850306, 0.9538308689188852, 2.123129797168076, 2.1119483821676113, -2.83330428507179, -1.7735431725159287, 2.606566575355828, 0.015689913649112, 2.6492359486874193, 1.5234234696254134, -0.6943363011814654, 0.5438636327162385, 0.9990713661536574, 1.1089258501306176, 0.3850033631897531, 0.9090760571416467, 0.5510939569794573, 1.7199831634643488, 1.0271962963743135, -0.7733859677100554, 1.1987757072784007, 0.5820105643942952, 1.342082163784653, 0.930731404107064, -0.2703910196723882, 1.7191551101277582, 0.3417877447791398, 0.5591944426705595, 0.7707825251854956, 0.8588407179922797, 0.8091991504188627, 2.221153999125818, 0.3840382390189916, 0.0828733975067735, -0.581148183089681, -1.7335656189752626, 8.497630502402899]| 89.7193603515625000|      0.09000000|[6241, 416, 0, 104]                                                        | 
      53|[-0.5089825098402798, 1.9471561339451, 2.088909315643832, -0.0438125686687272, 2.902488013030961, 0.0187491707038134, 3.307941554870922, 2.2002656748518348, -2.0080634995829314, 0.0471224419306964, 1.0320350527763367, 3.106940577737987, 0.621746419579722, 2.2979110458982177, 0.0823029525927268, 1.4576775934547186, 0.1571396675426513, -0.5080805946490727, 0.9645227985274687, 2.1160374670289457, 2.121158690250013, -2.8364686134736985, -1.779474396724254, 2.6060910848900676, 0.021274380851537, 2.64198488346301, 1.5279144742526114, -0.7088944059796631, 0.5418992980848998, 0.9963611711282283, 1.1071901128161699, 0.3842994712758809, 0.9104101905832067, 0.5548925528419204, 1.7227157540037297, 1.0298248970648274, -0.7698441277025267, 1.1941534695215523, 0.5733438776805997, 1.3275726116262376, 0.9126425865106285, -0.1996221343579236, 1.701709013141226, 0.3265115995891392, 0.5493238995259162, 0.7749563348479569, 0.8581559931626543, 0.8119638611096889, 2.2250626342429314, 0.3872186781372875, 0.0840985741233453, -0.5821826590690762, -1.736244084306236, 8.495291332321358]| 89.2501068115234375|      0.30000000|[6361, 424, 0, 106]                                                        | 
      54|[-0.5068219795357436, 1.9457356985658407, 2.0903393800836056, -0.0572920277681987, 2.901283858460374, 0.0195983184385113, 3.3021303464774974, 2.223366410471499, -1.9985188792925328, 0.0521744370926172, 1.047401499003172, 3.136457514949143, 0.5866526501486078, 2.291782536834944, 0.10817896615481, 1.4522094456478953, 0.1461709116119891, -0.5357308149687015, 0.9487668303590908, 2.1365978005342185, 2.112957082747016, -2.846686362987384, -1.769548310432583, 2.5649823574349284, 0.0514364582486451, 2.6744025310035795, 1.521520633250475, -0.6666463394649327, 0.5790984786581248, 1.034196672262624, 1.1004476144444197, 0.4129833292681724, 0.9167892370605841, 0.5552311848732643, 1.7214786355034448, 1.0432481983443722, -0.7190690691350028, 1.2057897723279893, 0.5551360016688704, 1.3284312319592573, 0.9110869074938819, -0.1879218059184495, 1.711014435335528, 0.327126995252911, 0.5898384059255477, 0.7948596612550318, 0.829492993070744, 0.8241043121088296, 2.2344812689407263, 0.3624472634401172, 0.0721873430302367, -0.5824622555228416, -1.7505394015388447, 8.498715091569466]| 89.2401275634765625|      1.00000000|[6481, 432, 0, 108]                                                        | 
      55|[-0.5068219795357436, 1.9457356985658407, 2.0903393800836056, -0.0572920277681987, 2.901283858460374, 0.0195983184385113, 3.3021303464774974, 2.223366410471499, -1.9985188792925328, 0.0521744370926172, 1.047401499003172, 3.136457514949143, 0.5866526501486078, 2.291782536834944, 0.10817896615481, 1.4522094456478953, 0.1461709116119891, -0.5357308149687015, 0.9487668303590908, 2.1365978005342185, 2.112957082747016, -2.846686362987384, -1.769548310432583, 2.5649823574349284, 0.0514364582486451, 2.6744025310035795, 1.521520633250475, -0.6666463394649327, 0.5790984786581248, 1.034196672262624, 1.1004476144444197, 0.4129833292681724, 0.9167892370605841, 0.5552311848732643, 1.7214786355034448, 1.0432481983443722, -0.7190690691350028, 1.2057897723279893, 0.5551360016688704, 1.3284312319592573, 0.9110869074938819, -0.1879218059184495, 1.711014435335528, 0.327126995252911, 0.5898384059255477, 0.7948596612550318, 0.829492993070744, 0.8241043121088296, 2.2344812689407263, 0.3624472634401172, 0.0721873430302367, -0.5824622555228416, -1.7505394015388447, 8.498715091569466]| 89.2401275634765625|      0.30000000|[6601, 440, 0, 110]                                                        | 
      56|[-0.5107866486068815, 1.899812864139676, 2.047968442318961, -0.0183398373392265, 2.892032818053849, 0.0341258479165845, 3.25213410082506, 2.244524129666388, -2.0110291892196983, 0.0402425427455455, 1.0632626134902239, 3.1356208652141504, 0.5497987034032121, 2.2901688757701777, 0.105795819486957, 1.4498614990152419, 0.16521289316006, -0.5691892676404677, 0.9540514154177799, 2.1511359396390617, 2.083772977872286, -2.860283090500161, -1.7726069749332964, 2.5699663842096925, 0.080889277625829, 2.6684040350373834, 1.5452928319573402, -0.6822564140893519, 0.5776916596805677, 1.0454752531368285, 1.085820610402152, 0.3900886636693031, 0.9194154444849119, 0.5580700081191026, 1.7085494613857009, 1.0480823715915903, -0.7261742221890017, 1.1853064238093793, 0.559141093865037, 1.3227005927474238, 0.8976429969770834, -0.1832914712431375, 1.6855536072398536, 0.3328773771063425, 0.5896442936063977, 0.8105128076858819, 0.7912815207382664, 0.8073467270005494, 2.2051797764434014, 0.3579360304865986, 0.0874918386107311, -0.5849513482826296, -1.792816298075195, 8.49387058483262]| 88.4663467407226562|      1.00000000|[6721, 448, 0, 112]                                                        | 
      57|[-0.5107866486068815, 1.899812864139676, 2.047968442318961, -0.0183398373392265, 2.892032818053849, 0.0341258479165845, 3.25213410082506, 2.244524129666388, -2.0110291892196983, 0.0402425427455455, 1.0632626134902239, 3.1356208652141504, 0.5497987034032121, 2.2901688757701777, 0.105795819486957, 1.4498614990152419, 0.16521289316006, -0.5691892676404677, 0.9540514154177799, 2.1511359396390617, 2.083772977872286, -2.860283090500161, -1.7726069749332964, 2.5699663842096925, 0.080889277625829, 2.6684040350373834, 1.5452928319573402, -0.6822564140893519, 0.5776916596805677, 1.0454752531368285, 1.085820610402152, 0.3900886636693031, 0.9194154444849119, 0.5580700081191026, 1.7085494613857009, 1.0480823715915903, -0.7261742221890017, 1.1853064238093793, 0.559141093865037, 1.3227005927474238, 0.8976429969770834, -0.1832914712431375, 1.6855536072398536, 0.3328773771063425, 0.5896442936063977, 0.8105128076858819, 0.7912815207382664, 0.8073467270005494, 2.2051797764434014, 0.3579360304865986, 0.0874918386107311, -0.5849513482826296, -1.792816298075195, 8.49387058483262]| 88.4663467407226562|      0.30000000|[6841, 456, 0, 114]                                                        | 
      58|[-0.5002560073044151, 1.875570384785533, 1.9515292446594685, -0.0153504981626611, 2.8951070943148807, 0.0229003626736812, 3.3250924584572203, 2.2586160097271204, -2.0757230350282043, 0.0289995011407882, 1.0705251009203494, 3.180143720644992, 0.5442335564875975, 2.31234663160285, 0.1561836378532462, 1.480857599992305, 0.1765965039376169, -0.622254459594842, 0.9118169164103165, 2.208654265385121, 2.0930831321165897, -2.9049692291300744, -1.754112329799682, 2.757307388819754, 0.0565484059043229, 2.6940841877367347, 1.6208399087190628, -0.6621661228127778, 0.5528491329168901, 1.0826437857467681, 1.0777873087208718, 0.3998905878979713, 0.9134152269689366, 0.5693388790241443, 1.725636099523399, 1.0388509774347767, -0.7604349235771224, 1.189254046883434, 0.5909599233418703, 1.3314217245788313, 0.8861935910535976, -0.1852029980218504, 1.71671981055988, 0.2951619346276857, 0.5766035824344726, 0.8026737147010863, 0.7644859770080075, 0.7926290307659656, 2.2292789513303433, 0.3413879873696715, 0.1117832254385576, -0.6139170859532896, -1.7998265898713726, 8.50005005307321]| 87.7692108154296875|      1.00000000|[6961, 464, 0, 116]                                                        | 
      59|[-0.5002560073044151, 1.875570384785533, 1.9515292446594685, -0.0153504981626611, 2.8951070943148807, 0.0229003626736812, 3.3250924584572203, 2.2586160097271204, -2.0757230350282043, 0.0289995011407882, 1.0705251009203494, 3.180143720644992, 0.5442335564875975, 2.31234663160285, 0.1561836378532462, 1.480857599992305, 0.1765965039376169, -0.622254459594842, 0.9118169164103165, 2.208654265385121, 2.0930831321165897, -2.9049692291300744, -1.754112329799682, 2.757307388819754, 0.0565484059043229, 2.6940841877367347, 1.6208399087190628, -0.6621661228127778, 0.5528491329168901, 1.0826437857467681, 1.0777873087208718, 0.3998905878979713, 0.9134152269689366, 0.5693388790241443, 1.725636099523399, 1.0388509774347767, -0.7604349235771224, 1.189254046883434, 0.5909599233418703, 1.3314217245788313, 0.8861935910535976, -0.1852029980218504, 1.71671981055988, 0.2951619346276857, 0.5766035824344726, 0.8026737147010863, 0.7644859770080075, 0.7926290307659656, 2.2292789513303433, 0.3413879873696715, 0.1117832254385576, -0.6139170859532896, -1.7998265898713726, 8.50005005307321]| 87.7692108154296875|      0.30000000|[7081, 472, 0, 118]                                                        | 
      60|[-0.488257861463353, 1.8550907261669636, 1.9585380118805915, -0.009543542188112, 2.8889611597405747, 0.0069041821989231, 3.3060423650895245, 2.2366888355463743, -2.110239149769768, 0.0384831654373556, 1.091392005328089, 3.209069342527073, 0.522806552820839, 2.28563370363554, 0.2060416044550948, 1.4676656709052622, 0.1756343378219754, -0.6418333541951142, 0.9007424441915646, 2.2455096836201847, 2.0982227628701366, -2.9207276578526944, -1.7461148859001696, 2.7433060025796294, 0.0748182539828122, 2.6811014728154987, 1.6239168434403837, -0.6683543776161969, 0.5715854823356494, 1.0917690845672041, 1.115501469699666, 0.4011406953213736, 0.8971858880249783, 0.566199092369061, 1.7089207703829743, 1.0720970326801762, -0.7300117796985433, 1.1659483960829675, 0.5809916239231825, 1.336823923571501, 0.8841686671366915, -0.1988521887979005, 1.707450372807216, 0.272495428158436, 0.6041793025360676, 0.842002818826586, 0.7784326080000028, 0.7703036752063781, 2.2227420098206494, 0.3103678508196026, 0.1185627196682617, -0.6370206881838385, -1.799889569017978, 8.529916228799266]| 87.4025344848632812|      1.00000000|[7201, 480, 0, 120]                                                        | 
      61|[-0.488257861463353, 1.8550907261669636, 1.9585380118805915, -0.009543542188112, 2.8889611597405747, 0.0069041821989231, 3.3060423650895245, 2.2366888355463743, -2.110239149769768, 0.0384831654373556, 1.091392005328089, 3.209069342527073, 0.522806552820839, 2.28563370363554, 0.2060416044550948, 1.4676656709052622, 0.1756343378219754, -0.6418333541951142, 0.9007424441915646, 2.2455096836201847, 2.0982227628701366, -2.9207276578526944, -1.7461148859001696, 2.7433060025796294, 0.0748182539828122, 2.6811014728154987, 1.6239168434403837, -0.6683543776161969, 0.5715854823356494, 1.0917690845672041, 1.115501469699666, 0.4011406953213736, 0.8971858880249783, 0.566199092369061, 1.7089207703829743, 1.0720970326801762, -0.7300117796985433, 1.1659483960829675, 0.5809916239231825, 1.336823923571501, 0.8841686671366915, -0.1988521887979005, 1.707450372807216, 0.272495428158436, 0.6041793025360676, 0.842002818826586, 0.7784326080000028, 0.7703036752063781, 2.2227420098206494, 0.3103678508196026, 0.1185627196682617, -0.6370206881838385, -1.799889569017978, 8.529916228799266]| 87.4025344848632812|      0.30000000|[7321, 488, 0, 122]                                                        | 
      62|[-0.488257861463353, 1.8550907261669636, 1.9585380118805915, -0.009543542188112, 2.8889611597405747, 0.0069041821989231, 3.3060423650895245, 2.2366888355463743, -2.110239149769768, 0.0384831654373556, 1.091392005328089, 3.209069342527073, 0.522806552820839, 2.28563370363554, 0.2060416044550948, 1.4676656709052622, 0.1756343378219754, -0.6418333541951142, 0.9007424441915646, 2.2455096836201847, 2.0982227628701366, -2.9207276578526944, -1.7461148859001696, 2.7433060025796294, 0.0748182539828122, 2.6811014728154987, 1.6239168434403837, -0.6683543776161969, 0.5715854823356494, 1.0917690845672041, 1.115501469699666, 0.4011406953213736, 0.8971858880249783, 0.566199092369061, 1.7089207703829743, 1.0720970326801762, -0.7300117796985433, 1.1659483960829675, 0.5809916239231825, 1.336823923571501, 0.8841686671366915, -0.1988521887979005, 1.707450372807216, 0.272495428158436, 0.6041793025360676, 0.842002818826586, 0.7784326080000028, 0.7703036752063781, 2.2227420098206494, 0.3103678508196026, 0.1185627196682617, -0.6370206881838385, -1.799889569017978, 8.529916228799266]| 87.4025344848632812|      0.09000000|[7441, 496, 0, 124]                                                        | 
      63|[-0.4982290843036026, 1.834925264120102, 1.9639708732720464, -0.0370469767567556, 2.88603859662544, 0.0137042428250425, 3.3000322466832586, 2.2643229998648167, -2.119139591930434, 0.0574557094369084, 1.0676653464324772, 3.1981587784248404, 0.5338292323285714, 2.308200100378599, 0.2024075949448161, 1.4743080199696124, 0.1722170608118176, -0.6607082210830413, 0.8832097584199801, 2.249178525991738, 2.0951167881139554, -2.932627953356132, -1.7402873579412699, 2.7237729718908668, 0.0770022182259709, 2.6703139019664377, 1.6262566447257996, -0.6728767603635788, 0.5655606178333983, 1.0847945718560368, 1.1160817277850583, 0.4010831934938324, 0.9018994549987838, 0.57123377796961, 1.71678404888371, 1.0842960964655504, -0.7202274174196646, 1.1761183845810592, 0.5913240108639002, 1.3453295343206264, 0.8907652421621606, -0.1940827922953758, 1.7072906045796117, 0.2718879014719278, 0.6012437467725249, 0.835145057644695, 0.7664223745232448, 0.7546303283888847, 2.206004457460949, 0.291104024508968, 0.0990427461219952, -0.6491445756109897, -1.813026244599314, 8.517435737026972]| 86.2824707031250000|      0.30000000|[7561, 504, 0, 126]                                                        | 
      64|[-0.5170633585657924, 1.805466977879405, 1.9409696196671575, -0.0754683207687776, 2.8678320058388636, 0.0385054468060844, 3.2969321902492084, 2.267435702960938, -2.1193150787294144, 0.043739682296291, 1.0887968936003745, 3.1921945164795034, 0.5408959077904001, 2.291369039507117, 0.178471839230042, 1.4749343190924264, 0.1915221242234111, -0.6918615702888928, 0.8578702909690037, 2.2847009422257543, 2.0747176441946067, -2.9417368962895125, -1.752269109711051, 2.7415510499849916, 0.0612718577031046, 2.6640955882612616, 1.6607615500688553, -0.6804707101546228, 0.5659908990783151, 1.112986764172092, 1.1017261530505493, 0.3630565998682869, 0.8796284737763926, 0.5394263031776063, 1.7208322231308557, 1.0792820461792871, -0.7203390612921794, 1.226807567756623, 0.6133272740989923, 1.3410159750492312, 0.9103314875392243, -0.2085884431435261, 1.7077804389264202, 0.2564382965210825, 0.6019778759364272, 0.8794997162185609, 0.7822953577851877, 0.7577806434128433, 2.2136492770223413, 0.2936952039599419, 0.0872850286541507, -0.6592858719232026, -1.8310894955284311, 8.502390744237346]| 85.4698333740234375|      1.00000000|[7681, 512, 0, 128]                                                        | 
      65|[-0.5170633585657924, 1.805466977879405, 1.9409696196671575, -0.0754683207687776, 2.8678320058388636, 0.0385054468060844, 3.2969321902492084, 2.267435702960938, -2.1193150787294144, 0.043739682296291, 1.0887968936003745, 3.1921945164795034, 0.5408959077904001, 2.291369039507117, 0.178471839230042, 1.4749343190924264, 0.1915221242234111, -0.6918615702888928, 0.8578702909690037, 2.2847009422257543, 2.0747176441946067, -2.9417368962895125, -1.752269109711051, 2.7415510499849916, 0.0612718577031046, 2.6640955882612616, 1.6607615500688553, -0.6804707101546228, 0.5659908990783151, 1.112986764172092, 1.1017261530505493, 0.3630565998682869, 0.8796284737763926, 0.5394263031776063, 1.7208322231308557, 1.0792820461792871, -0.7203390612921794, 1.226807567756623, 0.6133272740989923, 1.3410159750492312, 0.9103314875392243, -0.2085884431435261, 1.7077804389264202, 0.2564382965210825, 0.6019778759364272, 0.8794997162185609, 0.7822953577851877, 0.7577806434128433, 2.2136492770223413, 0.2936952039599419, 0.0872850286541507, -0.6592858719232026, -1.8310894955284311, 8.502390744237346]| 85.4698333740234375|      0.30000000|[7801, 520, 0, 130]                                                        | 
      66|[-0.512143594911322, 1.7960286112502217, 1.9499184542801231, -0.074294639771324, 2.886056910152547, 0.0320199762354605, 3.3120807377272286, 2.27616734104231, -2.1185755485930713, 0.0560762968380004, 1.0781583399511874, 3.180528034165036, 0.5045040460536256, 2.2924094198388048, 0.1639534292626195, 1.4678135007270612, 0.1724169356748462, -0.6763226962066256, 0.874607083369483, 2.292177609167993, 2.0870154207223095, -2.947911069029942, -1.7645039185881615, 2.74515609187074, 0.0874770043883473, 2.6432836840394884, 1.6711523374542594, -0.6789010484935716, 0.5376914835942443, 1.0954521654639393, 1.1105487496824935, 0.4104177837798488, 0.8640144997043535, 0.5348932335036807, 1.7312162705347873, 1.0526722938520834, -0.6860627248606761, 1.2128537786193192, 0.6078412993811071, 1.3016241035074927, 0.8942488523898646, -0.1822703978104983, 1.731720957424841, 0.2708948191720992, 0.597365975860157, 0.8451154953800142, 0.7824097770717344, 0.72165427939035, 2.2632018294243608, 0.3208800107240677, 0.0875648666697089, -0.6581491611723322, -1.817566443081887, 8.457336766718072]| 84.8954925537109375|      1.00000000|[7921, 528, 0, 132]                                                        | 
      67|[-0.512143594911322, 1.7960286112502217, 1.9499184542801231, -0.074294639771324, 2.886056910152547, 0.0320199762354605, 3.3120807377272286, 2.27616734104231, -2.1185755485930713, 0.0560762968380004, 1.0781583399511874, 3.180528034165036, 0.5045040460536256, 2.2924094198388048, 0.1639534292626195, 1.4678135007270612, 0.1724169356748462, -0.6763226962066256, 0.874607083369483, 2.292177609167993, 2.0870154207223095, -2.947911069029942, -1.7645039185881615, 2.74515609187074, 0.0874770043883473, 2.6432836840394884, 1.6711523374542594, -0.6789010484935716, 0.5376914835942443, 1.0954521654639393, 1.1105487496824935, 0.4104177837798488, 0.8640144997043535, 0.5348932335036807, 1.7312162705347873, 1.0526722938520834, -0.6860627248606761, 1.2128537786193192, 0.6078412993811071, 1.3016241035074927, 0.8942488523898646, -0.1822703978104983, 1.731720957424841, 0.2708948191720992, 0.597365975860157, 0.8451154953800142, 0.7824097770717344, 0.72165427939035, 2.2632018294243608, 0.3208800107240677, 0.0875648666697089, -0.6581491611723322, -1.817566443081887, 8.457336766718072]| 84.8954925537109375|      0.30000000|[8041, 536, 0, 134]                                                        | 
      68|[-0.5016129536088556, 1.7717861318960786, 1.8534792566206306, -0.086847474818569, 2.8891311864135787, 0.0207944909925573, 3.3850390953593887, 2.2902592211030424, -2.1832693944015773, 0.0448332552332431, 1.0854208273813128, 3.2250508895958774, 0.498938899138011, 2.314587175671477, 0.2143412476289086, 1.4988096017041244, 0.1838005464524031, -0.7293878881609999, 0.8323725843620196, 2.3496959349140525, 2.096325574966613, -2.9925972076598555, -1.746009273454547, 2.9324970964808017, 0.0631361326668411, 2.6689638367388397, 1.746699414215982, -0.6588107572169974, 0.5128489568305667, 1.1326206980738789, 1.1025154480012134, 0.420219708008517, 0.8580142821883783, 0.5461621044087224, 1.7483029086724855, 1.0434408996952698, -0.7203234262487967, 1.216801401693374, 0.6396601288579404, 1.3103452353389002, 0.8827994464663789, -0.1841819245892111, 1.7628871607448673, 0.3153991450089961, 0.584325264688232, 0.8372764023952186, 0.7556142333414755, 0.7134097025264055, 2.258448933629552, 0.3043319676071405, 0.1118562534975354, -0.6871148988429923, -1.8245767348780646, 8.46351623495866]| 83.8495330810546875|      1.00000000|[8161, 544, 0, 136]                                                        | 
      69|[-0.5016129536088556, 1.7717861318960786, 1.8534792566206306, -0.086847474818569, 2.8891311864135787, 0.0207944909925573, 3.3850390953593887, 2.2902592211030424, -2.1832693944015773, 0.0448332552332431, 1.0854208273813128, 3.2250508895958774, 0.498938899138011, 2.314587175671477, 0.2143412476289086, 1.4988096017041244, 0.1838005464524031, -0.7293878881609999, 0.8323725843620196, 2.3496959349140525, 2.096325574966613, -2.9925972076598555, -1.746009273454547, 2.9324970964808017, 0.0631361326668411, 2.6689638367388397, 1.746699414215982, -0.6588107572169974, 0.5128489568305667, 1.1326206980738789, 1.1025154480012134, 0.420219708008517, 0.8580142821883783, 0.5461621044087224, 1.7483029086724855, 1.0434408996952698, -0.7203234262487967, 1.216801401693374, 0.6396601288579404, 1.3103452353389002, 0.8827994464663789, -0.1841819245892111, 1.7628871607448673, 0.3153991450089961, 0.584325264688232, 0.8372764023952186, 0.7556142333414755, 0.7134097025264055, 2.258448933629552, 0.3043319676071405, 0.1118562534975354, -0.6871148988429923, -1.8245767348780646, 8.46351623495866]| 83.8495330810546875|      0.30000000|[8281, 552, 0, 138]                                                        | 
      70|[-0.5020524076535366, 1.6370552713051438, 1.8103027620818466, -0.1856460999897536, 2.9073915685294196, 0.0415511379833333, 3.2807079894118942, 2.1132501899264753, -2.1042058298626216, 0.0751858234871179, 1.1123036490753293, 3.1427562690223567, 0.5761133987689391, 2.3117902302765287, 0.203938621270936, 1.4805689766653813, 0.257853677496314, -0.8837321637547575, 0.8061323063266173, 2.3840432530269027, 1.9825106622301973, -2.9038549514953047, -1.6936220284551382, 3.0185242344159633, 0.1396850144956261, 2.5702537095639855, 1.818829066120088, -0.6655137237394229, 0.5096784763445612, 0.9778803198132664, 1.0185764619382098, 0.4363448449948919, 0.8957596350228414, 0.3621132133412175, 1.64791348768631, 1.089232484693639, -0.7908023945710738, 1.2970228013582528, 0.4530867426656187, 1.1807796685607173, 0.9416510722367093, -0.1342842650192324, 1.768517814562074, 0.2547632690984756, 0.574291591081419, 0.8561973455362022, 0.7629017989602289, 0.5834284380543977, 2.2469152169360314, 0.3574577104300261, 0.0932272278296296, -0.6172391965810675, -1.7982755762859597, 8.537610865736497]| 82.2530593872070312|      1.00000000|[8401, 560, 0, 140]                                                        | 
      71|[-0.4669502712204121, 1.556247011758387, 1.4888387897517532, -0.2274888809970435, 2.917639155755751, 0.0041328544612043, 3.5239025098853745, 2.1602231203578413, -2.3198519626894267, 0.0377090193796903, 1.1365119395777583, 3.2911657846416347, 0.5575629096711054, 2.3857160830521025, 0.3718980133417062, 1.5838893070467748, 0.2957990448921919, -1.0606161294854246, 0.6653506504189863, 2.57577099557966, 2.0135445097112097, -3.052808746928349, -1.6319732125848532, 2.5369010616559535, 0.0585487803909928, 2.655854212353006, 2.070652640424669, -0.5985460873926058, 0.4268700562824961, 1.1017754210624844, 0.9917987921508029, 0.4690179245153558, 0.8757589109009132, 0.3996761163580231, 1.7048689444200136, 1.0584611714584753, -0.9050047300479491, 1.3101815446279943, 0.559149497654289, 1.2098501055152155, 0.9034863858250901, -0.1406560206378344, 1.872405156478635, 0.1290451374370605, 0.9741559070680523, 0.8300670362077653, 0.6735833223428926, 0.5559465151745826, 2.3272457974089775, 0.302297567948699, 0.1741985135304276, -0.7137916505162138, -1.8216432140543475, 8.558209092894685]| 82.0273208618164062|      3.33333333|[8521, 568, 0, 142]                                                        | 
      72|[-0.4669502712204121, 1.556247011758387, 1.4888387897517532, -0.2274888809970435, 2.917639155755751, 0.0041328544612043, 3.5239025098853745, 2.1602231203578413, -2.3198519626894267, 0.0377090193796903, 1.1365119395777583, 3.2911657846416347, 0.5575629096711054, 2.3857160830521025, 0.3718980133417062, 1.5838893070467748, 0.2957990448921919, -1.0606161294854246, 0.6653506504189863, 2.57577099557966, 2.0135445097112097, -3.052808746928349, -1.6319732125848532, 2.5369010616559535, 0.0585487803909928, 2.655854212353006, 2.070652640424669, -0.5985460873926058, 0.4268700562824961, 1.1017754210624844, 0.9917987921508029, 0.4690179245153558, 0.8757589109009132, 0.3996761163580231, 1.7048689444200136, 1.0584611714584753, -0.9050047300479491, 1.3101815446279943, 0.559149497654289, 1.2098501055152155, 0.9034863858250901, -0.1406560206378344, 1.872405156478635, 0.1290451374370605, 0.9741559070680523, 0.8300670362077653, 0.6735833223428926, 0.5559465151745826, 2.3272457974089775, 0.302297567948699, 0.1741985135304276, -0.7137916505162138, -1.8216432140543475, 8.558209092894685]| 82.0273208618164062|      1.00000000|[8641, 576, 0, 144]                                                        | 
      73|[-0.4657312788185664, 1.5818363362923265, 1.453115859767422, -0.218181526308399, 2.7729645863873884, 0.0114096833276562, 3.539067367615644, 2.103207842912525, -2.351492205474642, 0.0451760867144912, 1.0966971395537257, 3.260003099858295, 0.4607883539283648, 2.4131521382951178, 0.3512912142905407, 1.588520919030998, 0.3345841895788908, -1.0468957204720937, 0.561210428346385, 2.4918175851926208, 2.084105099143926, -3.170382037991658, -1.727107411250472, 2.5893184517044574, 0.0039179644081742, 2.673442673170939, 2.076490470673889, -0.539154987432994, 0.4174318200384732, 1.075751062715426, 0.946797210839577, 0.4431742483357084, 0.7130166984861717, 0.3906910961377434, 1.5161020625964738, 0.9788958550198004, -0.973023978593119, 1.4133779644034803, 0.5263465023599565, 1.2585200174362399, 0.8624976499704644, -0.1476793411711697, 1.951018437728635, 0.1341101408470422, 0.9536750824336195, 0.9521848312579095, 0.718167324688693, 0.5792035453487188, 2.2695953095389996, 0.193066855892539, 0.2428517170774285, -0.7359142031345982, -1.7174986557438388, 8.625204706171644]| 78.4344100952148438|      3.33333333|[8761, 584, 0, 146]                                                        | 
      74|[-0.4657312788185664, 1.5818363362923265, 1.453115859767422, -0.218181526308399, 2.7729645863873884, 0.0114096833276562, 3.539067367615644, 2.103207842912525, -2.351492205474642, 0.0451760867144912, 1.0966971395537257, 3.260003099858295, 0.4607883539283648, 2.4131521382951178, 0.3512912142905407, 1.588520919030998, 0.3345841895788908, -1.0468957204720937, 0.561210428346385, 2.4918175851926208, 2.084105099143926, -3.170382037991658, -1.727107411250472, 2.5893184517044574, 0.0039179644081742, 2.673442673170939, 2.076490470673889, -0.539154987432994, 0.4174318200384732, 1.075751062715426, 0.946797210839577, 0.4431742483357084, 0.7130166984861717, 0.3906910961377434, 1.5161020625964738, 0.9788958550198004, -0.973023978593119, 1.4133779644034803, 0.5263465023599565, 1.2585200174362399, 0.8624976499704644, -0.1476793411711697, 1.951018437728635, 0.1341101408470422, 0.9536750824336195, 0.9521848312579095, 0.718167324688693, 0.5792035453487188, 2.2695953095389996, 0.193066855892539, 0.2428517170774285, -0.7359142031345982, -1.7174986557438388, 8.625204706171644]| 78.4344100952148438|      1.00000000|[8881, 592, 0, 148]                                                        | 
      75|[-0.4657312788185664, 1.5818363362923265, 1.453115859767422, -0.218181526308399, 2.7729645863873884, 0.0114096833276562, 3.539067367615644, 2.103207842912525, -2.351492205474642, 0.0451760867144912, 1.0966971395537257, 3.260003099858295, 0.4607883539283648, 2.4131521382951178, 0.3512912142905407, 1.588520919030998, 0.3345841895788908, -1.0468957204720937, 0.561210428346385, 2.4918175851926208, 2.084105099143926, -3.170382037991658, -1.727107411250472, 2.5893184517044574, 0.0039179644081742, 2.673442673170939, 2.076490470673889, -0.539154987432994, 0.4174318200384732, 1.075751062715426, 0.946797210839577, 0.4431742483357084, 0.7130166984861717, 0.3906910961377434, 1.5161020625964738, 0.9788958550198004, -0.973023978593119, 1.4133779644034803, 0.5263465023599565, 1.2585200174362399, 0.8624976499704644, -0.1476793411711697, 1.951018437728635, 0.1341101408470422, 0.9536750824336195, 0.9521848312579095, 0.718167324688693, 0.5792035453487188, 2.2695953095389996, 0.193066855892539, 0.2428517170774285, -0.7359142031345982, -1.7174986557438388, 8.625204706171644]| 78.4344100952148438|      0.30000000|[9001, 600, 0, 150]                                                        | 
