k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
     148|[-0.3751197715464514, 0.8276937225018628, 1.7826236514374614, -0.2424084047288488, 2.2542471126653254, 0.0088480105332565, 3.543610363987682, 1.9332289739977568, -2.2396964392246446, 0.0154248573103359, 0.888691762858798, 3.2064054248621687, 0.3392851825628895, 2.3970400492544286, 0.4644082990343747, 1.4578757097769994, 0.3019175593508407, -1.17943576889229, 0.1541035587251827, 2.6517375533831, 2.2017720204603393, -3.3829448165779468, -1.4936897864099592, 2.549490844074171, 0.2336454329488333, 2.798135446035303, 2.1988918426795863, -0.6476767950225621, 0.1857254838978406, 1.2448080131725874, 0.9914118395536207, 0.5212839568048366, 0.7253042643424124, 0.2525922288186848, 1.744926155966823, 0.8548217767438473, -0.9673924867456662, 1.2035221489495598, 0.449169109982904, 1.1688111967378063, 0.8484967522963416, -0.1306560833818367, 2.0086505908257095, 0.1480863856777432, 0.8798605932533974, 1.0301892708521336, 0.9130179032727028, 0.5767761786119081, 2.2868696461664513, 0.4557542295660824, 0.253592037857743, -0.7598529853567015, -1.6413627765941783, 8.627429736978229]| 61.5455284118652344|      1.00000000|[17761, 1184, 0, 296]                                                      | 
     149|[-0.3751197715464514, 0.8276937225018628, 1.7826236514374614, -0.2424084047288488, 2.2542471126653254, 0.0088480105332565, 3.543610363987682, 1.9332289739977568, -2.2396964392246446, 0.0154248573103359, 0.888691762858798, 3.2064054248621687, 0.3392851825628895, 2.3970400492544286, 0.4644082990343747, 1.4578757097769994, 0.3019175593508407, -1.17943576889229, 0.1541035587251827, 2.6517375533831, 2.2017720204603393, -3.3829448165779468, -1.4936897864099592, 2.549490844074171, 0.2336454329488333, 2.798135446035303, 2.1988918426795863, -0.6476767950225621, 0.1857254838978406, 1.2448080131725874, 0.9914118395536207, 0.5212839568048366, 0.7253042643424124, 0.2525922288186848, 1.744926155966823, 0.8548217767438473, -0.9673924867456662, 1.2035221489495598, 0.449169109982904, 1.1688111967378063, 0.8484967522963416, -0.1306560833818367, 2.0086505908257095, 0.1480863856777432, 0.8798605932533974, 1.0301892708521336, 0.9130179032727028, 0.5767761786119081, 2.2868696461664513, 0.4557542295660824, 0.253592037857743, -0.7598529853567015, -1.6413627765941783, 8.627429736978229]| 61.5455284118652344|      0.30000000|[17881, 1192, 0, 298]                                                      | 
     150|[-0.3897642267111223, 0.7895199501072057, 1.759287397377193, -0.1389380718082975, 2.258347432129085, 0.0193346263549756, 3.5379942863000906, 2.0261659815441817, -2.256426719817682, 0.0055724637800267, 0.8362849787117739, 3.1696689700474963, 0.3217248774890322, 2.3396397071774118, 0.4722524276803313, 1.4690842952404637, 0.3536398735595867, -1.2260717505414505, 0.1605886614233896, 2.6335059696239114, 2.2495934416365344, -3.395759468752658, -1.5408440900500864, 2.46775739378063, 0.2225549401191529, 2.8040527916746214, 2.186739550845232, -0.6861471489537507, 0.1941883916442748, 1.2618166139291134, 1.0224098851322196, 0.5373490644633421, 0.7639463429804891, 0.257759053260088, 1.7810083231452154, 0.8331041594556154, -0.9461105216687429, 1.1829784097499214, 0.3868760871118866, 1.1440353712969227, 0.8744475622370373, -0.1410674949056556, 1.971405395466718, 0.1797164286181214, 0.8829449396725977, 1.0217297736089677, 0.9074257396205212, 0.5505603161291219, 2.2414495694683865, 0.4017227122094482, 0.199815047235461, -0.8112436742230784, -1.589173258827941, 8.508254884010967]| 61.2715110778808594|      1.00000000|[18001, 1200, 0, 300]                                                      | 
     151|[-0.3897642267111223, 0.7895199501072057, 1.759287397377193, -0.1389380718082975, 2.258347432129085, 0.0193346263549756, 3.5379942863000906, 2.0261659815441817, -2.256426719817682, 0.0055724637800267, 0.8362849787117739, 3.1696689700474963, 0.3217248774890322, 2.3396397071774118, 0.4722524276803313, 1.4690842952404637, 0.3536398735595867, -1.2260717505414505, 0.1605886614233896, 2.6335059696239114, 2.2495934416365344, -3.395759468752658, -1.5408440900500864, 2.46775739378063, 0.2225549401191529, 2.8040527916746214, 2.186739550845232, -0.6861471489537507, 0.1941883916442748, 1.2618166139291134, 1.0224098851322196, 0.5373490644633421, 0.7639463429804891, 0.257759053260088, 1.7810083231452154, 0.8331041594556154, -0.9461105216687429, 1.1829784097499214, 0.3868760871118866, 1.1440353712969227, 0.8744475622370373, -0.1410674949056556, 1.971405395466718, 0.1797164286181214, 0.8829449396725977, 1.0217297736089677, 0.9074257396205212, 0.5505603161291219, 2.2414495694683865, 0.4017227122094482, 0.199815047235461, -0.8112436742230784, -1.589173258827941, 8.508254884010967]| 61.2715110778808594|      0.30000000|[18121, 1208, 0, 302]                                                      | 
     152|[-0.4097124074760359, 0.6633153998409398, 1.7819251054897904, -0.179028539589126, 2.223978749476373, 0.0408639451197814, 3.539782521453162, 2.091362518025562, -2.2382017987401923, 0.0230654454076102, 0.8108253557475109, 3.0971180921187624, 0.3303275786165614, 2.408294050663244, 0.5397434226105986, 1.4761815585952718, 0.4085571382893249, -1.1788184994657058, 0.1488467289418622, 2.679425596575129, 2.1269165699195582, -3.429099703062093, -1.39986353344284, 2.5875681612524204, 0.3116181747463997, 2.771009775926359, 2.1151040437980555, -0.7796364829409868, 0.1778213566576596, 1.3389519682095852, 1.0952643816708587, 0.6050315244137892, 0.7831742053385824, 0.1435592956840992, 1.7384799993160414, 0.86501536868127, -1.0360182274525869, 1.1428218366927467, 0.5017700823373161, 0.9677963278227253, 0.8603679532825481, -0.1349033981441607, 1.9810081172472565, 0.3468573446079972, 0.9006736576702679, 1.1904726985376328, 0.995372042809322, 0.5929023828939535, 2.2012501555727795, 0.5337556430604309, 0.2028014625248034, -0.7561972052499186, -1.764965803908126, 8.690074188834842]| 61.2490730285644531|      1.00000000|[18241, 1216, 0, 304]                                                      | 
     153|[-0.4097124074760359, 0.6633153998409398, 1.7819251054897904, -0.179028539589126, 2.223978749476373, 0.0408639451197814, 3.539782521453162, 2.091362518025562, -2.2382017987401923, 0.0230654454076102, 0.8108253557475109, 3.0971180921187624, 0.3303275786165614, 2.408294050663244, 0.5397434226105986, 1.4761815585952718, 0.4085571382893249, -1.1788184994657058, 0.1488467289418622, 2.679425596575129, 2.1269165699195582, -3.429099703062093, -1.39986353344284, 2.5875681612524204, 0.3116181747463997, 2.771009775926359, 2.1151040437980555, -0.7796364829409868, 0.1778213566576596, 1.3389519682095852, 1.0952643816708587, 0.6050315244137892, 0.7831742053385824, 0.1435592956840992, 1.7384799993160414, 0.86501536868127, -1.0360182274525869, 1.1428218366927467, 0.5017700823373161, 0.9677963278227253, 0.8603679532825481, -0.1349033981441607, 1.9810081172472565, 0.3468573446079972, 0.9006736576702679, 1.1904726985376328, 0.995372042809322, 0.5929023828939535, 2.2012501555727795, 0.5337556430604309, 0.2028014625248034, -0.7561972052499186, -1.764965803908126, 8.690074188834842]| 61.2490730285644531|      0.30000000|[18361, 1224, 0, 306]                                                      | 
     154|[-0.4008925172674935, 0.6704323457670398, 1.8914315858855844, -0.1576877447278093, 2.1111317267641425, 0.0422493094520178, 3.588161991116067, 2.0870732159819454, -2.209495313334628, -0.0085372688031384, 0.734776713350584, 3.191445787786506, 0.3555480733339209, 2.439642294018995, 0.6113582021425543, 1.5121461258095223, 0.4250247896416113, -1.2331074939866085, 0.0525053797573491, 2.7083122537833333, 2.21547061696765, -3.440636096376693, -1.3793586378451437, 2.5793359309318475, 0.2797841386345681, 2.865543845226057, 2.1025399490608834, -0.8004758313763887, 0.1560464183276054, 1.3289342975185718, 1.0838505215360783, 0.6053410534295836, 0.7926001499872655, 0.1237266808748245, 1.7683817999932216, 0.8732314601129474, -1.0357968151001842, 1.135133217961993, 0.4897035401663743, 0.9719588899024529, 0.8618952269607689, -0.1326711199126294, 1.9745781157835154, 0.3384347845494631, 0.8951195646222914, 1.2146371256094426, 1.0044948056383873, 0.5798815750167705, 2.2206316638039425, 0.5270706007722765, 0.211494430230232, -0.7250023805245291, -1.7423238545525237, 8.679836366525706]| 60.6261596679687500|      1.00000000|[18481, 1232, 0, 308]                                                      | 
     155|[-0.4008925172674935, 0.6704323457670398, 1.8914315858855844, -0.1576877447278093, 2.1111317267641425, 0.0422493094520178, 3.588161991116067, 2.0870732159819454, -2.209495313334628, -0.0085372688031384, 0.734776713350584, 3.191445787786506, 0.3555480733339209, 2.439642294018995, 0.6113582021425543, 1.5121461258095223, 0.4250247896416113, -1.2331074939866085, 0.0525053797573491, 2.7083122537833333, 2.21547061696765, -3.440636096376693, -1.3793586378451437, 2.5793359309318475, 0.2797841386345681, 2.865543845226057, 2.1025399490608834, -0.8004758313763887, 0.1560464183276054, 1.3289342975185718, 1.0838505215360783, 0.6053410534295836, 0.7926001499872655, 0.1237266808748245, 1.7683817999932216, 0.8732314601129474, -1.0357968151001842, 1.135133217961993, 0.4897035401663743, 0.9719588899024529, 0.8618952269607689, -0.1326711199126294, 1.9745781157835154, 0.3384347845494631, 0.8951195646222914, 1.2146371256094426, 1.0044948056383873, 0.5798815750167705, 2.2206316638039425, 0.5270706007722765, 0.211494430230232, -0.7250023805245291, -1.7423238545525237, 8.679836366525706]| 60.6261596679687500|      0.30000000|[18601, 1240, 0, 310]                                                      | 
     156|[-0.4008925172674935, 0.6704323457670398, 1.8914315858855844, -0.1576877447278093, 2.1111317267641425, 0.0422493094520178, 3.588161991116067, 2.0870732159819454, -2.209495313334628, -0.0085372688031384, 0.734776713350584, 3.191445787786506, 0.3555480733339209, 2.439642294018995, 0.6113582021425543, 1.5121461258095223, 0.4250247896416113, -1.2331074939866085, 0.0525053797573491, 2.7083122537833333, 2.21547061696765, -3.440636096376693, -1.3793586378451437, 2.5793359309318475, 0.2797841386345681, 2.865543845226057, 2.1025399490608834, -0.8004758313763887, 0.1560464183276054, 1.3289342975185718, 1.0838505215360783, 0.6053410534295836, 0.7926001499872655, 0.1237266808748245, 1.7683817999932216, 0.8732314601129474, -1.0357968151001842, 1.135133217961993, 0.4897035401663743, 0.9719588899024529, 0.8618952269607689, -0.1326711199126294, 1.9745781157835154, 0.3384347845494631, 0.8951195646222914, 1.2146371256094426, 1.0044948056383873, 0.5798815750167705, 2.2206316638039425, 0.5270706007722765, 0.211494430230232, -0.7250023805245291, -1.7423238545525237, 8.679836366525706]| 60.6261596679687500|      0.09000000|[18721, 1248, 0, 312]                                                      | 
     157|[-0.4033328534278553, 0.6766890211147256, 1.8846698720008135, -0.1313683415264677, 2.110990966873942, 0.0222680387960281, 3.5886830703457235, 2.1010910549666733, -2.20444202782528, 0.019774861096721, 0.7291092182749708, 3.1953893568133935, 0.3567920163332019, 2.4442597769084387, 0.6133858406319348, 1.5216642387968022, 0.4037767563713714, -1.2259041189972777, 0.0542974627860531, 2.7000545396831512, 2.2125528895121533, -3.426802135858452, -1.3655893399845809, 2.5884203679743223, 0.2868026260694023, 2.8920164975570515, 2.095183789206203, -0.809708526590839, 0.1453946398978587, 1.3268752788135316, 1.08681540627731, 0.6133171346518793, 0.7991965801920742, 0.1301997769623995, 1.767151988533442, 0.8613360857179941, -1.0505519877551706, 1.1399796525365673, 0.4703274391940795, 0.9580021242582006, 0.8591458127775695, -0.128877622575601, 1.9905246474518208, 0.3531628501295927, 0.9057834409322822, 1.2232460274826735, 1.0069160494531388, 0.569130674994085, 2.2001161380903795, 0.5084816219750792, 0.1978096266102511, -0.7284329554240685, -1.7307399609926506, 8.70552305710953]| 59.6278533935546875|      0.30000000|[18841, 1256, 0, 314]                                                      | 
     158|[-0.3949329068127554, 0.6248662991565652, 1.8740963209420443, -0.1655247459621023, 2.148471511172829, 0.0259803259687033, 3.5715633479048847, 2.1341445015277714, -2.213073990176781, 0.0078598655977657, 0.7052266522550781, 3.1940259428229183, 0.3504326407855842, 2.400234612810891, 0.6151039738542465, 1.5619230189186055, 0.3922924724174663, -1.2135908312920947, 0.0825626074620232, 2.6956680103567123, 2.2009518838312943, -3.4282728607940953, -1.3788413365837187, 2.5944869412924163, 0.2927285151963588, 2.9014082077192143, 2.09027990460163, -0.834690103540197, 0.1326890856435057, 1.3571964428701904, 1.0978219813550822, 0.616678104364837, 0.8091182054486126, 0.1099935192614794, 1.7837956207367824, 0.8364362751653971, -1.0482316627530963, 1.1579549791640602, 0.4433914855471812, 0.9301722927921219, 0.8591154139994615, -0.1298251299067488, 1.9895894831133774, 0.3325783525287989, 0.9026081508636707, 1.2192129630129784, 1.013788566509902, 0.5537303854362108, 2.254950887640007, 0.5085437062443816, 0.1935062769625802, -0.7129120372410398, -1.7086459720376297, 8.71608917062622]| 59.6100730895996094|      1.00000000|[18961, 1264, 0, 316]                                                      | 
     159|[-0.3949329068127554, 0.6248662991565652, 1.8740963209420443, -0.1655247459621023, 2.148471511172829, 0.0259803259687033, 3.5715633479048847, 2.1341445015277714, -2.213073990176781, 0.0078598655977657, 0.7052266522550781, 3.1940259428229183, 0.3504326407855842, 2.400234612810891, 0.6151039738542465, 1.5619230189186055, 0.3922924724174663, -1.2135908312920947, 0.0825626074620232, 2.6956680103567123, 2.2009518838312943, -3.4282728607940953, -1.3788413365837187, 2.5944869412924163, 0.2927285151963588, 2.9014082077192143, 2.09027990460163, -0.834690103540197, 0.1326890856435057, 1.3571964428701904, 1.0978219813550822, 0.616678104364837, 0.8091182054486126, 0.1099935192614794, 1.7837956207367824, 0.8364362751653971, -1.0482316627530963, 1.1579549791640602, 0.4433914855471812, 0.9301722927921219, 0.8591154139994615, -0.1298251299067488, 1.9895894831133774, 0.3325783525287989, 0.9026081508636707, 1.2192129630129784, 1.013788566509902, 0.5537303854362108, 2.254950887640007, 0.5085437062443816, 0.1935062769625802, -0.7129120372410398, -1.7086459720376297, 8.71608917062622]| 59.6100730895996094|      0.30000000|[19081, 1272, 0, 318]                                                      | 
     160|[-0.3949329068127554, 0.6248662991565652, 1.8740963209420443, -0.1655247459621023, 2.148471511172829, 0.0259803259687033, 3.5715633479048847, 2.1341445015277714, -2.213073990176781, 0.0078598655977657, 0.7052266522550781, 3.1940259428229183, 0.3504326407855842, 2.400234612810891, 0.6151039738542465, 1.5619230189186055, 0.3922924724174663, -1.2135908312920947, 0.0825626074620232, 2.6956680103567123, 2.2009518838312943, -3.4282728607940953, -1.3788413365837187, 2.5944869412924163, 0.2927285151963588, 2.9014082077192143, 2.09027990460163, -0.834690103540197, 0.1326890856435057, 1.3571964428701904, 1.0978219813550822, 0.616678104364837, 0.8091182054486126, 0.1099935192614794, 1.7837956207367824, 0.8364362751653971, -1.0482316627530963, 1.1579549791640602, 0.4433914855471812, 0.9301722927921219, 0.8591154139994615, -0.1298251299067488, 1.9895894831133774, 0.3325783525287989, 0.9026081508636707, 1.2192129630129784, 1.013788566509902, 0.5537303854362108, 2.254950887640007, 0.5085437062443816, 0.1935062769625802, -0.7129120372410398, -1.7086459720376297, 8.71608917062622]| 59.6100730895996094|      0.09000000|[19201, 1280, 0, 320]                                                      | 
     161|[-0.3734573682013433, 0.5920892542344518, 1.8639065753668547, -0.1769446820453595, 2.127956596406875, 0.0150439241842832, 3.514082174478972, 2.142209576210007, -2.204415458123549, 0.0009008049250951, 0.7121366601677437, 3.2200626449193805, 0.3547255498415325, 2.403936915274244, 0.5993267901576189, 1.5768934984516818, 0.3623731703264639, -1.2292571019206662, 0.0829873895381752, 2.7344383172121525, 2.218712136411341, -3.4391169983136933, -1.3212018755730242, 2.594912932399893, 0.3031466341053601, 2.9147123742150143, 2.0819583623087965, -0.865723721915856, 0.1508015122672077, 1.4073348642268684, 1.1053376371855848, 0.6368966108202585, 0.8049637016374618, 0.1406440380960703, 1.776935774323647, 0.8573885613641323, -1.0567556531532318, 1.1371418027556501, 0.453493463282939, 0.8934225684934063, 0.854390697697454, -0.1808663418396463, 2.0320200255227974, 0.3542852428436163, 0.8985310441494221, 1.2557372103910893, 1.0102846003646846, 0.5780240167514421, 2.230291762505658, 0.5034322037608945, 0.2327856596384663, -0.6734982162888627, -1.6981029096859857, 8.73180074078482]| 59.5878524780273438|      0.30000000|[19321, 1288, 0, 322]                                                      | 
