k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
      73|[-0.2295785330352373, -0.0127867009432521, 1.1274024046724662, 0.665638905193191, 4.067657310733921, 0.0017744424694683, 0.4794604297785554, 0.4579036349459784, 0.2654371134121902, 0.0483804406831041, 0.1667160068172961, 0.0400562429567799, 0.1858590677729808, 0.1223626876308117, 12.122551079053665, 0.2299832899007015, 0.4262643941037823, 0.1215582297299989, 0.0051167593337595, -1.2646339400671422, -0.2239671616698615, -0.3233997827628627, -0.625870619318448, -0.4544680253602564, 3.211396178608993, 14.038331376897986, -1.2356978776224423, -1.3663456365466118, -1.5471609835949494, -1.7065764272338129, -2.140609756422009, -2.6505735635637393, -2.6655361368029844, -2.8146574314887403, 8.40834543548408, 31.58782698008872, -4.242412589548621, -4.716308036935516, -5.0402385123306885, -4.862031790078618, -5.6722227723221295, -5.663927644724026, -5.5525213303626515, 34.31070788913348, 1.0716113472008146, -4.215247007028665, -3.144264067406766, -1.9517931691516424, -0.3704014661780093, 1.3744878392317332, 2.6664842267346103, 3.1273752381675877, 2.8765650298446417, -2.2791185151436366]|114.6700897216796875|      0.30000000|[4381, 292, 0, 292]                                                        | 
      74|[-0.2283418528386392, -0.0017242986650672, 1.1246571055380628, 0.6639109742245637, 4.06720365480578, 0.0026979772665072, 0.4817033777071629, 0.4612531500897603, 0.2695413425681181, 0.0437734877923504, 0.1708465891424567, 0.0433256189571694, 0.1876558554940857, 0.1221003067912534, 12.119702890660847, 0.224114304583054, 0.4170581335492898, 0.1088375759427436, -0.0111420857720077, -1.2842949680052698, -0.2467358565772884, -0.3488321235636249, -0.6533895324682817, -0.4833866027183831, 3.497111102944473, 14.008963207292254, -1.2640594402619172, -1.3929057512432337, -1.5711931349214865, -1.7274596782153822, -2.1578623283028264, -2.663880904938196, -2.6747716809331905, -2.8096080356481252, 8.406832452717936, 31.589572074750322, -4.238044742087368, -4.7100879369536415, -5.033025857177563, -4.854718925082125, -5.665669622074347, -5.658891125349328, -5.549583375744987, 34.31120833654131, 1.0696356350672431, -4.219398935732897, -3.149944333708845, -1.9580374099459732, -0.3760149338340852, 1.3707734761410393, 2.6657649448898155, 3.130218570411671, 2.8825200493447483, -2.272171883902047]|114.5065231323242188|      1.00000000|[4441, 296, 0, 296]                                                        | 
      75|[-0.2283418528386392, -0.0017242986650672, 1.1246571055380628, 0.6639109742245637, 4.06720365480578, 0.0026979772665072, 0.4817033777071629, 0.4612531500897603, 0.2695413425681181, 0.0437734877923504, 0.1708465891424567, 0.0433256189571694, 0.1876558554940857, 0.1221003067912534, 12.119702890660847, 0.224114304583054, 0.4170581335492898, 0.1088375759427436, -0.0111420857720077, -1.2842949680052698, -0.2467358565772884, -0.3488321235636249, -0.6533895324682817, -0.4833866027183831, 3.497111102944473, 14.008963207292254, -1.2640594402619172, -1.3929057512432337, -1.5711931349214865, -1.7274596782153822, -2.1578623283028264, -2.663880904938196, -2.6747716809331905, -2.8096080356481252, 8.406832452717936, 31.589572074750322, -4.238044742087368, -4.7100879369536415, -5.033025857177563, -4.854718925082125, -5.665669622074347, -5.658891125349328, -5.549583375744987, 34.31120833654131, 1.0696356350672431, -4.219398935732897, -3.149944333708845, -1.9580374099459732, -0.3760149338340852, 1.3707734761410393, 2.6657649448898155, 3.130218570411671, 2.8825200493447483, -2.272171883902047]|114.5065231323242188|      0.30000000|[4501, 300, 0, 300]                                                        | 
      76|[-0.1918479963787831, 0.0526256416051183, 1.4085125437704846, 0.6321061779162847, 4.036471479470492, -0.0045768157287966, 0.4556283144338522, 0.4383209074876504, 0.2500125978258438, 0.0277219178387895, 0.1581863213796169, 0.03384199377615, 0.1810373105690815, 0.1179696378530934, 12.117646481754491, 0.2237082977080718, 0.4178907954774331, 0.1105274066212587, -0.0089327176101506, -1.2818506639450788, -0.2442833186942153, -0.3465392418438569, -0.6513679692288861, -0.4816973096458241, 3.4984500600548927, 14.009967199453968, -1.2633519819064531, -1.392443938559154, -1.5709237789124018, -1.727336367002863, -2.1578528639754495, -2.6639726205376064, -2.6749742636311566, -2.809953603995382, 8.434650733921444, 31.588771181865013, -4.239177865383681, -4.7116203715559095, -5.0350080620264634, -4.857171869254671, -5.668572111229878, -5.662168568698689, -5.553099480282981, 34.307655210301164, 1.0663094705087133, -4.222183706180658, -3.151846132823266, -1.9587250098848017, -0.3752221945032943, 1.3731722888187505, 2.6696556548413355, 3.1351195101742633, 2.887422242667526, -2.269001222739462]|113.9730072021484375|      1.00000000|[4561, 304, 0, 304]                                                        | 
      77|[-0.2185735027887858, 0.0640691625012551, 1.3996089025167748, 0.6242841625935398, 4.0309736806812, -0.0067360978282522, 0.4574664773244876, 0.4443718187540071, 0.2600016759824939, 0.0408803574973717, 0.17328597814776, 0.0492647375212982, 0.1948725740076043, 0.1281328342156485, 12.12201036643819, 0.2202391574392095, 0.4047815072990488, 0.0863198798033409, -0.0452424478717148, -1.3307304289191961, -0.3056104631978087, -0.4195771791273728, -0.7347754457732663, -0.5735707021085545, 3.400502641365165, 14.961228541025775, -1.3648599809093866, -1.4910726085363422, -1.6635818590730196, -1.8111498405851307, -2.230327447958871, -2.7231440475788986, -2.7195372665155446, -2.8393606283789268, 8.420129488076782, 31.5880337231647, -4.228027435427066, -4.691178198670968, -5.008419793448411, -4.847296433872543, -5.64024763944326, -5.638135964749381, -5.536205543961842, 34.31540831334132, 1.0640580419567414, -4.233933595882263, -3.171094659366645, -1.9226662263536127, -0.3979084822640289, 1.3563632183359005, 2.6636610569257755, 3.1430870427866466, 2.908642416354269, -2.2419094849028625]|112.7112426757812500|      3.33333333|[4621, 308, 0, 308]                                                        | 
      78|[-0.2185735027887858, 0.0640691625012551, 1.3996089025167748, 0.6242841625935398, 4.0309736806812, -0.0067360978282522, 0.4574664773244876, 0.4443718187540071, 0.2600016759824939, 0.0408803574973717, 0.17328597814776, 0.0492647375212982, 0.1948725740076043, 0.1281328342156485, 12.12201036643819, 0.2202391574392095, 0.4047815072990488, 0.0863198798033409, -0.0452424478717148, -1.3307304289191961, -0.3056104631978087, -0.4195771791273728, -0.7347754457732663, -0.5735707021085545, 3.400502641365165, 14.961228541025775, -1.3648599809093866, -1.4910726085363422, -1.6635818590730196, -1.8111498405851307, -2.230327447958871, -2.7231440475788986, -2.7195372665155446, -2.8393606283789268, 8.420129488076782, 31.5880337231647, -4.228027435427066, -4.691178198670968, -5.008419793448411, -4.847296433872543, -5.64024763944326, -5.638135964749381, -5.536205543961842, 34.31540831334132, 1.0640580419567414, -4.233933595882263, -3.171094659366645, -1.9226662263536127, -0.3979084822640289, 1.3563632183359005, 2.6636610569257755, 3.1430870427866466, 2.908642416354269, -2.2419094849028625]|112.7112426757812500|      1.00000000|[4681, 312, 0, 312]                                                        | 
      79|[-0.2185735027887858, 0.0640691625012551, 1.3996089025167748, 0.6242841625935398, 4.0309736806812, -0.0067360978282522, 0.4574664773244876, 0.4443718187540071, 0.2600016759824939, 0.0408803574973717, 0.17328597814776, 0.0492647375212982, 0.1948725740076043, 0.1281328342156485, 12.12201036643819, 0.2202391574392095, 0.4047815072990488, 0.0863198798033409, -0.0452424478717148, -1.3307304289191961, -0.3056104631978087, -0.4195771791273728, -0.7347754457732663, -0.5735707021085545, 3.400502641365165, 14.961228541025775, -1.3648599809093866, -1.4910726085363422, -1.6635818590730196, -1.8111498405851307, -2.230327447958871, -2.7231440475788986, -2.7195372665155446, -2.8393606283789268, 8.420129488076782, 31.5880337231647, -4.228027435427066, -4.691178198670968, -5.008419793448411, -4.847296433872543, -5.64024763944326, -5.638135964749381, -5.536205543961842, 34.31540831334132, 1.0640580419567414, -4.233933595882263, -3.171094659366645, -1.9226662263536127, -0.3979084822640289, 1.3563632183359005, 2.6636610569257755, 3.1430870427866466, 2.908642416354269, -2.2419094849028625]|112.7112426757812500|      0.30000000|[4741, 316, 0, 316]                                                        | 
      80|[-0.2133277604007162, 0.0568623257859144, 1.3983317844104022, 0.6236860729404725, 4.031082243083802, -0.0059920629428234, 0.4586940002918709, 0.4458730559126707, 0.2615345040685497, 0.0421959779923782, 0.1741530278814025, 0.0494904030492762, 0.1943196248612367, 0.1267318214522675, 12.119766533753136, 0.2172338984673843, 0.4011684579018038, 0.0823159675928764, -0.0493704644031823, -1.33468322083354, -0.3090763324289583, -0.4222542104544118, -0.7363945335382596, -0.5739183078403585, 3.395461536158109, 14.963738242789987, -1.3609706390707288, -1.485993926791707, -1.6576293364487356, -1.8047620550423744, -2.2240567631913564, -2.717639738379148, -2.7155209304619348, -2.837594040654949, 8.418883564620046, 31.583056877352647, -4.237359103222843, -4.705340892774984, -5.027688160887919, -4.871691892272793, -5.669492442335468, -5.671617152867839, -5.572953703638632, 34.59677925116557, 1.025086953130085, -4.271258959488478, -3.2046784159028903, -1.9503998242580565, -0.4178877598897088, 1.3455474638030864, 2.662546398030827, 3.1508629161980934, 2.9225587458349764, -2.2272648872458376]|112.2973403930664062|      1.00000000|[4801, 320, 0, 320]                                                        | 
      81|[-0.2133277604007162, 0.0568623257859144, 1.3983317844104022, 0.6236860729404725, 4.031082243083802, -0.0059920629428234, 0.4586940002918709, 0.4458730559126707, 0.2615345040685497, 0.0421959779923782, 0.1741530278814025, 0.0494904030492762, 0.1943196248612367, 0.1267318214522675, 12.119766533753136, 0.2172338984673843, 0.4011684579018038, 0.0823159675928764, -0.0493704644031823, -1.33468322083354, -0.3090763324289583, -0.4222542104544118, -0.7363945335382596, -0.5739183078403585, 3.395461536158109, 14.963738242789987, -1.3609706390707288, -1.485993926791707, -1.6576293364487356, -1.8047620550423744, -2.2240567631913564, -2.717639738379148, -2.7155209304619348, -2.837594040654949, 8.418883564620046, 31.583056877352647, -4.237359103222843, -4.705340892774984, -5.027688160887919, -4.871691892272793, -5.669492442335468, -5.671617152867839, -5.572953703638632, 34.59677925116557, 1.025086953130085, -4.271258959488478, -3.2046784159028903, -1.9503998242580565, -0.4178877598897088, 1.3455474638030864, 2.662546398030827, 3.1508629161980934, 2.9225587458349764, -2.2272648872458376]|112.2973403930664062|      0.30000000|[4861, 324, 0, 324]                                                        | 
      82|[-0.2133277604007162, 0.0568623257859144, 1.3983317844104022, 0.6236860729404725, 4.031082243083802, -0.0059920629428234, 0.4586940002918709, 0.4458730559126707, 0.2615345040685497, 0.0421959779923782, 0.1741530278814025, 0.0494904030492762, 0.1943196248612367, 0.1267318214522675, 12.119766533753136, 0.2172338984673843, 0.4011684579018038, 0.0823159675928764, -0.0493704644031823, -1.33468322083354, -0.3090763324289583, -0.4222542104544118, -0.7363945335382596, -0.5739183078403585, 3.395461536158109, 14.963738242789987, -1.3609706390707288, -1.485993926791707, -1.6576293364487356, -1.8047620550423744, -2.2240567631913564, -2.717639738379148, -2.7155209304619348, -2.837594040654949, 8.418883564620046, 31.583056877352647, -4.237359103222843, -4.705340892774984, -5.027688160887919, -4.871691892272793, -5.669492442335468, -5.671617152867839, -5.572953703638632, 34.59677925116557, 1.025086953130085, -4.271258959488478, -3.2046784159028903, -1.9503998242580565, -0.4178877598897088, 1.3455474638030864, 2.662546398030827, 3.1508629161980934, 2.9225587458349764, -2.2272648872458376]|112.2973403930664062|      0.09000000|[4921, 328, 0, 328]                                                        | 
      83|[-0.2129567563533783, 0.060181046515936, 1.3975081946700811, 0.6231676936731674, 4.03094614631118, -0.0057150025095325, 0.4593668846937362, 0.4468779104790883, 0.2627657726989128, 0.0435137377353385, 0.1753922026255168, 0.0504712158726761, 0.1948586611542851, 0.1266531072033104, 12.118912077246932, 0.21547320287209, 0.3984065795957576, 0.0784997713635676, -0.0542481178417802, -1.3405815293081105, -0.3159069409011863, -0.4298839123221114, -0.7446502080420032, -0.582593881234061, 3.4811760104785208, 14.95492779246706, -1.3694791080488358, -1.4939619613869581, -1.6648389815673, -1.8110270303368452, -2.229232534848734, -2.7216319406052207, -2.7182915937009966, -2.839165137949749, 8.418429669807665, 31.58358040578605, -4.23604874900775, -4.703474862733856, -5.026774112251587, -4.869498032727279, -5.667526497214567, -5.670106197125278, -5.572072317241691, 34.59692938538501, 1.024494239478372, -4.268935600470286, -3.206382495816797, -1.9522730964963557, -0.4195718001865316, 1.3444331548525952, 2.6623306134715676, 3.15171591588296, 2.9243452516384423, -2.225180897919927]|112.2524566650390625|      0.30000000|[4981, 332, 0, 332]                                                        | 
      84|[-0.2209744090214372, 0.0636141029244754, 1.3948371021542698, 0.6208210890763439, 4.029296806627826, -0.0063627871859353, 0.4599183335958514, 0.4486931839055615, 0.2657624963321723, 0.0474612700054422, 0.179922099749092, 0.0522481163643533, 0.1990092403721064, 0.129702066158643, 12.120221242745174, 0.2144324607215822, 0.3944737929559778, 0.0712375130387954, -0.065141037106514, -1.3552454593591392, -0.3343050842522644, -0.4517952949972823, -0.7696724521229044, -0.6101558997179382, 3.4517917830089573, 15.24030621878046, -1.3999315084947739, -1.5235505638702307, -1.6926364067330724, -1.8361710727840546, -2.2509749104162893, -2.7393833698351955, -2.7316604954976356, -2.8479872456373414, 8.41407329577487, 31.583359168173047, -4.2327036199276336, -4.697342210682109, -5.018797631491907, -4.860724497237243, -5.6590291556785814, -5.662896415567957, -5.567004136159085, 34.59925531648332, 1.0238188108778559, -4.2724605674739, -3.212157053872943, -1.9592604768258752, -0.4263776867010165, 1.3393904333352111, 2.6576954992488027, 3.1541061757598072, 2.9307113038375974, -2.217053376196418]|112.1836395263671875|      1.00000000|[5041, 336, 0, 336]                                                        | 
      85|[-0.2209744090214372, 0.0636141029244754, 1.3948371021542698, 0.6208210890763439, 4.029296806627826, -0.0063627871859353, 0.4599183335958514, 0.4486931839055615, 0.2657624963321723, 0.0474612700054422, 0.179922099749092, 0.0522481163643533, 0.1990092403721064, 0.129702066158643, 12.120221242745174, 0.2144324607215822, 0.3944737929559778, 0.0712375130387954, -0.065141037106514, -1.3552454593591392, -0.3343050842522644, -0.4517952949972823, -0.7696724521229044, -0.6101558997179382, 3.4517917830089573, 15.24030621878046, -1.3999315084947739, -1.5235505638702307, -1.6926364067330724, -1.8361710727840546, -2.2509749104162893, -2.7393833698351955, -2.7316604954976356, -2.8479872456373414, 8.41407329577487, 31.583359168173047, -4.2327036199276336, -4.697342210682109, -5.018797631491907, -4.860724497237243, -5.6590291556785814, -5.662896415567957, -5.567004136159085, 34.59925531648332, 1.0238188108778559, -4.2724605674739, -3.212157053872943, -1.9592604768258752, -0.4263776867010165, 1.3393904333352111, 2.6576954992488027, 3.1541061757598072, 2.9307113038375974, -2.217053376196418]|112.1836395263671875|      0.30000000|[5101, 340, 0, 340]                                                        | 
      86|[-0.219737728824839, 0.0746765052026603, 1.3920918030198663, 0.6190931581077166, 4.028769505115633, -0.0054392523888964, 0.4621612815244589, 0.4520426990493434, 0.2698667254881002, 0.0518538026371971, 0.1840526820742525, 0.0555174923647428, 0.2008060280932114, 0.1294396853190847, 12.117373054352356, 0.2085634754039347, 0.3852675324014854, 0.0585168592515402, -0.0813998822122812, -1.3749064872972667, -0.3570737791596912, -0.4772276357980445, -0.797191365272738, -0.6390744770760648, 3.737506707344437, 15.210938049174729, -1.4282930711342487, -1.5501106785668526, -1.7166685580596095, -1.8570543237656238, -2.2682274822971067, -2.7526907112096524, -2.7408960396278417, -2.8532242363871774, 8.412560313008726, 31.585104262834648, -4.22833577246638, -4.691122110700235, -5.011584976338781, -4.85341163224075, -5.652476005430799, -5.6578598961932585, -5.5640661815414205, 34.59975576389115, 1.0218430987442844, -4.2766124961781316, -3.217837320175022, -1.965504717620206, -0.4319911543570925, 1.3356858079205267, 2.656976217404008, 3.1569495080038905, 2.936666323337704, -2.210106744954828]|112.0387954711914062|      1.00000000|[5161, 344, 0, 344]                                                        | 
      87|[-0.219737728824839, 0.0746765052026603, 1.3920918030198663, 0.6190931581077166, 4.028769505115633, -0.0054392523888964, 0.4621612815244589, 0.4520426990493434, 0.2698667254881002, 0.0518538026371971, 0.1840526820742525, 0.0555174923647428, 0.2008060280932114, 0.1294396853190847, 12.117373054352356, 0.2085634754039347, 0.3852675324014854, 0.0585168592515402, -0.0813998822122812, -1.3749064872972667, -0.3570737791596912, -0.4772276357980445, -0.797191365272738, -0.6390744770760648, 3.737506707344437, 15.210938049174729, -1.4282930711342487, -1.5501106785668526, -1.7166685580596095, -1.8570543237656238, -2.2682274822971067, -2.7526907112096524, -2.7408960396278417, -2.8532242363871774, 8.412560313008726, 31.585104262834648, -4.22833577246638, -4.691122110700235, -5.011584976338781, -4.85341163224075, -5.652476005430799, -5.6578598961932585, -5.5640661815414205, 34.59975576389115, 1.0218430987442844, -4.2766124961781316, -3.217837320175022, -1.965504717620206, -0.4319911543570925, 1.3356858079205267, 2.656976217404008, 3.1569495080038905, 2.936666323337704, -2.210106744954828]|112.0387954711914062|      0.30000000|[5221, 348, 0, 348]                                                        | 
      88|[-0.2277553814928979, 0.0781095616111998, 1.389420710504055, 0.6167465535108931, 4.0271201654322795, -0.0060870370652992, 0.4627127304265741, 0.4538579724758165, 0.2728634491213597, 0.0558013349073008, 0.1885825791978277, 0.0601443154882872, 0.2049566073110327, 0.1324886442744173, 12.118682219850598, 0.2075227332534268, 0.3813347457617056, 0.0649908824707381, -0.092292801477015, -1.3895704173482955, -0.3754719225107692, -0.4991390184732154, -0.8222136093536392, -0.666636495559942, 3.7081224798748735, 15.496316475488129, -1.4587454715801869, -1.5796992810501251, -1.744465983225382, -1.8821983662128332, -2.289969857864662, -2.770442140439627, -2.7542649414244806, -2.86204634407477, 8.40820393897593, 31.584883025221643, -4.224990643386263, -4.684989458648488, -5.003608495579101, -4.844638096750714, -5.6439786638948135, -5.650650114635937, -5.558023509685881, 34.602081694989465, 1.0211676701437682, -4.280137463181745, -3.223611878231168, -1.9724920979497256, -0.4387970408715773, 1.3306430864031427, 2.6551778379362077, 3.159339767880738, 2.943032375536859, -2.2019792232313193]|111.9971389770507812|      1.00000000|[5281, 352, 0, 352]                                                        | 
      89|[-0.2277553814928979, 0.0781095616111998, 1.389420710504055, 0.6167465535108931, 4.0271201654322795, -0.0060870370652992, 0.4627127304265741, 0.4538579724758165, 0.2728634491213597, 0.0558013349073008, 0.1885825791978277, 0.0601443154882872, 0.2049566073110327, 0.1324886442744173, 12.118682219850598, 0.2075227332534268, 0.3813347457617056, 0.0649908824707381, -0.092292801477015, -1.3895704173482955, -0.3754719225107692, -0.4991390184732154, -0.8222136093536392, -0.666636495559942, 3.7081224798748735, 15.496316475488129, -1.4587454715801869, -1.5796992810501251, -1.744465983225382, -1.8821983662128332, -2.289969857864662, -2.770442140439627, -2.7542649414244806, -2.86204634407477, 8.40820393897593, 31.584883025221643, -4.224990643386263, -4.684989458648488, -5.003608495579101, -4.844638096750714, -5.6439786638948135, -5.650650114635937, -5.558023509685881, 34.602081694989465, 1.0211676701437682, -4.280137463181745, -3.223611878231168, -1.9724920979497256, -0.4387970408715773, 1.3306430864031427, 2.6551778379362077, 3.159339767880738, 2.943032375536859, -2.2019792232313193]|111.9971389770507812|      0.30000000|[5341, 356, 0, 356]                                                        | 
      90|[-0.2227158632595092, 0.075733824778581, 1.3910462707281113, 0.6181526037980802, 4.028098796632548, -0.0056923801021185, 0.4624372956750449, 0.4529072888108203, 0.271315154095646, 0.0538095204392448, 0.1863642882672139, 0.0579602585785324, 0.203087733592838, 0.1312103439704515, 12.116571515303804, 0.2080990159884095, 0.3830387732887175, 0.0678327646455728, -0.0884123409632593, -1.3848657864145935, -0.3706981217837892, -0.4938753774622455, -0.817408820730634, -0.6628781677572988, 3.7102100012416486, 15.496106031554518, -1.4618465238309, -1.5862100845261011, -1.754793519838131, -1.8966012605160358, -2.308526901610776, -2.793027780169723, -2.7805339433107292, -2.891429616007372, 8.376490594819188, 31.86907975965005, -4.258280910376925, -4.717271315632388, -5.033616662607528, -4.871153681189753, -5.6659189175697975, -5.667163585196249, -5.568584787775762, 34.59758526959922, 1.0223669010447338, -4.274133330851328, -3.2142112301662564, -1.961556463575107, -0.4284961689554621, 1.3380796915735118, 2.657839509192854, 3.156173797091469, 2.9345781337469816, -2.2126222826191224]|111.9912948608398438|      1.00000000|[5401, 360, 0, 360]                                                        | 
      91|[-0.2227158632595092, 0.075733824778581, 1.3910462707281113, 0.6181526037980802, 4.028098796632548, -0.0056923801021185, 0.4624372956750449, 0.4529072888108203, 0.271315154095646, 0.0538095204392448, 0.1863642882672139, 0.0579602585785324, 0.203087733592838, 0.1312103439704515, 12.116571515303804, 0.2080990159884095, 0.3830387732887175, 0.0678327646455728, -0.0884123409632593, -1.3848657864145935, -0.3706981217837892, -0.4938753774622455, -0.817408820730634, -0.6628781677572988, 3.7102100012416486, 15.496106031554518, -1.4618465238309, -1.5862100845261011, -1.754793519838131, -1.8966012605160358, -2.308526901610776, -2.793027780169723, -2.7805339433107292, -2.891429616007372, 8.376490594819188, 31.86907975965005, -4.258280910376925, -4.717271315632388, -5.033616662607528, -4.871153681189753, -5.6659189175697975, -5.667163585196249, -5.568584787775762, 34.59758526959922, 1.0223669010447338, -4.274133330851328, -3.2142112301662564, -1.961556463575107, -0.4284961689554621, 1.3380796915735118, 2.657839509192854, 3.156173797091469, 2.9345781337469816, -2.2126222826191224]|111.9912948608398438|      0.30000000|[5461, 364, 0, 364]                                                        | 
      92|[-0.2227158632595092, 0.075733824778581, 1.3910462707281113, 0.6181526037980802, 4.028098796632548, -0.0056923801021185, 0.4624372956750449, 0.4529072888108203, 0.271315154095646, 0.0538095204392448, 0.1863642882672139, 0.0579602585785324, 0.203087733592838, 0.1312103439704515, 12.116571515303804, 0.2080990159884095, 0.3830387732887175, 0.0678327646455728, -0.0884123409632593, -1.3848657864145935, -0.3706981217837892, -0.4938753774622455, -0.817408820730634, -0.6628781677572988, 3.7102100012416486, 15.496106031554518, -1.4618465238309, -1.5862100845261011, -1.754793519838131, -1.8966012605160358, -2.308526901610776, -2.793027780169723, -2.7805339433107292, -2.891429616007372, 8.376490594819188, 31.86907975965005, -4.258280910376925, -4.717271315632388, -5.033616662607528, -4.871153681189753, -5.6659189175697975, -5.667163585196249, -5.568584787775762, 34.59758526959922, 1.0223669010447338, -4.274133330851328, -3.2142112301662564, -1.961556463575107, -0.4284961689554621, 1.3380796915735118, 2.657839509192854, 3.156173797091469, 2.9345781337469816, -2.2126222826191224]|111.9912948608398438|      0.09000000|[5521, 368, 0, 368]                                                        | 
      93|[-0.2251211588736624, 0.0767637417011429, 1.3902449429733679, 0.6174486224190332, 4.027603994727542, -0.0058867155021289, 0.4626027303456794, 0.4534518708387623, 0.2722141711856239, 0.0549937800969929, 0.1872427097405307, 0.0593483055854449, 0.2043329073349014, 0.1321250316686928, 12.116964264947455, 0.2077867933548987, 0.3818589372967836, 0.0656540870550089, -0.0916802168358117, -1.389264965429902, -0.3762175649753772, -0.5004487918922678, -0.8249154939549044, -0.671146773674991, 3.701394733187044, 15.581719557958422, -1.470982244150946, -1.595086665271083, -1.7631327470153337, -1.9041444732501986, -2.315049614374175, -2.798353208845583, -2.7845446136634564, -2.8940762482670834, 8.375183682655916, 31.869013388364692, -4.25727737165289, -4.715431520016864, -5.03122371842619, -4.868521620635875, -5.663369714922737, -5.665000650682487, -5.5670643334742635, 34.59828304889379, 1.022164272464579, -4.275190820975695, -3.2159435976063833, -1.963652677673963, -0.4305379349098075, 1.3365668751648627, 2.6572999953641556, 3.1568908750778064, 2.9364879494532943, -2.2099727038876154]|111.9759368896484375|      0.30000000|[5581, 372, 0, 372]                                                        | 
      94|[-0.2251211588736624, 0.0767637417011429, 1.3902449429733679, 0.6174486224190332, 4.027603994727542, -0.0058867155021289, 0.4626027303456794, 0.4534518708387623, 0.2722141711856239, 0.0549937800969929, 0.1872427097405307, 0.0593483055854449, 0.2043329073349014, 0.1321250316686928, 12.116964264947455, 0.2077867933548987, 0.3818589372967836, 0.0656540870550089, -0.0916802168358117, -1.389264965429902, -0.3762175649753772, -0.5004487918922678, -0.8249154939549044, -0.671146773674991, 3.701394733187044, 15.581719557958422, -1.470982244150946, -1.595086665271083, -1.7631327470153337, -1.9041444732501986, -2.315049614374175, -2.798353208845583, -2.7845446136634564, -2.8940762482670834, 8.375183682655916, 31.869013388364692, -4.25727737165289, -4.715431520016864, -5.03122371842619, -4.868521620635875, -5.663369714922737, -5.665000650682487, -5.5670643334742635, 34.59828304889379, 1.022164272464579, -4.275190820975695, -3.2159435976063833, -1.963652677673963, -0.4305379349098075, 1.3365668751648627, 2.6572999953641556, 3.1568908750778064, 2.9364879494532943, -2.2099727038876154]|111.9759368896484375|      0.09000000|[5641, 376, 0, 376]                                                        | 
      95|[-0.2251211588736624, 0.0767637417011429, 1.3902449429733679, 0.6174486224190332, 4.027603994727542, -0.0058867155021289, 0.4626027303456794, 0.4534518708387623, 0.2722141711856239, 0.0549937800969929, 0.1872427097405307, 0.0593483055854449, 0.2043329073349014, 0.1321250316686928, 12.116964264947455, 0.2077867933548987, 0.3818589372967836, 0.0656540870550089, -0.0916802168358117, -1.389264965429902, -0.3762175649753772, -0.5004487918922678, -0.8249154939549044, -0.671146773674991, 3.701394733187044, 15.581719557958422, -1.470982244150946, -1.595086665271083, -1.7631327470153337, -1.9041444732501986, -2.315049614374175, -2.798353208845583, -2.7845446136634564, -2.8940762482670834, 8.375183682655916, 31.869013388364692, -4.25727737165289, -4.715431520016864, -5.03122371842619, -4.868521620635875, -5.663369714922737, -5.665000650682487, -5.5670643334742635, 34.59828304889379, 1.022164272464579, -4.275190820975695, -3.2159435976063833, -1.963652677673963, -0.4305379349098075, 1.3365668751648627, 2.6572999953641556, 3.1568908750778064, 2.9364879494532943, -2.2099727038876154]|111.9759368896484375|      0.02700000|[5701, 380, 0, 380]                                                        | 
      96|[-0.2195294678676873, 0.0818833690427709, 1.3850079457042739, 0.6136326767154969, 4.022131221507152, -0.0069734918797622, 0.4624747645866591, 0.4538770653743995, 0.272758683306165, 0.0552469058893621, 0.186858452798333, 0.0580754848342622, 0.2020332004176453, 0.1287792413495481, 12.11266780848382, 0.2027359362691641, 0.3763296830875333, 0.0599758519674651, -0.097153909271583, -1.3941865512169898, -0.3802741658291779, -0.5033877099631354, -0.8265648555243388, -0.671430043556029, 3.702451259159716, 15.583986764744623, -1.4677287236845586, -1.5911517128406558, -1.7588806527055567, -1.8999726622059825, -2.3113587580980948, -2.7955155821164226, -2.7828727803280344, -2.8937943171913503, 8.373963942867704, 31.86630934169807, -4.261311576992739, -4.720508168684319, -5.036936858552508, -4.874375118990429, -5.665676981850993, -5.669499740120955, -5.570133577100933, 34.5969963336247, 1.0228199904959183, -4.272681774164084, -3.211957383318804, -1.9588600735442014, -0.4258663156360853, 1.340035343717318, 2.658515568531584, 3.155134251457639, 2.9318086127750576, -2.2161438204930164]|111.8410415649414062|      0.09000000|[5761, 384, 0, 384]                                                        | 
