k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
      25|[-0.1701730517670512, -0.1524499845691025, 0.9087682119570673, 0.7453441456891596, 4.109058011090383, -0.0670399550581351, 0.6127016043756157, 0.1885564774274826, 0.1155940480530262, 0.073950149002485, 0.0610229838639498, 0.0722586531192064, 0.1017841016873717, 0.1430053254589438, 12.201106111519039, 0.2336171795614064, 0.5286290699150413, 0.2944590905681252, 0.3012522850185633, -0.7727866768836975, 0.2501705754548311, 0.1876260612625629, 0.0982284303754568, -0.0192393427714705, 0.0776596011128277, 11.890450236503966, -0.5510912148747593, -0.7921096663922071, -1.0670151012018323, -1.3767370386049151, -1.7215997665189207, -2.3655736725777388, -2.512220119126141, -2.9535960998618975, 8.306912383530289, 31.373264742229367, -4.340603654272854, -4.777601830428466, -5.1650845585390925, -4.938600919209421, -5.673149290494621, -5.726427912246436, -5.329138372093439, 34.584779680881184, -1.101330628967844, -3.8523296613711864, -2.783273643348366, -1.512754031457007, -0.1216703578829765, 1.4941492008510977, 2.678991353372112, 2.9697982855141163, 2.5657785846851766, -2.5820580678991973]|129.3735198974609375|      0.30000000|[1501, 100, 0, 100]                                                        | 
      26|[-0.168936371570453, -0.1413875822909176, 0.9060229128226638, 0.7436162147205323, 4.108604355162242, -0.0661164202610962, 0.6153665643651038, 0.1919059925712645, 0.1196982772089541, 0.0783426816342399, 0.0651535661891103, 0.0755280291195959, 0.1035808894084767, 0.1427429446193855, 12.19825792312622, 0.2277481942437589, 0.5194228093605489, 0.28173843678087, 0.284993439912796, -0.792447704821825, 0.2274018805474043, 0.1621937204618007, 0.0707095172256231, -0.0481579201295972, 0.3633745254483074, 11.861082066898234, -0.5794527775142342, -0.818669781088829, -1.0910472525283694, -1.3976202895864844, -1.738852338399738, -2.3788810139521956, -2.521455663256347, -2.9588330906117335, 8.305399400764145, 31.374251737521263, -4.336235806811601, -4.771381730446592, -5.157871903385967, -4.931288054212928, -5.666596140246838, -5.7213913928717375, -5.326200417475775, 34.585280128289014, -1.1033063411014155, -3.8564815900754184, -2.788953909650445, -1.5189982722513378, -0.1272838255390525, 1.4904348377604038, 2.678272071527317, 2.9726416177581996, 2.571733604185283, -2.5751114366576076]|129.3697662353515625|      1.00000000|[1561, 104, 0, 104]                                                        | 
      27|[-0.168936371570453, -0.1413875822909176, 0.9060229128226638, 0.7436162147205323, 4.108604355162242, -0.0661164202610962, 0.6153665643651038, 0.1919059925712645, 0.1196982772089541, 0.0783426816342399, 0.0651535661891103, 0.0755280291195959, 0.1035808894084767, 0.1427429446193855, 12.19825792312622, 0.2277481942437589, 0.5194228093605489, 0.28173843678087, 0.284993439912796, -0.792447704821825, 0.2274018805474043, 0.1621937204618007, 0.0707095172256231, -0.0481579201295972, 0.3633745254483074, 11.861082066898234, -0.5794527775142342, -0.818669781088829, -1.0910472525283694, -1.3976202895864844, -1.738852338399738, -2.3788810139521956, -2.521455663256347, -2.9588330906117335, 8.305399400764145, 31.374251737521263, -4.336235806811601, -4.771381730446592, -5.157871903385967, -4.931288054212928, -5.666596140246838, -5.7213913928717375, -5.326200417475775, 34.585280128289014, -1.1033063411014155, -3.8564815900754184, -2.788953909650445, -1.5189982722513378, -0.1272838255390525, 1.4904348377604038, 2.678272071527317, 2.9726416177581996, 2.571733604185283, -2.5751114366576076]|129.3697662353515625|      0.30000000|[1621, 108, 0, 108]                                                        | 
      28|[-0.1769540242385119, -0.1379545258823782, 0.9033518203068525, 0.7412696101237088, 4.1069550154788885, -0.066764204937499, 0.6159180132672191, 0.1937212659977376, 0.1226950008422136, 0.0822902139043435, 0.0696834633126855, 0.0801548522431403, 0.107731468626298, 0.1457919035747182, 12.199567088624462, 0.226707452093251, 0.515490022720769, 0.2744761784560978, 0.2741005206480622, -0.8071116348728538, 0.2090037371963263, 0.1402823377866298, 0.045687273144722, -0.0757199386134744, 0.3339902979787439, 12.146460493211634, -0.6099051779601723, -0.8482583835721016, -1.1188446776941419, -1.3855443000793457, -1.7605947139672935, -2.3966324431821704, -2.534824565052986, -2.967655198299326, 8.327879868098535, 31.374030499908258, -4.332890677731484, -4.765249078394845, -5.149895422626287, -4.922514518722892, -5.658098798710853, -5.714181611314416, -5.321132236393169, 34.587606059387326, -1.1039817697019316, -3.860006557079032, -2.794728467706591, -1.5259856525808573, -0.1340897120535374, 1.4853921162430197, 2.676473692059517, 2.975031877635047, 2.5780996563844383, -2.5669839149340987]|129.1465911865234375|      1.00000000|[1681, 112, 0, 112]                                                        | 
      29|[-0.1769540242385119, -0.1379545258823782, 0.9033518203068525, 0.7412696101237088, 4.1069550154788885, -0.066764204937499, 0.6159180132672191, 0.1937212659977376, 0.1226950008422136, 0.0822902139043435, 0.0696834633126855, 0.0801548522431403, 0.107731468626298, 0.1457919035747182, 12.199567088624462, 0.226707452093251, 0.515490022720769, 0.2744761784560978, 0.2741005206480622, -0.8071116348728538, 0.2090037371963263, 0.1402823377866298, 0.045687273144722, -0.0757199386134744, 0.3339902979787439, 12.146460493211634, -0.6099051779601723, -0.8482583835721016, -1.1188446776941419, -1.3855443000793457, -1.7605947139672935, -2.3966324431821704, -2.534824565052986, -2.967655198299326, 8.327879868098535, 31.374030499908258, -4.332890677731484, -4.765249078394845, -5.149895422626287, -4.922514518722892, -5.658098798710853, -5.714181611314416, -5.321132236393169, 34.587606059387326, -1.1039817697019316, -3.860006557079032, -2.794728467706591, -1.5259856525808573, -0.1340897120535374, 1.4853921162430197, 2.676473692059517, 2.975031877635047, 2.5780996563844383, -2.5669839149340987]|129.1465911865234375|      0.30000000|[1741, 116, 0, 116]                                                        | 
      30|[-0.216154721332714, -0.2225639747921377, 0.8102038272190839, 0.750372325303033, 4.130276362790028, 0.0343879692372866, 0.4866336761042476, 0.1935051633481635, 0.2192432973533869, 0.0277638438856229, 0.0887877894565463, -0.0288626167457551, 0.1310365792596713, 0.0975406993820798, 12.138396011432633, 0.2973735342966393, 0.5419388425070792, 0.3156905029900372, 0.2687072330154479, -0.9347983291372657, 0.1856352388858795, 0.1313371222931892, -0.1244210600852966, 0.0056052645668387, 0.4329002720769495, 12.102673285757191, -0.6976354441139847, -0.9801146015524864, -1.0876306435093284, -1.3080588206648827, -1.8182066264562309, -2.395111932535656, -2.480696741491556, -2.7365163281792775, 8.456716589280404, 31.279000981900026, -4.268255028408021, -4.7466563389170915, -5.058606312144548, -4.832789672538638, -5.605694175232202, -5.530920857563615, -5.34468427230604, 34.59382536821067, -1.0459254412562586, -3.820624065818265, -2.734852204564959, -1.581585505977273, -0.0488521046936512, 1.5859992059413344, 2.7335521429777145, 3.0370578120928258, 2.5768653168343008, -2.5352893276140094]|121.8097839355468750|      1.00000000|[1801, 120, 0, 120]                                                        | 
      31|[-0.216154721332714, -0.2225639747921377, 0.8102038272190839, 0.750372325303033, 4.130276362790028, 0.0343879692372866, 0.4866336761042476, 0.1935051633481635, 0.2192432973533869, 0.0277638438856229, 0.0887877894565463, -0.0288626167457551, 0.1310365792596713, 0.0975406993820798, 12.138396011432633, 0.2973735342966393, 0.5419388425070792, 0.3156905029900372, 0.2687072330154479, -0.9347983291372657, 0.1856352388858795, 0.1313371222931892, -0.1244210600852966, 0.0056052645668387, 0.4329002720769495, 12.102673285757191, -0.6976354441139847, -0.9801146015524864, -1.0876306435093284, -1.3080588206648827, -1.8182066264562309, -2.395111932535656, -2.480696741491556, -2.7365163281792775, 8.456716589280404, 31.279000981900026, -4.268255028408021, -4.7466563389170915, -5.058606312144548, -4.832789672538638, -5.605694175232202, -5.530920857563615, -5.34468427230604, 34.59382536821067, -1.0459254412562586, -3.820624065818265, -2.734852204564959, -1.581585505977273, -0.0488521046936512, 1.5859992059413344, 2.7335521429777145, 3.0370578120928258, 2.5768653168343008, -2.5352893276140094]|121.8097839355468750|      0.30000000|[1861, 124, 0, 124]                                                        | 
      32|[-0.1796608648728579, -0.1682140345219523, 1.0940592654515058, 0.718567528994754, 4.09954418745474, 0.0056392762926407, 0.4605586128309369, 0.1705729207460536, 0.1997145526111126, 0.0117122739320621, 0.0761275216937065, -0.0383462419267744, 0.1259816355304793, 0.0934100304439198, 12.136339602526277, 0.296967527421657, 0.5427715044352226, 0.3173803336685523, 0.270916601177305, -0.9323540250770748, 0.1880877767689526, 0.1336300040129572, -0.122399496845901, 0.0072945576393977, 0.4342392291873693, 12.103677277918905, -0.6969279857585207, -0.9796527888684068, -1.0873612875002436, -1.3079355094523635, -1.818197162128854, -2.3993852325947955, -2.4808993241895223, -2.736861896526534, 8.45617626735475, 31.278200089014717, -4.269388151704334, -4.7481887735193595, -5.060588516993448, -4.835242616711184, -5.608596664387733, -5.534198300912976, -5.348200376844034, 34.590272241970524, -1.0492516058147885, -3.823408836266026, -2.73675400367938, -1.5822731059161015, -0.0480593653628603, 1.5883980186190456, 2.7374428529292345, 3.041958751855418, 2.5817675101570785, -2.5321186664514244]|120.9263534545898438|      1.00000000|[1921, 128, 0, 128]                                                        | 
      33|[-0.1992408100049943, -0.1693576034158468, 1.0906548164784908, 0.7151687296573073, 4.096689434401924, 0.0038041447405703, 0.4600909869477618, 0.4092650553648127, 0.2023177933879197, 0.0156345310388133, 0.0809908420778811, -0.0330509839113802, 0.1311198464827612, 0.0977814397483598, 12.139375451020896, 0.298199460550677, 0.5418839211342856, 0.3142515203217044, 0.2656452241353691, -0.9394396101124585, 0.1797366072423756, 0.1247535089496523, -0.1309166280552745, 0.0001018858747557, 0.429338501766324, 12.101950231939554, -0.694778861827217, -0.973197562067071, -1.0765295514720492, -1.2930904818640556, -1.8001902282758238, -2.3795843945117667, -2.4611854846734786, -2.719587721687276, 8.468268981552683, 31.28210693366418, -4.276763459551148, -4.7698217168217525, -5.099084590328857, -4.892560719279572, -5.685758535284549, -5.631002413108945, -5.462964202975854, 34.46091107442044, -0.1453054445446469, -3.9647871346678585, -2.872300509130582, -1.702577511605341, -0.143525360734202, 1.5263056696858257, 2.714434176683426, 3.058526101289317, 2.6300390693359077, -2.4724206211976707]|119.6638412475585938|      3.33333333|[1981, 132, 0, 132]                                                        | 
      34|[-0.1992408100049943, -0.1693576034158468, 1.0906548164784908, 0.7151687296573073, 4.096689434401924, 0.0038041447405703, 0.4600909869477618, 0.4092650553648127, 0.2023177933879197, 0.0156345310388133, 0.0809908420778811, -0.0330509839113802, 0.1311198464827612, 0.0977814397483598, 12.139375451020896, 0.298199460550677, 0.5418839211342856, 0.3142515203217044, 0.2656452241353691, -0.9394396101124585, 0.1797366072423756, 0.1247535089496523, -0.1309166280552745, 0.0001018858747557, 0.429338501766324, 12.101950231939554, -0.694778861827217, -0.973197562067071, -1.0765295514720492, -1.2930904818640556, -1.8001902282758238, -2.3795843945117667, -2.4611854846734786, -2.719587721687276, 8.468268981552683, 31.28210693366418, -4.276763459551148, -4.7698217168217525, -5.099084590328857, -4.892560719279572, -5.685758535284549, -5.631002413108945, -5.462964202975854, 34.46091107442044, -0.1453054445446469, -3.9647871346678585, -2.872300509130582, -1.702577511605341, -0.143525360734202, 1.5263056696858257, 2.714434176683426, 3.058526101289317, 2.6300390693359077, -2.4724206211976707]|119.6638412475585938|      1.00000000|[2041, 136, 0, 136]                                                        | 
      35|[-0.1951185429934412, -0.1324829291552305, 1.0815038196742535, 0.7094089600723237, 4.095177248032996, 0.0068825940252282, 0.4675674797326792, 0.420430105223204, 0.2159985559992492, 0.0302763058571145, 0.0947594498284161, -0.0221530643757433, 0.1371091386536136, 0.0969068369886372, 12.129881490021944, 0.2786361767794006, 0.5171160491881892, 0.2718493422726169, 0.2114490787498653, -1.0049763699062169, 0.1038409625180066, 0.0399790445808321, -0.2226463360711932, -0.0962933682603762, 1.38172154314816, 12.004056338220835, -0.7893174014752731, -1.0617312764807139, -1.156636718835216, -1.3627013159857597, -1.8576988012118818, -2.4239421972306445, -2.4919706317741657, -2.744747440156061, 8.463225705898367, 31.287923915791907, -4.262203968944959, -4.749088051146828, -5.075042406795546, -4.86818450386636, -5.663914701435715, -5.614214016124606, -5.453171021072194, 34.46257923229132, -0.1518911515013315, -3.9786268963944167, -2.8912347292061895, -1.723391647276003, -0.162236918346025, 1.5139244596939534, 2.71203657053411, 3.0680038749706, 2.6498891334049404, -2.449265185277909]|118.7725448608398438|      3.33333333|[2101, 140, 0, 140]                                                        | 
      36|[-0.1951185429934412, -0.1324829291552305, 1.0815038196742535, 0.7094089600723237, 4.095177248032996, 0.0068825940252282, 0.4675674797326792, 0.420430105223204, 0.2159985559992492, 0.0302763058571145, 0.0947594498284161, -0.0221530643757433, 0.1371091386536136, 0.0969068369886372, 12.129881490021944, 0.2786361767794006, 0.5171160491881892, 0.2718493422726169, 0.2114490787498653, -1.0049763699062169, 0.1038409625180066, 0.0399790445808321, -0.2226463360711932, -0.0962933682603762, 1.38172154314816, 12.004056338220835, -0.7893174014752731, -1.0617312764807139, -1.156636718835216, -1.3627013159857597, -1.8576988012118818, -2.4239421972306445, -2.4919706317741657, -2.744747440156061, 8.463225705898367, 31.287923915791907, -4.262203968944959, -4.749088051146828, -5.075042406795546, -4.86818450386636, -5.663914701435715, -5.614214016124606, -5.453171021072194, 34.46257923229132, -0.1518911515013315, -3.9786268963944167, -2.8912347292061895, -1.723391647276003, -0.162236918346025, 1.5139244596939534, 2.71203657053411, 3.0680038749706, 2.6498891334049404, -2.449265185277909]|118.7725448608398438|      1.00000000|[2161, 144, 0, 144]                                                        | 
      37|[-0.2218440494034439, -0.1210394082590938, 1.0726001784205437, 0.7015869447495788, 4.089679449243704, 0.0047233119257726, 0.4694056426233146, 0.4264810164895607, 0.2259876341558993, 0.0434347455156967, 0.1098591065965593, -0.0067303206305951, 0.1509444020921364, 0.1070700333511923, 12.134245374705642, 0.2751670365105383, 0.5040067610098049, 0.2476418154546991, 0.175139348488301, -1.0538561348803341, 0.0425138180144131, -0.0330588927026838, -0.3060538126155734, -0.1881667607231066, 1.2837741244584322, 12.955317679792643, -0.8908254004782066, -1.0401394380314741, -1.2492947989958338, -1.4465147895680275, -1.9301733851953031, -2.4831136242719367, -2.5365336346585536, -2.774154464539606, 8.448704460053705, 31.287186457091593, -4.251053538988344, -4.7286458782618865, -5.048454138217494, -4.838939388049766, -5.635590229649097, -5.590181412175298, -5.436277084751055, 34.47033233533148, -0.1541425800533034, -3.9903767860960215, -2.9104832557495683, -1.746682914730627, -0.1849232061067596, 1.4971153892111033, 2.70604197261855, 3.0759714075829834, 2.748437106143683, -2.4221734474413097]|117.2307357788085938|      3.33333333|[2221, 148, 0, 148]                                                        | 
      38|[-0.2218440494034439, -0.1210394082590938, 1.0726001784205437, 0.7015869447495788, 4.089679449243704, 0.0047233119257726, 0.4694056426233146, 0.4264810164895607, 0.2259876341558993, 0.0434347455156967, 0.1098591065965593, -0.0067303206305951, 0.1509444020921364, 0.1070700333511923, 12.134245374705642, 0.2751670365105383, 0.5040067610098049, 0.2476418154546991, 0.175139348488301, -1.0538561348803341, 0.0425138180144131, -0.0330588927026838, -0.3060538126155734, -0.1881667607231066, 1.2837741244584322, 12.955317679792643, -0.8908254004782066, -1.0401394380314741, -1.2492947989958338, -1.4465147895680275, -1.9301733851953031, -2.4831136242719367, -2.5365336346585536, -2.774154464539606, 8.448704460053705, 31.287186457091593, -4.251053538988344, -4.7286458782618865, -5.048454138217494, -4.838939388049766, -5.635590229649097, -5.590181412175298, -5.436277084751055, 34.47033233533148, -0.1541425800533034, -3.9903767860960215, -2.9104832557495683, -1.746682914730627, -0.1849232061067596, 1.4971153892111033, 2.70604197261855, 3.0759714075829834, 2.748437106143683, -2.4221734474413097]|117.2307357788085938|      1.00000000|[2281, 152, 0, 152]                                                        | 
      39|[-0.2117563423234969, -0.1221829771529883, 1.0691957294475287, 0.6981881454121321, 4.086824696190888, 0.0028881803737022, 0.4689380167401396, 0.4275571227044566, 0.2285908749327064, 0.0473570026224479, 0.1147224269807339, -0.0014350626152009, 0.1560826130444184, 0.1114414426556323, 12.137281223200262, 0.2763989696395583, 0.5031191777088679, 0.2445130021078512, 0.1698679714463651, -1.0609417199157178, 0.0341626484878361, -0.0419353877659887, -0.3145709438249469, -0.1953594324877486, 1.278873397037387, 12.93844773247838, -0.888676276546903, -1.0336842112301383, -1.2384630629676394, -1.4316697619797196, -1.912166451342273, -2.463312786188908, -2.51681979514251, -2.756880289700348, 8.460797174251638, 31.291093301741057, -4.258428846835159, -4.7502788215642795, -5.086950211552903, -4.896257490618154, -5.712752100545913, -5.686985524371266, -5.551040910882875, 34.34097116778139, 0.7807859563617967, -4.131755084497854, -3.0460297612007707, -1.8669873204198666, -0.2803892014781013, 1.4350230402778834, 2.6830332963727415, 3.0925387570168823, 2.7967086653225124, -2.362475402187556]|117.1308670043945312|      3.33333333|[2341, 156, 0, 156]                                                        | 
      40|[-0.2117563423234969, -0.1221829771529883, 1.0691957294475287, 0.6981881454121321, 4.086824696190888, 0.0028881803737022, 0.4689380167401396, 0.4275571227044566, 0.2285908749327064, 0.0473570026224479, 0.1147224269807339, -0.0014350626152009, 0.1560826130444184, 0.1114414426556323, 12.137281223200262, 0.2763989696395583, 0.5031191777088679, 0.2445130021078512, 0.1698679714463651, -1.0609417199157178, 0.0341626484878361, -0.0419353877659887, -0.3145709438249469, -0.1953594324877486, 1.278873397037387, 12.93844773247838, -0.888676276546903, -1.0336842112301383, -1.2384630629676394, -1.4316697619797196, -1.912166451342273, -2.463312786188908, -2.51681979514251, -2.756880289700348, 8.460797174251638, 31.291093301741057, -4.258428846835159, -4.7502788215642795, -5.086950211552903, -4.896257490618154, -5.712752100545913, -5.686985524371266, -5.551040910882875, 34.34097116778139, 0.7807859563617967, -4.131755084497854, -3.0460297612007707, -1.8669873204198666, -0.2803892014781013, 1.4350230402778834, 2.6830332963727415, 3.0925387570168823, 2.7967086653225124, -2.362475402187556]|117.1308670043945312|      1.00000000|[2401, 160, 0, 160]                                                        | 
      41|[-0.2117563423234969, -0.1221829771529883, 1.0691957294475287, 0.6981881454121321, 4.086824696190888, 0.0028881803737022, 0.4689380167401396, 0.4275571227044566, 0.2285908749327064, 0.0473570026224479, 0.1147224269807339, -0.0014350626152009, 0.1560826130444184, 0.1114414426556323, 12.137281223200262, 0.2763989696395583, 0.5031191777088679, 0.2445130021078512, 0.1698679714463651, -1.0609417199157178, 0.0341626484878361, -0.0419353877659887, -0.3145709438249469, -0.1953594324877486, 1.278873397037387, 12.93844773247838, -0.888676276546903, -1.0336842112301383, -1.2384630629676394, -1.4316697619797196, -1.912166451342273, -2.463312786188908, -2.51681979514251, -2.756880289700348, 8.460797174251638, 31.291093301741057, -4.258428846835159, -4.7502788215642795, -5.086950211552903, -4.896257490618154, -5.712752100545913, -5.686985524371266, -5.551040910882875, 34.34097116778139, 0.7807859563617967, -4.131755084497854, -3.0460297612007707, -1.8669873204198666, -0.2803892014781013, 1.4350230402778834, 2.6830332963727415, 3.0925387570168823, 2.7967086653225124, -2.362475402187556]|117.1308670043945312|      0.30000000|[2461, 164, 0, 164]                                                        | 
      42|[-0.2176303260494024, -0.122526047838619, 1.068174394662492, 0.6971685055177659, 4.085968270228477, 0.0023376409080811, 0.4687977289722767, 0.4278799545863876, 0.22937184717739, 0.0451748875202611, 0.1161814231891185, 0.0001535149058327, 0.157624076353386, 0.1127528654469643, 12.138191977806855, 0.2767685496073682, 0.5028529027185868, 0.2435743580572307, 0.1682865582406521, -1.0598733382066712, 0.031657297629863, -0.0445983363315463, -0.3171260831877589, -0.1975172340171412, 1.277403178741224, 12.937929618638009, -0.8880315393325873, -1.0317476431664545, -1.2352135420660488, -1.4272162533306982, -1.9067643710932316, -2.457372534670867, -2.5109056430083, -2.7516980369691737, 8.46442498860415, 31.292265355135896, -4.260641439235769, -4.756768704741262, -5.098499034298584, -4.913452922133729, -5.735900663305074, -5.716026758775115, -5.5854700587224215, 34.30216281453613, 1.0612645232467912, -4.174168576253578, -3.0866937150713056, -1.9030786443618126, -0.3090290004620329, 1.4163953352253884, 2.6761306934058666, 3.0975089620333165, 2.81119013344869, -2.344565987121314]|116.8691940307617188|      1.00000000|[2521, 168, 0, 168]                                                        | 
      43|[-0.2176303260494024, -0.122526047838619, 1.068174394662492, 0.6971685055177659, 4.085968270228477, 0.0023376409080811, 0.4687977289722767, 0.4278799545863876, 0.22937184717739, 0.0451748875202611, 0.1161814231891185, 0.0001535149058327, 0.157624076353386, 0.1127528654469643, 12.138191977806855, 0.2767685496073682, 0.5028529027185868, 0.2435743580572307, 0.1682865582406521, -1.0598733382066712, 0.031657297629863, -0.0445983363315463, -0.3171260831877589, -0.1975172340171412, 1.277403178741224, 12.937929618638009, -0.8880315393325873, -1.0317476431664545, -1.2352135420660488, -1.4272162533306982, -1.9067643710932316, -2.457372534670867, -2.5109056430083, -2.7516980369691737, 8.46442498860415, 31.292265355135896, -4.260641439235769, -4.756768704741262, -5.098499034298584, -4.913452922133729, -5.735900663305074, -5.716026758775115, -5.5854700587224215, 34.30216281453613, 1.0612645232467912, -4.174168576253578, -3.0866937150713056, -1.9030786443618126, -0.3090290004620329, 1.4163953352253884, 2.6761306934058666, 3.0975089620333165, 2.81119013344869, -2.344565987121314]|116.8691940307617188|      0.30000000|[2581, 172, 0, 172]                                                        | 
      44|[-0.2163936458528042, -0.1114636455604341, 1.0654290955280885, 0.6954405745491385, 4.085514614300337, 0.00326117570512, 0.4710406769008841, 0.4312294697301695, 0.2334760763333179, 0.049567420152016, 0.120312005514279, 0.0034228909062222, 0.159420864074491, 0.112490484607406, 12.135343789414037, 0.2708995642897207, 0.4936466421640944, 0.2308537042699754, 0.1520277131348848, -1.0795343661447987, 0.0088886027224362, -0.0700306771323085, -0.3446449963375926, -0.183861433644779, 1.5631181030767038, 12.908561449032277, -0.9163931019720621, -1.0583077578630764, -1.259245693392586, -1.4480995043122675, -1.924016942974049, -2.470679876045324, -2.520141187138506, -2.7569350277190097, 8.462912005838007, 31.294010449797497, -4.256273591774516, -4.750548604759388, -5.091286379145458, -4.906140057137236, -5.7293475130572915, -5.710990239400417, -5.582532104104757, 34.30266326194396, 1.086832209432032, -4.17832050495781, -3.0923739813733846, -1.9093228851561435, -0.3146424681181088, 1.4126809721346945, 2.675411411561072, 3.1003522942774, 2.8171451529487967, -2.337619355879724]|116.8236007690429688|      1.00000000|[2641, 176, 0, 176]                                                        | 
      45|[-0.2163936458528042, -0.1114636455604341, 1.0654290955280885, 0.6954405745491385, 4.085514614300337, 0.00326117570512, 0.4710406769008841, 0.4312294697301695, 0.2334760763333179, 0.049567420152016, 0.120312005514279, 0.0034228909062222, 0.159420864074491, 0.112490484607406, 12.135343789414037, 0.2708995642897207, 0.4936466421640944, 0.2308537042699754, 0.1520277131348848, -1.0795343661447987, 0.0088886027224362, -0.0700306771323085, -0.3446449963375926, -0.183861433644779, 1.5631181030767038, 12.908561449032277, -0.9163931019720621, -1.0583077578630764, -1.259245693392586, -1.4480995043122675, -1.924016942974049, -2.470679876045324, -2.520141187138506, -2.7569350277190097, 8.462912005838007, 31.294010449797497, -4.256273591774516, -4.750548604759388, -5.091286379145458, -4.906140057137236, -5.7293475130572915, -5.710990239400417, -5.582532104104757, 34.30266326194396, 1.086832209432032, -4.17832050495781, -3.0923739813733846, -1.9093228851561435, -0.3146424681181088, 1.4126809721346945, 2.675411411561072, 3.1003522942774, 2.8171451529487967, -2.337619355879724]|116.8236007690429688|      0.30000000|[2701, 180, 0, 180]                                                        | 
      46|[-0.2244112985208631, -0.1080305891518947, 1.0627580030122772, 0.6930939699523151, 4.083865274616983, 0.0026133910287172, 0.4715921258029994, 0.4383203628385672, 0.2364727999665774, 0.0535149524221197, 0.1248419026378542, 0.0080497140297666, 0.1635714432923123, 0.1155394435627386, 12.136652954912279, 0.2698588221392129, 0.4897138555243146, 0.2235914459452033, 0.141134793870151, -1.0941982961958274, -0.0095095406286418, -0.0919420598074794, -0.3696672404184937, -0.2114234521286562, 1.5337338756071404, 13.193939875345677, -0.9468455024180003, -1.087896360346349, -1.2870431185583584, -1.4732435467594769, -1.9457593185416044, -2.4884313052752987, -2.533510088935145, -2.765757135406602, 8.458555631805211, 31.293789212184492, -4.252928462694399, -4.744415952707641, -5.083309898385778, -4.8973665216472, -5.720850171521306, -5.703780457843095, -5.577463923022151, 34.304989193042275, 1.0861567808315158, -4.181845471961424, -3.0981485394295305, -1.916310265485663, -0.3214483546325937, 1.4076382506173104, 2.6736130320932716, 3.102742554154247, 2.823511205147952, -2.341986398678273]|116.6120910644531250|      1.00000000|[2761, 184, 0, 184]                                                        | 
      47|[-0.2244112985208631, -0.1080305891518947, 1.0627580030122772, 0.6930939699523151, 4.083865274616983, 0.0026133910287172, 0.4715921258029994, 0.4383203628385672, 0.2364727999665774, 0.0535149524221197, 0.1248419026378542, 0.0080497140297666, 0.1635714432923123, 0.1155394435627386, 12.136652954912279, 0.2698588221392129, 0.4897138555243146, 0.2235914459452033, 0.141134793870151, -1.0941982961958274, -0.0095095406286418, -0.0919420598074794, -0.3696672404184937, -0.2114234521286562, 1.5337338756071404, 13.193939875345677, -0.9468455024180003, -1.087896360346349, -1.2870431185583584, -1.4732435467594769, -1.9457593185416044, -2.4884313052752987, -2.533510088935145, -2.765757135406602, 8.458555631805211, 31.293789212184492, -4.252928462694399, -4.744415952707641, -5.083309898385778, -4.8973665216472, -5.720850171521306, -5.703780457843095, -5.577463923022151, 34.304989193042275, 1.0861567808315158, -4.181845471961424, -3.0981485394295305, -1.916310265485663, -0.3214483546325937, 1.4076382506173104, 2.6736130320932716, 3.102742554154247, 2.823511205147952, -2.341986398678273]|116.6120910644531250|      0.30000000|[2821, 188, 0, 188]                                                        | 
      48|[-0.2244112985208631, -0.1080305891518947, 1.0627580030122772, 0.6930939699523151, 4.083865274616983, 0.0026133910287172, 0.4715921258029994, 0.4383203628385672, 0.2364727999665774, 0.0535149524221197, 0.1248419026378542, 0.0080497140297666, 0.1635714432923123, 0.1155394435627386, 12.136652954912279, 0.2698588221392129, 0.4897138555243146, 0.2235914459452033, 0.141134793870151, -1.0941982961958274, -0.0095095406286418, -0.0919420598074794, -0.3696672404184937, -0.2114234521286562, 1.5337338756071404, 13.193939875345677, -0.9468455024180003, -1.087896360346349, -1.2870431185583584, -1.4732435467594769, -1.9457593185416044, -2.4884313052752987, -2.533510088935145, -2.765757135406602, 8.458555631805211, 31.293789212184492, -4.252928462694399, -4.744415952707641, -5.083309898385778, -4.8973665216472, -5.720850171521306, -5.703780457843095, -5.577463923022151, 34.304989193042275, 1.0861567808315158, -4.181845471961424, -3.0981485394295305, -1.916310265485663, -0.3214483546325937, 1.4076382506173104, 2.6736130320932716, 3.102742554154247, 2.823511205147952, -2.341986398678273]|116.6120910644531250|      0.09000000|[2881, 192, 0, 192]                                                        | 
