k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.90000000|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      51|[0.4772893321913281, 0.4626196939804577, 0.314382996753687, 0.662363319505776, 0.3586152182221798, 0.5191511862875392, 0.472284292502487, 0.3059988779916335, 0.6277127427598572, 0.2645498052452127, 1.0439963674616708, -0.8313730897336936, 0.9193009354509493, 0.8772002734678865, 0.9739632928502664, 0.8468567198205571, 0.9075514135009607, 0.6570355741021505, 0.8895216503290841, 0.9354398723779914, 0.690170757751851, 1.208913238359556]|  0.8537930846214294|      0.16677182|[1341, 204, 0, 102]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      52|[0.4772893321913281, 0.4626196939804577, 0.314382996753687, 0.662363319505776, 0.3586152182221798, 0.5191511862875392, 0.472284292502487, 0.3059988779916335, 0.6277127427598572, 0.2645498052452127, 1.0439963674616708, -0.8313730897336936, 0.9193009354509493, 0.8772002734678865, 0.9739632928502664, 0.8468567198205571, 0.9075514135009607, 0.6570355741021505, 0.8895216503290841, 0.9354398723779914, 0.690170757751851, 1.208913238359556]|  0.8537930846214294|      0.15009464|[1367, 208, 0, 104]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      53|[0.4851539428192652, 0.4221781821153866, 0.2726756512954672, 0.6512098985194761, 0.3602544440479402, 0.5318292741508371, 0.4827538630466786, 0.2509579720243288, 0.5684541175906043, 0.2464791933300612, 1.0759957026827016, -0.8816672001690224, 0.8578458379324932, 0.8765856409440674, 1.0115029397803137, 0.8590476265608067, 0.9092222488441821, 0.6368418865874783, 0.8568419564171014, 0.9469961315537698, 0.6545400598900976, 1.216424980966953]|  0.8376488685607910|      0.16677182|[1393, 212, 0, 106]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      54|[0.4851539428192652, 0.4221781821153866, 0.2726756512954672, 0.6512098985194761, 0.3602544440479402, 0.5318292741508371, 0.4827538630466786, 0.2509579720243288, 0.5684541175906043, 0.2464791933300612, 1.0759957026827016, -0.8816672001690224, 0.8578458379324932, 0.8765856409440674, 1.0115029397803137, 0.8590476265608067, 0.9092222488441821, 0.6368418865874783, 0.8568419564171014, 0.9469961315537698, 0.6545400598900976, 1.216424980966953]|  0.8376488685607910|      0.15009464|[1419, 216, 0, 108]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      55|[0.4559500403836487, 0.4557381369311754, 0.2383379532846961, 0.6249221634773089, 0.3030249707992115, 0.4935815748982524, 0.4366473156563638, 0.2153863868770469, 0.5448267051017354, 0.2330027008043914, 1.0674022072693923, -0.9457583411054149, 0.9111115284667466, 0.9028969023264617, 1.009587144490384, 0.838196524210022, 0.9001510764342073, 0.6429778832625594, 0.8605225190408804, 0.9090877242446, 0.649247482938956, 1.2085510882587571]|  0.8174188733100891|      0.16677182|[1445, 220, 0, 110]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      56|[0.5152996845353313, 0.4165026276058997, 0.2502805008733316, 0.556504187559188, 0.2842823746498767, 0.4859140671872652, 0.4158431077862034, 0.1856129160904927, 0.5281643728366353, 0.1677802563068742, 1.0763806185283529, -1.0334515742199057, 0.8917271558015114, 0.8851758811046226, 1.026443300697144, 0.8420153920067368, 0.9013555203627062, 0.6112826372580286, 0.8790119291478535, 0.8893291854712542, 0.6830858900434282, 1.2134384526871502]|  0.7981538772583008|      0.18530202|[1472, 224, 0, 112]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      57|[0.5152996845353313, 0.4165026276058997, 0.2502805008733316, 0.556504187559188, 0.2842823746498767, 0.4859140671872652, 0.4158431077862034, 0.1856129160904927, 0.5281643728366353, 0.1677802563068742, 1.0763806185283529, -1.0334515742199057, 0.8917271558015114, 0.8851758811046226, 1.026443300697144, 0.8420153920067368, 0.9013555203627062, 0.6112826372580286, 0.8790119291478535, 0.8893291854712542, 0.6830858900434282, 1.2134384526871502]|  0.7981538772583008|      0.16677182|[1498, 228, 0, 114]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      58|[0.5152996845353313, 0.4165026276058997, 0.2502805008733316, 0.556504187559188, 0.2842823746498767, 0.4859140671872652, 0.4158431077862034, 0.1856129160904927, 0.5281643728366353, 0.1677802563068742, 1.0763806185283529, -1.0334515742199057, 0.8917271558015114, 0.8851758811046226, 1.026443300697144, 0.8420153920067368, 0.9013555203627062, 0.6112826372580286, 0.8790119291478535, 0.8893291854712542, 0.6830858900434282, 1.2134384526871502]|  0.7981538772583008|      0.15009464|[1524, 232, 0, 116]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      59|[0.4183685903310923, 0.3875483863127729, 0.2520822049528053, 0.5772690784937518, 0.2739415587784304, 0.4450570225978197, 0.4003869856099601, 0.1616920275876319, 0.5161939318939962, 0.1535721016117338, 1.1186483066753115, -1.0878962919434751, 0.8544512223537499, 0.8791464837899967, 0.9838554504513729, 0.8277722217374396, 0.9088797348762412, 0.6079511982143577, 0.8601238888675221, 0.8729451145863433, 0.677421200941111, 1.2103937889197631]|  0.7812213301658630|      0.16677182|[1550, 236, 0, 118]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      60|[0.3677814616388829, 0.3895219890953325, 0.2197422575835878, 0.5284429621083563, 0.262502352069703, 0.4177394060796447, 0.3496904459521564, 0.1502358167348627, 0.4280517638052047, 0.1626702850389323, 1.0994353111948916, -1.1418258636130827, 0.8563769950423796, 0.9054307880589209, 1.0138919171464156, 0.8016159140231155, 0.9119364319987578, 0.5690018733465588, 0.8148293612318714, 0.9026392233951618, 0.693591056638293, 1.199902393953037]|  0.7597911953926086|      0.18530202|[1576, 240, 0, 120]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      61|[0.3677814616388829, 0.3895219890953325, 0.2197422575835878, 0.5284429621083563, 0.262502352069703, 0.4177394060796447, 0.3496904459521564, 0.1502358167348627, 0.4280517638052047, 0.1626702850389323, 1.0994353111948916, -1.1418258636130827, 0.8563769950423796, 0.9054307880589209, 1.0138919171464156, 0.8016159140231155, 0.9119364319987578, 0.5690018733465588, 0.8148293612318714, 0.9026392233951618, 0.693591056638293, 1.199902393953037]|  0.7597911953926086|      0.16677182|[1602, 244, 0, 122]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      62|[0.3714659548287232, 0.3655645115032705, 0.2338355816118065, 0.5039028997720111, 0.2366235935700568, 0.3522864993230955, 0.3785938875001844, 0.1487413056176069, 0.3965541095732973, 0.0979895127468144, 1.110568138515942, -1.2260653602331857, 0.8561870979497738, 0.9286109646584889, 0.9819400482230339, 0.807112894265225, 0.9090229495136538, 0.5478206853325359, 0.765989559343617, 0.8448436024036718, 0.6937064320460782, 1.2214846468088778]|  0.7416378259658813|      0.18530202|[1628, 248, 0, 124]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      63|[0.3714659548287232, 0.3655645115032705, 0.2338355816118065, 0.5039028997720111, 0.2366235935700568, 0.3522864993230955, 0.3785938875001844, 0.1487413056176069, 0.3965541095732973, 0.0979895127468144, 1.110568138515942, -1.2260653602331857, 0.8561870979497738, 0.9286109646584889, 0.9819400482230339, 0.807112894265225, 0.9090229495136538, 0.5478206853325359, 0.765989559343617, 0.8448436024036718, 0.6937064320460782, 1.2214846468088778]|  0.7416378259658813|      0.16677182|[1654, 252, 0, 126]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      64|[0.3714659548287232, 0.3655645115032705, 0.2338355816118065, 0.5039028997720111, 0.2366235935700568, 0.3522864993230955, 0.3785938875001844, 0.1487413056176069, 0.3965541095732973, 0.0979895127468144, 1.110568138515942, -1.2260653602331857, 0.8561870979497738, 0.9286109646584889, 0.9819400482230339, 0.807112894265225, 0.9090229495136538, 0.5478206853325359, 0.765989559343617, 0.8448436024036718, 0.6937064320460782, 1.2214846468088778]|  0.7416378259658813|      0.15009464|[1680, 256, 0, 128]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      65|[0.3532811630688648, 0.3275313035764637, 0.2278031678440148, 0.5076724809421604, 0.2276651127794831, 0.3400761542055331, 0.3513647031358685, 0.1236602273641812, 0.3852594036385376, 0.0958909985777999, 1.11183912948916, -1.3002263542262749, 0.7999505856358698, 0.9147175432497835, 1.0048243319052632, 0.8286496722138919, 0.8307742481629402, 0.5215901019365567, 0.7910108059530415, 0.8655766324814066, 0.7239297817121655, 1.2029390518154717]|  0.7265510559082031|      0.16677182|[1706, 260, 0, 130]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      66|[0.3532811630688648, 0.3275313035764637, 0.2278031678440148, 0.5076724809421604, 0.2276651127794831, 0.3400761542055331, 0.3513647031358685, 0.1236602273641812, 0.3852594036385376, 0.0958909985777999, 1.11183912948916, -1.3002263542262749, 0.7999505856358698, 0.9147175432497835, 1.0048243319052632, 0.8286496722138919, 0.8307742481629402, 0.5215901019365567, 0.7910108059530415, 0.8655766324814066, 0.7239297817121655, 1.2029390518154717]|  0.7265510559082031|      0.15009464|[1733, 264, 0, 132]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      67|[0.3814977074218866, 0.2993157835944452, 0.2158834102008089, 0.4545625900077044, 0.2239811494048511, 0.3607449493520684, 0.3418178468888723, 0.065582904590155, 0.3819776552789097, 0.0828590903112589, 1.1187881526404013, -1.3761420170326588, 0.7846358662786175, 0.8933355286629917, 0.9953759410320346, 0.7908575528371317, 0.7989208278451679, 0.4649460560331075, 0.7809052609721082, 0.8329573292596659, 0.7045029467912449, 1.2129602713078933]|  0.7111735343933105|      0.16677182|[1760, 268, 0, 134]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      68|[0.3329010356556284, 0.2931594754833289, 0.1775287876715468, 0.4321423459730662, 0.2230163474206599, 0.357521097749576, 0.3136399337133322, 0.0698513169986444, 0.3352345629565264, 0.0380082317462499, 1.1076087639126595, -1.4866409790718695, 0.8073313203185577, 0.9032753727756192, 0.9817324719179177, 0.7455738248153823, 0.7823489777690351, 0.4163162831953455, 0.7895783522378467, 0.8389948714165545, 0.6970019160785355, 1.1923098756143042]|  0.6894511580467224|      0.18530202|[1786, 272, 0, 136]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      69|[0.3329010356556284, 0.2931594754833289, 0.1775287876715468, 0.4321423459730662, 0.2230163474206599, 0.357521097749576, 0.3136399337133322, 0.0698513169986444, 0.3352345629565264, 0.0380082317462499, 1.1076087639126595, -1.4866409790718695, 0.8073313203185577, 0.9032753727756192, 0.9817324719179177, 0.7455738248153823, 0.7823489777690351, 0.4163162831953455, 0.7895783522378467, 0.8389948714165545, 0.6970019160785355, 1.1923098756143042]|  0.6894511580467224|      0.16677182|[1813, 276, 0, 138]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      70|[0.3329010356556284, 0.2931594754833289, 0.1775287876715468, 0.4321423459730662, 0.2230163474206599, 0.357521097749576, 0.3136399337133322, 0.0698513169986444, 0.3352345629565264, 0.0380082317462499, 1.1076087639126595, -1.4866409790718695, 0.8073313203185577, 0.9032753727756192, 0.9817324719179177, 0.7455738248153823, 0.7823489777690351, 0.4163162831953455, 0.7895783522378467, 0.8389948714165545, 0.6970019160785355, 1.1923098756143042]|  0.6894511580467224|      0.15009464|[1840, 280, 0, 140]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      71|[0.3329010356556284, 0.2931594754833289, 0.1775287876715468, 0.4321423459730662, 0.2230163474206599, 0.357521097749576, 0.3136399337133322, 0.0698513169986444, 0.3352345629565264, 0.0380082317462499, 1.1076087639126595, -1.4866409790718695, 0.8073313203185577, 0.9032753727756192, 0.9817324719179177, 0.7455738248153823, 0.7823489777690351, 0.4163162831953455, 0.7895783522378467, 0.8389948714165545, 0.6970019160785355, 1.1923098756143042]|  0.6894511580467224|      0.13508517|[1867, 284, 0, 142]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      72|[0.3329010356556284, 0.2931594754833289, 0.1775287876715468, 0.4321423459730662, 0.2230163474206599, 0.357521097749576, 0.3136399337133322, 0.0698513169986444, 0.3352345629565264, 0.0380082317462499, 1.1076087639126595, -1.4866409790718695, 0.8073313203185577, 0.9032753727756192, 0.9817324719179177, 0.7455738248153823, 0.7823489777690351, 0.4163162831953455, 0.7895783522378467, 0.8389948714165545, 0.6970019160785355, 1.1923098756143042]|  0.6894511580467224|      0.12157665|[1893, 288, 0, 144]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      73|[0.3051752189342957, 0.2869987935193319, 0.1738064846669492, 0.3884298486499141, 0.2025259752639495, 0.3444927136946591, 0.27748704702022, 0.0224579158230925, 0.3284108899474247, 0.021841622633371, 1.1269244576949635, -1.5120254674931004, 0.8084000268457228, 0.8673510459785727, 0.9613785381001473, 0.7925022348792623, 0.7474701222732155, 0.3945037146891658, 0.7856058782468911, 0.8517844641013927, 0.6866113702518953, 1.1659750673268263]|  0.6778298020362854|      0.13508517|[1920, 292, 0, 146]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      74|[0.3051752189342957, 0.2869987935193319, 0.1738064846669492, 0.3884298486499141, 0.2025259752639495, 0.3444927136946591, 0.27748704702022, 0.0224579158230925, 0.3284108899474247, 0.021841622633371, 1.1269244576949635, -1.5120254674931004, 0.8084000268457228, 0.8673510459785727, 0.9613785381001473, 0.7925022348792623, 0.7474701222732155, 0.3945037146891658, 0.7856058782468911, 0.8517844641013927, 0.6866113702518953, 1.1659750673268263]|  0.6778298020362854|      0.12157665|[1946, 296, 0, 148]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      75|[0.3051752189342957, 0.2869987935193319, 0.1738064846669492, 0.3884298486499141, 0.2025259752639495, 0.3444927136946591, 0.27748704702022, 0.0224579158230925, 0.3284108899474247, 0.021841622633371, 1.1269244576949635, -1.5120254674931004, 0.8084000268457228, 0.8673510459785727, 0.9613785381001473, 0.7925022348792623, 0.7474701222732155, 0.3945037146891658, 0.7856058782468911, 0.8517844641013927, 0.6866113702518953, 1.1659750673268263]|  0.6778298020362854|      0.10941899|[1972, 300, 0, 150]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      76|[0.248478063859754, 0.2831746605658012, 0.168377298811142, 0.3505933994653713, 0.218266373740656, 0.3299575510169295, 0.3055804688874171, -0.0030980686334715, 0.3091399098334088, 0.0179981638323936, 1.1156142561836528, -1.5451522491738565, 0.8025808543795424, 0.8616520700457108, 0.944224646919289, 0.7554680004316835, 0.7462662169940922, 0.3794957319603066, 0.7738354481648492, 0.812852137473049, 0.6795574261235671, 1.1762986395963961]|  0.6687759757041931|      0.12157665|[1998, 304, 0, 152]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      77|[0.2273637896018865, 0.2686446096869163, 0.1102765312136225, 0.322396571915197, 0.227745324998022, 0.2938242226594321, 0.2619687923984893, -0.0053038658304608, 0.2967857608033955, -0.0116844898391834, 1.0841142638187407, -1.5840731244882742, 0.8260879076279595, 0.8611206097521363, 0.9322530047669314, 0.7127077298972189, 0.7428498996171515, 0.3924180386590899, 0.7615590361429849, 0.8008878791036509, 0.6850947090157424, 1.1853710957406869]|  0.6561295986175537|      0.13508517|[2024, 308, 0, 154]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      78|[0.2273637896018865, 0.2686446096869163, 0.1102765312136225, 0.322396571915197, 0.227745324998022, 0.2938242226594321, 0.2619687923984893, -0.0053038658304608, 0.2967857608033955, -0.0116844898391834, 1.0841142638187407, -1.5840731244882742, 0.8260879076279595, 0.8611206097521363, 0.9322530047669314, 0.7127077298972189, 0.7428498996171515, 0.3924180386590899, 0.7615590361429849, 0.8008878791036509, 0.6850947090157424, 1.1853710957406869]|  0.6561295986175537|      0.12157665|[2050, 312, 0, 156]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      79|[0.1977656367057621, 0.2413516218707822, 0.0821226651658725, 0.2948087614059914, 0.1876157554031301, 0.2953546699743986, 0.2103237608539155, -0.0303125546771159, 0.3013523023642802, -0.0235752395846659, 1.0329871863780822, -1.6320708060407194, 0.8264996360436411, 0.8544999902372332, 0.9139206930376872, 0.6913055106008629, 0.7422237306741334, 0.3823500535440935, 0.7671605124167566, 0.8186327109626064, 0.6904178293804673, 1.167868178337104]|  0.6426871418952942|      0.13508517|[2076, 316, 0, 158]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      80|[0.1977656367057621, 0.2413516218707822, 0.0821226651658725, 0.2948087614059914, 0.1876157554031301, 0.2953546699743986, 0.2103237608539155, -0.0303125546771159, 0.3013523023642802, -0.0235752395846659, 1.0329871863780822, -1.6320708060407194, 0.8264996360436411, 0.8544999902372332, 0.9139206930376872, 0.6913055106008629, 0.7422237306741334, 0.3823500535440935, 0.7671605124167566, 0.8186327109626064, 0.6904178293804673, 1.167868178337104]|  0.6426871418952942|      0.12157665|[2102, 320, 0, 160]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      81|[0.1977656367057621, 0.2413516218707822, 0.0821226651658725, 0.2948087614059914, 0.1876157554031301, 0.2953546699743986, 0.2103237608539155, -0.0303125546771159, 0.3013523023642802, -0.0235752395846659, 1.0329871863780822, -1.6320708060407194, 0.8264996360436411, 0.8544999902372332, 0.9139206930376872, 0.6913055106008629, 0.7422237306741334, 0.3823500535440935, 0.7671605124167566, 0.8186327109626064, 0.6904178293804673, 1.167868178337104]|  0.6426871418952942|      0.10941899|[2128, 324, 0, 162]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      82|[0.1977656367057621, 0.2413516218707822, 0.0821226651658725, 0.2948087614059914, 0.1876157554031301, 0.2953546699743986, 0.2103237608539155, -0.0303125546771159, 0.3013523023642802, -0.0235752395846659, 1.0329871863780822, -1.6320708060407194, 0.8264996360436411, 0.8544999902372332, 0.9139206930376872, 0.6913055106008629, 0.7422237306741334, 0.3823500535440935, 0.7671605124167566, 0.8186327109626064, 0.6904178293804673, 1.167868178337104]|  0.6426871418952942|      0.09847709|[2155, 328, 0, 164]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      83|[0.177337759350752, 0.2100243104799271, 0.0874007566209125, 0.2643614140076853, 0.1961594784122285, 0.3049679683310551, 0.210835809381711, -0.0468380658458375, 0.2905084263975027, -0.0441944414600215, 1.0123989920158378, -1.6771236663788631, 0.8491580234292253, 0.871936580425523, 0.9306934339457407, 0.7022666842607774, 0.7339394060443672, 0.3592578028192298, 0.7465756716328721, 0.8574117289798118, 0.6951798596774881, 1.1561215759897585]|  0.6349036097526550|      0.10941899|[2181, 332, 0, 166]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      84|[0.177337759350752, 0.2100243104799271, 0.0874007566209125, 0.2643614140076853, 0.1961594784122285, 0.3049679683310551, 0.210835809381711, -0.0468380658458375, 0.2905084263975027, -0.0441944414600215, 1.0123989920158378, -1.6771236663788631, 0.8491580234292253, 0.871936580425523, 0.9306934339457407, 0.7022666842607774, 0.7339394060443672, 0.3592578028192298, 0.7465756716328721, 0.8574117289798118, 0.6951798596774881, 1.1561215759897585]|  0.6349036097526550|      0.09847709|[2207, 336, 0, 168]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      85|[0.1794212989482097, 0.2208194697895985, 0.0410116707856286, 0.2541122424226936, 0.194686921923921, 0.282905598461741, 0.1731338357697026, -0.0739538623681781, 0.2439699602078452, -0.0312404731553023, 1.0014428453241027, -1.7022315262134988, 0.8361264068883583, 0.875314735010034, 0.9100854470407274, 0.702185947530252, 0.7265904682980567, 0.3844608752545231, 0.7539403036653178, 0.8715939948557352, 0.6973204170993631, 1.1501986238670536]|  0.6274469494819641|      0.10941899|[2233, 340, 0, 170]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      86|[0.1799236490659918, 0.2169217019501869, 0.0120194187534898, 0.1987178382856867, 0.1811427926513463, 0.2806172270860279, 0.154151644371131, -0.0854385409366574, 0.2044685591621892, -0.0375707419902087, 1.0126512685977103, -1.738049707394155, 0.8226716581652063, 0.8694577683442734, 0.8690838255439873, 0.7251545220434263, 0.7204689554218111, 0.3760924919208372, 0.7853866320966475, 0.8802470895569166, 0.6838057404600684, 1.1742850229787467]|  0.6187502741813660|      0.12157665|[2259, 344, 0, 172]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      87|[0.172965198929196, 0.1975758962221203, 0.0023768724121439, 0.1624133967196566, 0.1665250802226201, 0.2817745769656302, 0.1354329678022879, -0.0981085914776467, 0.161005578429283, -0.0845845822598283, 0.9861831260681283, -1.7986731487556387, 0.8310878032092577, 0.8757587863014582, 0.8337733086523329, 0.7521583582598373, 0.7050648466749414, 0.3689873080664456, 0.7608460592936321, 0.8807010773716992, 0.6596922751384585, 1.1605762624607892]|  0.6065256595611572|      0.13508517|[2287, 348, 0, 174]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      88|[0.172965198929196, 0.1975758962221203, 0.0023768724121439, 0.1624133967196566, 0.1665250802226201, 0.2817745769656302, 0.1354329678022879, -0.0981085914776467, 0.161005578429283, -0.0845845822598283, 0.9861831260681283, -1.7986731487556387, 0.8310878032092577, 0.8757587863014582, 0.8337733086523329, 0.7521583582598373, 0.7050648466749414, 0.3689873080664456, 0.7608460592936321, 0.8807010773716992, 0.6596922751384585, 1.1605762624607892]|  0.6065256595611572|      0.12157665|[2313, 352, 0, 176]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      89|[0.172965198929196, 0.1975758962221203, 0.0023768724121439, 0.1624133967196566, 0.1665250802226201, 0.2817745769656302, 0.1354329678022879, -0.0981085914776467, 0.161005578429283, -0.0845845822598283, 0.9861831260681283, -1.7986731487556387, 0.8310878032092577, 0.8757587863014582, 0.8337733086523329, 0.7521583582598373, 0.7050648466749414, 0.3689873080664456, 0.7608460592936321, 0.8807010773716992, 0.6596922751384585, 1.1605762624607892]|  0.6065256595611572|      0.10941899|[2339, 356, 0, 178]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      90|[0.172965198929196, 0.1975758962221203, 0.0023768724121439, 0.1624133967196566, 0.1665250802226201, 0.2817745769656302, 0.1354329678022879, -0.0981085914776467, 0.161005578429283, -0.0845845822598283, 0.9861831260681283, -1.7986731487556387, 0.8310878032092577, 0.8757587863014582, 0.8337733086523329, 0.7521583582598373, 0.7050648466749414, 0.3689873080664456, 0.7608460592936321, 0.8807010773716992, 0.6596922751384585, 1.1605762624607892]|  0.6065256595611572|      0.09847709|[2365, 360, 0, 180]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      91|[0.172965198929196, 0.1975758962221203, 0.0023768724121439, 0.1624133967196566, 0.1665250802226201, 0.2817745769656302, 0.1354329678022879, -0.0981085914776467, 0.161005578429283, -0.0845845822598283, 0.9861831260681283, -1.7986731487556387, 0.8310878032092577, 0.8757587863014582, 0.8337733086523329, 0.7521583582598373, 0.7050648466749414, 0.3689873080664456, 0.7608460592936321, 0.8807010773716992, 0.6596922751384585, 1.1605762624607892]|  0.6065256595611572|      0.08862938|[2392, 364, 0, 182]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      92|[0.1700403891056763, 0.1970171037199728, -0.0135655763360107, 0.1446342301987579, 0.1385696476185168, 0.287100761059299, 0.1404116538714683, -0.104201355322965, 0.1397134840959574, -0.1138575847402172, 0.9805082012794015, -1.8504727842153237, 0.8223837982183456, 0.8543257933767102, 0.8298382615800134, 0.7206886296630408, 0.6831842999697356, 0.3810945405444331, 0.7586724487922843, 0.8852526394913114, 0.646871252225394, 1.1558367597017463]|  0.5986424684524536|      0.09847709|[2418, 368, 0, 184]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      93|[0.1700403891056763, 0.1970171037199728, -0.0135655763360107, 0.1446342301987579, 0.1385696476185168, 0.287100761059299, 0.1404116538714683, -0.104201355322965, 0.1397134840959574, -0.1138575847402172, 0.9805082012794015, -1.8504727842153237, 0.8223837982183456, 0.8543257933767102, 0.8298382615800134, 0.7206886296630408, 0.6831842999697356, 0.3810945405444331, 0.7586724487922843, 0.8852526394913114, 0.646871252225394, 1.1558367597017463]|  0.5986424684524536|      0.08862938|[2445, 372, 0, 186]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      94|[0.1533101486074905, 0.1854327724524586, -0.0277895625689883, 0.1189141403458426, 0.1295462741401323, 0.2655602007471626, 0.1085451172743851, -0.1143068768131215, 0.1146243490912836, -0.1230203460866048, 0.9788360834178571, -1.8709363389361564, 0.8254275182079442, 0.8561402511124478, 0.810932870181251, 0.7015388796368603, 0.7081833872050518, 0.3768195930534412, 0.7588465994598308, 0.8790498394780701, 0.6271118834776863, 1.1114477343388869]|  0.5914509892463684|      0.09847709|[2471, 376, 0, 188]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      95|[0.1533101486074905, 0.1854327724524586, -0.0277895625689883, 0.1189141403458426, 0.1295462741401323, 0.2655602007471626, 0.1085451172743851, -0.1143068768131215, 0.1146243490912836, -0.1230203460866048, 0.9788360834178571, -1.8709363389361564, 0.8254275182079442, 0.8561402511124478, 0.810932870181251, 0.7015388796368603, 0.7081833872050518, 0.3768195930534412, 0.7588465994598308, 0.8790498394780701, 0.6271118834776863, 1.1114477343388869]|  0.5914509892463684|      0.08862938|[2497, 380, 0, 190]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      96|[0.1369628565791534, 0.1615982415494173, -0.0427501481363531, 0.09187721616314, 0.1043673932944682, 0.2418130139064181, 0.101564214331592, -0.1228121855370851, 0.1262350768308678, -0.1121632726875655, 0.9661332769784241, -1.9067948595395825, 0.7970704373178755, 0.86160846274073, 0.8207344007991051, 0.7005286597021547, 0.6905039156273379, 0.4111245234004157, 0.7487996921465389, 0.8688846340080013, 0.6169061835838984, 1.093636501350708]|  0.5848436951637268|      0.09847709|[2523, 384, 0, 192]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      97|[0.1369628565791534, 0.1615982415494173, -0.0427501481363531, 0.09187721616314, 0.1043673932944682, 0.2418130139064181, 0.101564214331592, -0.1228121855370851, 0.1262350768308678, -0.1121632726875655, 0.9661332769784241, -1.9067948595395825, 0.7970704373178755, 0.86160846274073, 0.8207344007991051, 0.7005286597021547, 0.6905039156273379, 0.4111245234004157, 0.7487996921465389, 0.8688846340080013, 0.6169061835838984, 1.093636501350708]|  0.5848436951637268|      0.08862938|[2549, 388, 0, 194]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
