k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
      61|[-0.3645114548199462, -0.2791112527140051, -0.1232272887782441, -0.0433624389018846, -0.0323964131419148, -0.0492193438605579, -0.0684150498827729, -0.077744420542995, -0.0816051032147602, -0.0826136928690214, -0.0882058049409846, -0.1011331392619154, -0.1174350562835842, -0.1338782040621538, -0.143266080850232, -0.1433137348443895, -0.1416063845729325, -0.1409370563468511, -0.1513873762965747, -0.1602254256921369, -0.1668025347299772, -0.1693562190189415, -0.1720791257293142, -0.1803748627848535, -0.1955888839960728, -0.2073177628883912, -0.2082762518088765, -0.196746855260074, -0.2003706379270894, -0.2008827862820766, -0.2061608584095565, -0.2090041212997318, -0.2228464768713581, -0.2201727765681845, -0.2130151068091897, -0.2195765942917102, -0.2257693240896355, -0.2391648014263311, -0.2478145951722428, -0.2529204998561592, -0.2426837341664353, -0.2410718836547629, -0.2410663565953208, -0.2492904787808041, -0.255107631366644, -0.2491916808507554, -0.2388718651622775, -0.22882024884251, -0.2252606643629602, -0.2344839325270457, -0.2377874689656282, -0.2403128650332582, -0.2496680106164088, -0.2527627231036466, -0.2499776753618216, -0.2593899109745205, -0.250379133751011, -0.2544348682013242, -0.247323658017186, -0.2408387171647759, -0.2337870182640049, -0.2328002386782964, -0.2378575631681603, -0.2346590632883225, -0.2342565330314531, -0.226082040795955, -0.2203682040495989, -0.2180374381372281, -0.206552828785724, -0.2036703990382535, -0.1915731910762335, -0.1989327800499109, -0.1887367553145668, -0.1743368657613789, -0.1723055512042341, -0.1723161649471022, -0.1798996721194043, -0.1786130522115539, -0.1787348379530478, -0.1779762784766182, -0.1734174619412019, -0.1627836839539773, -0.14313145310114, -0.143046528718086, -0.1394423877019796, -0.1289534442118832, -0.122182297366808, -0.1148306282566131, -0.1124817670687147, -0.1048658020295141, -0.1007379201721924, -0.0924295866316571, -0.0861156406621514, -0.0715622547969578, -0.0583812436771175, -0.0346685294388882, -0.0378303563152896, -0.1215677168867204, -0.2766601907190761, -0.3611877872954051]| 99.0148391723632812|      0.00800000|[14370, 854, 0, 122]                                                       |  | trying linear partial model with 122 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
      62|[-0.365931043104826, -0.2821730180776852, -0.1250504571871108, -0.0436253821723196, -0.0321336684790882, -0.0486269630444737, -0.0691550515620769, -0.0769842100969276, -0.0819465986026788, -0.0829444603109151, -0.086841234349375, -0.1008068208100356, -0.1174821108717646, -0.1338102567200964, -0.1424824615965737, -0.1443022032674804, -0.1413359161545784, -0.1414089638481824, -0.150515671667901, -0.1608091657283465, -0.167153855926426, -0.1685172019686225, -0.1710229717598381, -0.1805019798557758, -0.195578725214178, -0.2070755458767908, -0.2074581371403314, -0.1971748160467895, -0.1995992448065216, -0.200956116426077, -0.2052729447871705, -0.2096657900403612, -0.2220496718641315, -0.2206123606996858, -0.2127899057375912, -0.2192059822368249, -0.226446452601082, -0.2386834189420223, -0.2478834857513623, -0.2530468073487465, -0.2427161592769969, -0.2409110355942176, -0.2416554791269794, -0.2490045712324525, -0.2555144267671636, -0.2486039471419307, -0.2392555557413134, -0.2287400430913973, -0.2257468113571527, -0.2341898923203763, -0.2374230491835323, -0.2404517343312942, -0.2490420609258624, -0.2525411951049108, -0.251394207902253, -0.25823718977785, -0.2511582164887817, -0.2541326028544726, -0.2478957612479127, -0.2401393420764073, -0.2339952792625011, -0.2331996460762378, -0.2366654658222311, -0.2350141178038725, -0.2348946605211738, -0.2271503597932404, -0.2202464495291218, -0.2177418075223117, -0.2077187541214432, -0.2037841666571266, -0.1930313321167214, -0.1981640772340998, -0.1894065282833802, -0.1753790432331145, -0.1725192672485345, -0.1724912527445369, -0.1797984531422571, -0.178742326738823, -0.1794236402357116, -0.1779857924487593, -0.1733011208919654, -0.1620641668677454, -0.1432141177003826, -0.1421771746329153, -0.1391756827555797, -0.1297649901872473, -0.1223151600806649, -0.115101122072501, -0.1119184814704331, -0.1049471160530751, -0.1012711239037679, -0.0924916339784446, -0.0865450010117973, -0.0722555483721202, -0.0574328930642014, -0.0344933789042471, -0.0387282478273255, -0.1228895274347026, -0.2797347381340128, -0.3629883874374283]| 99.0085144042968750|      0.04000000|[14605, 868, 0, 124]                                                       |  | trying linear partial model with 122 points | iterate success | actual_k=7
      63|[-0.365931043104826, -0.2821730180776852, -0.1250504571871108, -0.0436253821723196, -0.0321336684790882, -0.0486269630444737, -0.0691550515620769, -0.0769842100969276, -0.0819465986026788, -0.0829444603109151, -0.086841234349375, -0.1008068208100356, -0.1174821108717646, -0.1338102567200964, -0.1424824615965737, -0.1443022032674804, -0.1413359161545784, -0.1414089638481824, -0.150515671667901, -0.1608091657283465, -0.167153855926426, -0.1685172019686225, -0.1710229717598381, -0.1805019798557758, -0.195578725214178, -0.2070755458767908, -0.2074581371403314, -0.1971748160467895, -0.1995992448065216, -0.200956116426077, -0.2052729447871705, -0.2096657900403612, -0.2220496718641315, -0.2206123606996858, -0.2127899057375912, -0.2192059822368249, -0.226446452601082, -0.2386834189420223, -0.2478834857513623, -0.2530468073487465, -0.2427161592769969, -0.2409110355942176, -0.2416554791269794, -0.2490045712324525, -0.2555144267671636, -0.2486039471419307, -0.2392555557413134, -0.2287400430913973, -0.2257468113571527, -0.2341898923203763, -0.2374230491835323, -0.2404517343312942, -0.2490420609258624, -0.2525411951049108, -0.251394207902253, -0.25823718977785, -0.2511582164887817, -0.2541326028544726, -0.2478957612479127, -0.2401393420764073, -0.2339952792625011, -0.2331996460762378, -0.2366654658222311, -0.2350141178038725, -0.2348946605211738, -0.2271503597932404, -0.2202464495291218, -0.2177418075223117, -0.2077187541214432, -0.2037841666571266, -0.1930313321167214, -0.1981640772340998, -0.1894065282833802, -0.1753790432331145, -0.1725192672485345, -0.1724912527445369, -0.1797984531422571, -0.178742326738823, -0.1794236402357116, -0.1779857924487593, -0.1733011208919654, -0.1620641668677454, -0.1432141177003826, -0.1421771746329153, -0.1391756827555797, -0.1297649901872473, -0.1223151600806649, -0.115101122072501, -0.1119184814704331, -0.1049471160530751, -0.1012711239037679, -0.0924916339784446, -0.0865450010117973, -0.0722555483721202, -0.0574328930642014, -0.0344933789042471, -0.0387282478273255, -0.1228895274347026, -0.2797347381340128, -0.3629883874374283]| 99.0085144042968750|      0.00800000|[14841, 882, 0, 126]                                                       |  | trying linear partial model with 122 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
      64|[-0.3682836254009507, -0.2855371526730821, -0.1268565869724406, -0.0434082459878403, -0.0321749264243471, -0.0481629931496225, -0.0695880909328071, -0.0771149002203068, -0.0827520973583342, -0.0828232835050512, -0.0867650213267215, -0.1009358255813297, -0.1178111546292832, -0.1340104249221176, -0.1425514470754853, -0.1443058381694553, -0.1412689320316893, -0.1419528146023187, -0.1507421306205013, -0.1615562270990167, -0.1668575867549734, -0.1683495971067309, -0.1714785666413752, -0.1805712028308225, -0.1953942896044542, -0.206231768577428, -0.2072646691565886, -0.1968287414618876, -0.2003540386854388, -0.2010891206955236, -0.205101461604524, -0.2096096956786173, -0.2215196577516376, -0.2206064899766138, -0.2131848443080852, -0.2185530701904598, -0.2265398654374459, -0.2386779512104212, -0.2478694202749335, -0.2523238570283508, -0.2425417611757955, -0.2411742686818748, -0.242196250511444, -0.2495527351322107, -0.2554933018901819, -0.2492165472427184, -0.2391235733882787, -0.2293525855754107, -0.2258646780833365, -0.2341034040148111, -0.237824788753651, -0.2403359147224259, -0.2492391951952704, -0.2515719437606955, -0.2524514416691478, -0.257782971508641, -0.2517074778957691, -0.2547034712071236, -0.2485537542073977, -0.2405052879543285, -0.2339069016527934, -0.2334632556001362, -0.2367024099814655, -0.2350823198331397, -0.2345985352293125, -0.2273711834408661, -0.2209634765506834, -0.2175026004586839, -0.2084671996676606, -0.2031304194392219, -0.1930639067312483, -0.1981118627189855, -0.1900589081880166, -0.1762903353566841, -0.17161516613738, -0.1729778279846364, -0.1801518652254514, -0.1795459977750513, -0.1787895044147382, -0.1785949656273441, -0.1728530472827833, -0.1619647853905088, -0.1454162998862692, -0.1415995044764526, -0.1393406430854236, -0.1296695584106992, -0.1217629160300768, -0.1155075949007165, -0.112382184417347, -0.1054901786964943, -0.1003318074767174, -0.0919831078513131, -0.0862914957068628, -0.0721173166385775, -0.0565423398862394, -0.0345163916669186, -0.0402028526223291, -0.1250882374649288, -0.2825501433181439, -0.3650542948694201]| 99.0021591186523438|      0.04000000|[15076, 896, 0, 128]                                                       |  | trying linear partial model with 122 points | iterate success | actual_k=7
      65|[-0.3682836254009507, -0.2855371526730821, -0.1268565869724406, -0.0434082459878403, -0.0321749264243471, -0.0481629931496225, -0.0695880909328071, -0.0771149002203068, -0.0827520973583342, -0.0828232835050512, -0.0867650213267215, -0.1009358255813297, -0.1178111546292832, -0.1340104249221176, -0.1425514470754853, -0.1443058381694553, -0.1412689320316893, -0.1419528146023187, -0.1507421306205013, -0.1615562270990167, -0.1668575867549734, -0.1683495971067309, -0.1714785666413752, -0.1805712028308225, -0.1953942896044542, -0.206231768577428, -0.2072646691565886, -0.1968287414618876, -0.2003540386854388, -0.2010891206955236, -0.205101461604524, -0.2096096956786173, -0.2215196577516376, -0.2206064899766138, -0.2131848443080852, -0.2185530701904598, -0.2265398654374459, -0.2386779512104212, -0.2478694202749335, -0.2523238570283508, -0.2425417611757955, -0.2411742686818748, -0.242196250511444, -0.2495527351322107, -0.2554933018901819, -0.2492165472427184, -0.2391235733882787, -0.2293525855754107, -0.2258646780833365, -0.2341034040148111, -0.237824788753651, -0.2403359147224259, -0.2492391951952704, -0.2515719437606955, -0.2524514416691478, -0.257782971508641, -0.2517074778957691, -0.2547034712071236, -0.2485537542073977, -0.2405052879543285, -0.2339069016527934, -0.2334632556001362, -0.2367024099814655, -0.2350823198331397, -0.2345985352293125, -0.2273711834408661, -0.2209634765506834, -0.2175026004586839, -0.2084671996676606, -0.2031304194392219, -0.1930639067312483, -0.1981118627189855, -0.1900589081880166, -0.1762903353566841, -0.17161516613738, -0.1729778279846364, -0.1801518652254514, -0.1795459977750513, -0.1787895044147382, -0.1785949656273441, -0.1728530472827833, -0.1619647853905088, -0.1454162998862692, -0.1415995044764526, -0.1393406430854236, -0.1296695584106992, -0.1217629160300768, -0.1155075949007165, -0.112382184417347, -0.1054901786964943, -0.1003318074767174, -0.0919831078513131, -0.0862914957068628, -0.0721173166385775, -0.0565423398862394, -0.0345163916669186, -0.0402028526223291, -0.1250882374649288, -0.2825501433181439, -0.3650542948694201]| 99.0021591186523438|      0.00800000|[15311, 910, 0, 130]                                                       |  | trying linear partial model with 122 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
      66|[-0.3704627949062896, -0.28841257783786, -0.128858550078338, -0.0453367124463146, -0.0315622791289904, -0.0486719979137901, -0.068516566709888, -0.0775765936563402, -0.0831170962634047, -0.0832001873078182, -0.0870625367503066, -0.1010372503635416, -0.1180691912638555, -0.1341929432554795, -0.1430174222621996, -0.1451137000928506, -0.1420107483822994, -0.1420324635659218, -0.1499784702862111, -0.1610617678311559, -0.1673853991633373, -0.1680229278188152, -0.1717613441847522, -0.1799683919543631, -0.194590562516585, -0.2065241665675228, -0.2062317117576591, -0.1975414563829234, -0.2001229379068742, -0.200475198276778, -0.2047554862548361, -0.2096108530601921, -0.2202589445183255, -0.2194649159037703, -0.2140805095912039, -0.2193011318846273, -0.2270947524128488, -0.2379940617475202, -0.2484564115651642, -0.2516867255265157, -0.2424244646411939, -0.2403936832293437, -0.2427281703616106, -0.2492039878854781, -0.2557649795045526, -0.2492351361701182, -0.2394862461224771, -0.2295632643744813, -0.2271780732222023, -0.2345774845323788, -0.2380393363840796, -0.2416379867946876, -0.2478497575903974, -0.2521427149147023, -0.2528385152059951, -0.2571942438183962, -0.2525434566435051, -0.2539589543644763, -0.2490466202687578, -0.24149676017768, -0.2337140178000215, -0.2336227812457014, -0.2355541237154739, -0.2352667915895745, -0.23500578380018, -0.2268224024272518, -0.2208438091324269, -0.2177730482361085, -0.2083031334211004, -0.2030837499386546, -0.1934306619854131, -0.1970325835555163, -0.1900201721628161, -0.1770287258331037, -0.1713242279393283, -0.173676504895878, -0.1805693707081105, -0.1789184476463767, -0.1785332203291135, -0.1785944226155594, -0.1731384767333626, -0.1607868941656247, -0.1457712267712514, -0.1421748190495155, -0.139725861572811, -0.1299355750952099, -0.1221254730036023, -0.1150593556620193, -0.1121851386983996, -0.1059521365830141, -0.1008283296208912, -0.0915407867863066, -0.0857715631431643, -0.072474733775623, -0.0563829681413124, -0.0342188919902713, -0.0408898505736197, -0.1263753474215105, -0.2849107428705669, -0.3666130976944494]| 98.9965744018554688|      0.04000000|[15546, 924, 0, 132]                                                       |  | trying linear partial model with 122 points | iterate success | actual_k=7
      67|[-0.3704627949062896, -0.28841257783786, -0.128858550078338, -0.0453367124463146, -0.0315622791289904, -0.0486719979137901, -0.068516566709888, -0.0775765936563402, -0.0831170962634047, -0.0832001873078182, -0.0870625367503066, -0.1010372503635416, -0.1180691912638555, -0.1341929432554795, -0.1430174222621996, -0.1451137000928506, -0.1420107483822994, -0.1420324635659218, -0.1499784702862111, -0.1610617678311559, -0.1673853991633373, -0.1680229278188152, -0.1717613441847522, -0.1799683919543631, -0.194590562516585, -0.2065241665675228, -0.2062317117576591, -0.1975414563829234, -0.2001229379068742, -0.200475198276778, -0.2047554862548361, -0.2096108530601921, -0.2202589445183255, -0.2194649159037703, -0.2140805095912039, -0.2193011318846273, -0.2270947524128488, -0.2379940617475202, -0.2484564115651642, -0.2516867255265157, -0.2424244646411939, -0.2403936832293437, -0.2427281703616106, -0.2492039878854781, -0.2557649795045526, -0.2492351361701182, -0.2394862461224771, -0.2295632643744813, -0.2271780732222023, -0.2345774845323788, -0.2380393363840796, -0.2416379867946876, -0.2478497575903974, -0.2521427149147023, -0.2528385152059951, -0.2571942438183962, -0.2525434566435051, -0.2539589543644763, -0.2490466202687578, -0.24149676017768, -0.2337140178000215, -0.2336227812457014, -0.2355541237154739, -0.2352667915895745, -0.23500578380018, -0.2268224024272518, -0.2208438091324269, -0.2177730482361085, -0.2083031334211004, -0.2030837499386546, -0.1934306619854131, -0.1970325835555163, -0.1900201721628161, -0.1770287258331037, -0.1713242279393283, -0.173676504895878, -0.1805693707081105, -0.1789184476463767, -0.1785332203291135, -0.1785944226155594, -0.1731384767333626, -0.1607868941656247, -0.1457712267712514, -0.1421748190495155, -0.139725861572811, -0.1299355750952099, -0.1221254730036023, -0.1150593556620193, -0.1121851386983996, -0.1059521365830141, -0.1008283296208912, -0.0915407867863066, -0.0857715631431643, -0.072474733775623, -0.0563829681413124, -0.0342188919902713, -0.0408898505736197, -0.1263753474215105, -0.2849107428705669, -0.3666130976944494]| 98.9965744018554688|      0.00800000|[15781, 938, 0, 134]                                                       |  | trying linear partial model with 122 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
      68|[-0.3717949156763287, -0.2914898918897184, -0.1302518121012694, -0.0464943638667257, -0.0309120353228369, -0.0486265932040473, -0.0681278384315752, -0.0771609804268863, -0.0825526737332418, -0.0828719591236295, -0.0860748627026326, -0.1004192150730948, -0.1179191626111558, -0.1341809670331866, -0.1430541416542647, -0.1449750072375359, -0.1424083237749985, -0.1427471694504423, -0.1501063471641493, -0.1610048237120094, -0.1678878916074445, -0.1682729360894976, -0.1717123688375396, -0.1806174524653298, -0.1944952862430857, -0.2072470216883104, -0.2064486949734463, -0.1983633212569996, -0.1988275256875885, -0.2006036299357892, -0.2043429800744608, -0.2102228632677592, -0.2202325260053933, -0.2197900120329246, -0.2147930982820877, -0.2180972529598877, -0.2269534558152918, -0.2379729406880273, -0.2488842843774566, -0.2499455612511026, -0.2416631928969858, -0.2405835854883197, -0.2428659667483062, -0.2490634558276602, -0.2551320851758755, -0.2496532197719333, -0.23923513869423, -0.2299853327387764, -0.2278870164016588, -0.2347600483818888, -0.2384051747624097, -0.2422595413817828, -0.2479031591205155, -0.2523710380227639, -0.2524878507011009, -0.2570950299787214, -0.2527460938506834, -0.2537634844473995, -0.249021240978005, -0.2416299064793415, -0.233728298446148, -0.2328497982612076, -0.2359141112183745, -0.2351311888921789, -0.2350250591713361, -0.2271573150664807, -0.2219207412379283, -0.2174709397309407, -0.2088639671312592, -0.202727558484332, -0.1938689947011093, -0.1970184627920393, -0.1902701870590717, -0.1774660085476779, -0.1707607521430552, -0.173802050653271, -0.1800980101144874, -0.1784679753978022, -0.178740647192674, -0.1791569694310622, -0.1733878791392577, -0.1605211425326841, -0.1454335354748672, -0.1414354027731435, -0.1394665806204335, -0.1298976008797848, -0.1239337212517768, -0.1157518809434783, -0.1120953409163576, -0.1073364090585626, -0.1007403350205462, -0.0912631257640527, -0.0848445876302446, -0.0722846231871084, -0.0555450905631414, -0.0332503167174251, -0.0412140992171052, -0.1276990058805582, -0.2879233115255267, -0.3697216624311926]| 98.9909591674804688|      0.04000000|[16016, 952, 0, 136]                                                       |  | trying linear partial model with 122 points | iterate success | actual_k=7
      69|[-0.3717949156763287, -0.2914898918897184, -0.1302518121012694, -0.0464943638667257, -0.0309120353228369, -0.0486265932040473, -0.0681278384315752, -0.0771609804268863, -0.0825526737332418, -0.0828719591236295, -0.0860748627026326, -0.1004192150730948, -0.1179191626111558, -0.1341809670331866, -0.1430541416542647, -0.1449750072375359, -0.1424083237749985, -0.1427471694504423, -0.1501063471641493, -0.1610048237120094, -0.1678878916074445, -0.1682729360894976, -0.1717123688375396, -0.1806174524653298, -0.1944952862430857, -0.2072470216883104, -0.2064486949734463, -0.1983633212569996, -0.1988275256875885, -0.2006036299357892, -0.2043429800744608, -0.2102228632677592, -0.2202325260053933, -0.2197900120329246, -0.2147930982820877, -0.2180972529598877, -0.2269534558152918, -0.2379729406880273, -0.2488842843774566, -0.2499455612511026, -0.2416631928969858, -0.2405835854883197, -0.2428659667483062, -0.2490634558276602, -0.2551320851758755, -0.2496532197719333, -0.23923513869423, -0.2299853327387764, -0.2278870164016588, -0.2347600483818888, -0.2384051747624097, -0.2422595413817828, -0.2479031591205155, -0.2523710380227639, -0.2524878507011009, -0.2570950299787214, -0.2527460938506834, -0.2537634844473995, -0.249021240978005, -0.2416299064793415, -0.233728298446148, -0.2328497982612076, -0.2359141112183745, -0.2351311888921789, -0.2350250591713361, -0.2271573150664807, -0.2219207412379283, -0.2174709397309407, -0.2088639671312592, -0.202727558484332, -0.1938689947011093, -0.1970184627920393, -0.1902701870590717, -0.1774660085476779, -0.1707607521430552, -0.173802050653271, -0.1800980101144874, -0.1784679753978022, -0.178740647192674, -0.1791569694310622, -0.1733878791392577, -0.1605211425326841, -0.1454335354748672, -0.1414354027731435, -0.1394665806204335, -0.1298976008797848, -0.1239337212517768, -0.1157518809434783, -0.1120953409163576, -0.1073364090585626, -0.1007403350205462, -0.0912631257640527, -0.0848445876302446, -0.0722846231871084, -0.0555450905631414, -0.0332503167174251, -0.0412140992171052, -0.1276990058805582, -0.2879233115255267, -0.3697216624311926]| 98.9909591674804688|      0.00800000|[16251, 966, 0, 138]                                                       |  | trying linear partial model with 122 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
      70|[-0.3746687616355328, -0.2936706119242725, -0.1327912205294875, -0.0465056823662078, -0.0312309780321674, -0.0480567200688586, -0.0676985352367893, -0.0780299950986959, -0.0825531476697197, -0.0831025094972125, -0.0853439522752355, -0.1002099128795487, -0.1177715736931491, -0.1339342529020071, -0.1436471674374758, -0.1451308496288868, -0.1428274825921505, -0.1428552481644254, -0.1503138096512451, -0.1610407458176286, -0.1669076621829473, -0.1681355293539011, -0.1724879534588197, -0.1805102355617355, -0.1952134167906084, -0.2066175843938984, -0.206612050816437, -0.1984846352241436, -0.1989591965290652, -0.2002569106359304, -0.2057502319809263, -0.2098074682514003, -0.220227945921984, -0.2206393176003134, -0.2155448637845033, -0.2179675093756386, -0.2274425682809607, -0.2377270727540259, -0.2482911435139605, -0.2486532490839064, -0.2424661977103425, -0.2408896248491466, -0.242884907744963, -0.2499907709500974, -0.2543168446170619, -0.2497520263678951, -0.2400807512701902, -0.2312507685737784, -0.2276135145105036, -0.2342417910304351, -0.2387525749891138, -0.2430718500209083, -0.2477002482034807, -0.2518631006569925, -0.2523981885372077, -0.2563138449798679, -0.2529346963375082, -0.2539950732352524, -0.2485385510530242, -0.2418688630156943, -0.2339741720775217, -0.2321798379975836, -0.2360085009139308, -0.2355507653887674, -0.2349035685524627, -0.2270767454624557, -0.2219585187110526, -0.2183527859242116, -0.2095082261997709, -0.2025636049559242, -0.1944905300829601, -0.1968900127502595, -0.190626227037952, -0.1768382532168211, -0.170534834721272, -0.173501307351267, -0.1804702877573376, -0.1782164367520965, -0.1783176556291739, -0.1785508866711129, -0.1724870930359943, -0.1598846897466629, -0.1463692165438741, -0.1422053092868118, -0.1373815137499731, -0.130118821162772, -0.1240331182760277, -0.1149359337316455, -0.1123301818964447, -0.1070206780984186, -0.1011916618020772, -0.0910911615079262, -0.0844657614105845, -0.0712429107199732, -0.0551770393991973, -0.0331116070574835, -0.0420911689664666, -0.1291765073157679, -0.2904338139330359, -0.3716824422047635]| 98.9856033325195312|      0.04000000|[16487, 980, 0, 140]                                                       |  | trying linear partial model with 122 points | iterate success | actual_k=7
      71|[-0.3845974681381651, -0.3095763661900663, -0.1396272482968733, -0.0526334442144978, -0.0314616234370145, -0.0472458768798165, -0.0646420276100918, -0.0762329627678232, -0.0797219781745217, -0.0812704024819881, -0.0830141823382727, -0.0992155828836707, -0.115660540818445, -0.1335276999911921, -0.1447352453744725, -0.1442386616591592, -0.1463006517508707, -0.1448860237680474, -0.15096374288734, -0.1654619858983403, -0.1684142040528184, -0.1702946659438649, -0.1704782863835615, -0.1875418986768531, -0.1929813170301837, -0.2005834786448263, -0.2056208347193896, -0.1983055738861949, -0.1950207074910724, -0.2020687165037538, -0.2001203849209812, -0.2105085784800132, -0.2165732719067155, -0.219939221878605, -0.2168900529069956, -0.2176538273946718, -0.2273439287896378, -0.2402249205636153, -0.2444472909463287, -0.2510646567698606, -0.2421822073426196, -0.240244685277285, -0.241461314825649, -0.2470039933095864, -0.2525255071560724, -0.2481429964386807, -0.2444172464755842, -0.2291945548694079, -0.2258339980357419, -0.2345692456073972, -0.2369693372133636, -0.2456998218853101, -0.2461227241337724, -0.2524127576362775, -0.2503503341769976, -0.2531734897894451, -0.2546030263688359, -0.2581686627639277, -0.2489000914892716, -0.2434897589355872, -0.2315662632684767, -0.2328791537846894, -0.2388234883395137, -0.2362258540850686, -0.238146129061057, -0.2265812048302886, -0.2237185854699529, -0.21411411652791, -0.2104654157784002, -0.2031454325867649, -0.1994875640156724, -0.1918418873203766, -0.188644756238063, -0.1780926543857032, -0.1784858738512764, -0.1764219356711596, -0.1750654123355362, -0.1798941823746122, -0.1812136622770354, -0.1784869361382362, -0.1701550107874589, -0.1622998411120291, -0.1517685823863731, -0.1421889424577198, -0.1365933239411456, -0.12898867833671, -0.1237385305685749, -0.1123158161179097, -0.1071788873154276, -0.1087414325801083, -0.1054654111444573, -0.0930291473225601, -0.0809742542375912, -0.0720594575953192, -0.0578589626585775, -0.031354105907025, -0.0470082917583592, -0.1417507756028695, -0.3059936919037057, -0.3777057942537572]| 98.9620361328125000|      0.20000000|[16722, 994, 0, 142]                                                       |  | trying linear partial model with 122 points | iterate success | actual_k=7
      72|[-0.3845974681381651, -0.3095763661900663, -0.1396272482968733, -0.0526334442144978, -0.0314616234370145, -0.0472458768798165, -0.0646420276100918, -0.0762329627678232, -0.0797219781745217, -0.0812704024819881, -0.0830141823382727, -0.0992155828836707, -0.115660540818445, -0.1335276999911921, -0.1447352453744725, -0.1442386616591592, -0.1463006517508707, -0.1448860237680474, -0.15096374288734, -0.1654619858983403, -0.1684142040528184, -0.1702946659438649, -0.1704782863835615, -0.1875418986768531, -0.1929813170301837, -0.2005834786448263, -0.2056208347193896, -0.1983055738861949, -0.1950207074910724, -0.2020687165037538, -0.2001203849209812, -0.2105085784800132, -0.2165732719067155, -0.219939221878605, -0.2168900529069956, -0.2176538273946718, -0.2273439287896378, -0.2402249205636153, -0.2444472909463287, -0.2510646567698606, -0.2421822073426196, -0.240244685277285, -0.241461314825649, -0.2470039933095864, -0.2525255071560724, -0.2481429964386807, -0.2444172464755842, -0.2291945548694079, -0.2258339980357419, -0.2345692456073972, -0.2369693372133636, -0.2456998218853101, -0.2461227241337724, -0.2524127576362775, -0.2503503341769976, -0.2531734897894451, -0.2546030263688359, -0.2581686627639277, -0.2489000914892716, -0.2434897589355872, -0.2315662632684767, -0.2328791537846894, -0.2388234883395137, -0.2362258540850686, -0.238146129061057, -0.2265812048302886, -0.2237185854699529, -0.21411411652791, -0.2104654157784002, -0.2031454325867649, -0.1994875640156724, -0.1918418873203766, -0.188644756238063, -0.1780926543857032, -0.1784858738512764, -0.1764219356711596, -0.1750654123355362, -0.1798941823746122, -0.1812136622770354, -0.1784869361382362, -0.1701550107874589, -0.1622998411120291, -0.1517685823863731, -0.1421889424577198, -0.1365933239411456, -0.12898867833671, -0.1237385305685749, -0.1123158161179097, -0.1071788873154276, -0.1087414325801083, -0.1054654111444573, -0.0930291473225601, -0.0809742542375912, -0.0720594575953192, -0.0578589626585775, -0.031354105907025, -0.0470082917583592, -0.1417507756028695, -0.3059936919037057, -0.3777057942537572]| 98.9620361328125000|      0.04000000|[16957, 1008, 0, 144]                                                      |  | trying linear partial model with 122 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
      73|[-0.3946337592596636, -0.3221157338699414, -0.1490977212207194, -0.0542754754214416, -0.0328817123499596, -0.0433123400602311, -0.0586696732565135, -0.0798532002689823, -0.0868320869043486, -0.0837112369311553, -0.0812400833977709, -0.0978029150134863, -0.1177711857077856, -0.1341748719739328, -0.1411392052211565, -0.1446617276257593, -0.1488629824999125, -0.147238734598575, -0.1499761861406541, -0.1664900107684424, -0.1695434745903776, -0.1677491361732517, -0.1707833405902431, -0.1849848117956848, -0.1958854899206046, -0.1985033088952307, -0.2011318946597098, -0.1933888455960734, -0.1971150470679979, -0.202103514347727, -0.2059171696855926, -0.2111860680783663, -0.2197186732505183, -0.2183936027050719, -0.2098100638994551, -0.2153664426937299, -0.2267543676103238, -0.2367353345637657, -0.2456106304798836, -0.2502545277876322, -0.2485100902797029, -0.2382222782553016, -0.2391070070871495, -0.2457011680280604, -0.2515883860103283, -0.2483878445058933, -0.2376710631242566, -0.2289672599006409, -0.2252614237259478, -0.2314166937356302, -0.2365922643156169, -0.2394872923262676, -0.244788339925567, -0.2554727236967108, -0.2469895661698848, -0.2493293217756493, -0.2593321158966392, -0.2533437831650311, -0.253893360792449, -0.2425871513988082, -0.2338185636338626, -0.2409224540475479, -0.2341443975215182, -0.2373753494839071, -0.236924888472294, -0.2320975618756082, -0.221479470698802, -0.2150499950582908, -0.2066934506155683, -0.2057171175976576, -0.1962530015007733, -0.1921948777628502, -0.1922665538300412, -0.1769746243630038, -0.1754415174903834, -0.176925446609608, -0.1766885509274799, -0.1754416934153685, -0.1800054001249366, -0.1741260842837695, -0.1701159481272126, -0.1588627888537844, -0.1579230007744728, -0.1473066820352405, -0.1369826834318411, -0.1261297075946914, -0.122393437069643, -0.1151335302628642, -0.1088494925019286, -0.102828285824619, -0.1075702847684925, -0.0932212221188374, -0.0807172224015804, -0.0700579257732961, -0.054752978998176, -0.0317883437202892, -0.0508909201121854, -0.150234625979697, -0.3181415628087509, -0.3830232795597982]| 98.9413604736328125|      0.20000000|[17192, 1022, 0, 146]                                                      |  | trying linear partial model with 122 points | iterate success | actual_k=7
